"title","authors","pubyear","sourcepub","review_round","reviewer","doublerev","reviewer_notes","outsidereviewer","outsidereviewer_notes","exclusion_id","exclusion_reason","fullquestion"
"Temporal dynamics influenced by global change: bee community phenology in urban, agricultural, and natural landscapes","Leong, Misha; Ponisio, Lauren C.; Kremen, Claire; Thorp, Robbin W.; Roderick, George K.",2016,"GLOBAL CHANGE BIOLOGY",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Testing predictions of changes in alien and native macroinvertebrate communities and their interaction after the restoration of a large river floodplain (French Rhone)","Paillex, Amael; Castella, Emmanuel; zu Ermgassen, Philine S. E.; Aldridge, David C.",2015,"FRESHWATER BIOLOGY",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The ""Green Belt Berlin"": Establishing a greenway where the Berlin Wall once stood by integrating ecological, social and cultural approaches","Kowarik, Ingo",2019,"LANDSCAPE AND URBAN PLANNING",1,"R2",FALSE,"R2: analysis of planning approaches",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The BIEN R package: A tool to access the Botanical Information and Ecology Network (BIEN) database","Maitner, Brian S.; Boyle, Brad; Casler, Nathan; Condit, Rick; Donoghue, John, II; Duran, Sandra M.; Guaderrama, Daniel; Hinchliff, Cody E.; Jorgensen, Peter M.; Kraft, Nathan J. B.; McGill, Brian; Merow, Cory; Morueta-Holme, Naia; Peet, Robert K.; Sandel, Brody; Schildhauer, Mark; Smith, Stephen A.; Svenning, Jens-Christian; Thiers, Barbara; Violle, Cyrille; Wiser, Susan; Enquist, Brian J.",2018,"METHODS IN ECOLOGY AND EVOLUTION",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Capacity-Building Stewardship Model: assessment of an agricultural network as a mechanism for improving regional agroecosystem sustainability","Duff, Alison J.; Zedler, Paul H.; Barzen, Jeb A.; Knuteson, Deana L.",2017,"ECOLOGY AND SOCIETY",1,"R7",FALSE,"R7: Introduces tool to help farmers and allies build stewardship and ES's",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Challenges of Alleviating Poverty through Ecological Restoration: Insights from South Africa's ""Working for Water"" Program","McConnachie, Matthew M.; Cowling, Richard M.; Shackleton, Charlie M.; Knight, Andrew T.",2013,"RESTORATION ECOLOGY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Chilean Espinal: Restoration for a Sustainable Silvopastoral System","Root-Bernstein, Meredith; Jaksic, Fabian",2013,"RESTORATION ECOLOGY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The concept of stewardship in sustainability science and conservation biology","Mathevet, Raphael; Bousquet, Francois; Raymond, Christopher M.",2018,"BIOLOGICAL CONSERVATION",1,"R6",FALSE,"R6: Focused on ideologies surrounding stewardship",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The contribution of spatial mass effects to plant diversity in arable fields","Metcalfe, Helen; Hassall, Kirsty L.; Boinot, Sebastien; Storkey, Jonathan",2019,"JOURNAL OF APPLIED ECOLOGY",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The ecological impact of city lighting scenarios: exploring gap crossing thresholds for urban bats","Hale, James D.; Fairbrass, Alison J.; Matthews, Thomas J.; Davies, Gemma; Sadler, Jon P.",2015,"GLOBAL CHANGE BIOLOGY",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The ecological impact of rural building on habitats in an agricultural landscape","McKenzie, Paul; Cooper, Alan; McCann, Thomas; Rogers, David",2011,"LANDSCAPE AND URBAN PLANNING",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The ecosystem services of animal microbiomes","McKenney, E. A.; Koelle, K.; Dunn, R. R.; Yoder, A. D.",2018,"MOLECULAR ECOLOGY",1,"R12",FALSE,"R12: good concept and discussion of ES of microbiomes but not measured",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The effect of fishing on hysteresis in Caribbean coral reefs","Blackwood, Julie C.; Hastings, Alan; Mumby, Peter J.",2012,"THEORETICAL ECOLOGY",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The effect of range changes on the functional turnover, structure and diversity of bird assemblages under future climate scenarios","Barbet-Massin, Morgane; Jetz, Walter",2015,"GLOBAL CHANGE BIOLOGY",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The effects of demographic stochasticity and parameter uncertainty on predicting the establishment of introduced species","Palamara, Gian Marco; Carrara, Francesco; Smith, Matthew J.; Petchey, Owen L.",2016,"ECOLOGY AND EVOLUTION",1,"R7",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The extent of shifts in vegetation phenology between rural and urban areas within a human-dominated region","Dallimer, Martin; Tang, Zhiyao; Gaston, Kevin J.; Davies, Zoe G.",2016,"ECOLOGY AND EVOLUTION",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The forest Gribskov, Denmark: lessons from the past qualify contemporary conservation, restoration and forest management","Overballe-Petersen, Mette Venas; Raulund-Rasmussen, Karsten; Buttenschon, Rita M.; Bradshaw, Richard H. W.",2014,"BIODIVERSITY AND CONSERVATION",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The future of walnut-fruit forests in Kyrgyzstan and the status of the iconic Endangered apple Malus niedzwetzkyana","Wilson, Brett; Mills, Morena; Kulikov, Maksim; Clubbe, Colin",2019,"ORYX",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The impact of climate change uncertainty on California's vegetation and adaptation management","Thorne, James H.; Choe, Hyeyeong; Boynton, Ryan M.; Bjorkman, Jacquelyn; Albright, Whitney; Nydick, Koren; Flint, Alan L.; Flint, Lorraine E.; Schwartz, Mark W.",2017,"ECOSPHERE",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The impact of large animal extinctions on nutrient fluxes in early river valley civilizations","Doughty, Christopher E.; Wolf, Adam; Malhi, Yadvinder",2013,"ECOSPHERE",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The importance of genetic make-up in seagrass restoration: a case study of the seagrass Zostera noltei","Jahnke, Marlene; Serra, Ilia Anna; Bernard, Guillaume; Procaccini, Gabriele",2015,"MARINE ECOLOGY PROGRESS SERIES",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Importance of Shifting Disturbance Regimes in Monarch Butterfly Decline and Recovery","Haan, Nathan L.; Landis, Douglas A.",2019,"FRONTIERS IN ECOLOGY AND EVOLUTION",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The indicator side of ecosystem services","Mueller, Felix; Burkhard, Benjamin",2012,"ECOSYSTEM SERVICES",1,"R5",FALSE,"R5: intro to journal issue",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The inequalities of the extinction of experience: The role of personal characteristics and species traits in the distribution of people-plant interactions in Japan","Soga, Masashi; Tsuchiya, Kazuaki; Evans, Maldwyn J.; Ishibashi, Soki",2019,"ECOLOGICAL RESEARCH",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The influence of ecological knowledge on biodiversity conservation policies: A strategic challenge for knowledge producers","Coreau, Audrey; Guillet, Fanny; Rabaud, Suzanne",2018,"JOURNAL FOR NATURE CONSERVATION",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The key role of protection status in safeguarding the ecological functions of some Neotropical mammals","Nagy-Reis, Mariana B.; Ribeiro, Milton Cezar; Setz, Eleonore Z. F.; Chiarello, Adriano G.",2019,"BIODIVERSITY AND CONSERVATION",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The luxury of vegetation and the legacy of tree biodiversity in Los Angeles, CA","Clarke, Lorraine Weller; Jenerette, G. Darrel; Davila, Antonio",2013,"LANDSCAPE AND URBAN PLANNING",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The manager dilemma: Optimal management of an ecosystem service in heterogeneous exploited landscapes","Dubois, Laetitia; Mathieu, Jerome; Loeuille, Nicolas",2015,"ECOLOGICAL MODELLING",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The mismatch between current statistical practice and doctoral training in ecology","Touchon, Justin C.; McCoy, Michael W.",2016,"ECOSPHERE",1,"R7",FALSE,"R7: Study on doctoral programs, not ES",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The nature of the beast: examining climate adaptation options in forests with stand-replacing fire regimes","Halofsky, Joshua S.; Donato, Daniel C.; Franklin, Jerry F.; Halofsky, Jessica E.; Peterson, David L.; Harvey, Brian J.",2018,"ECOSPHERE",1,"R12",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The parallel trajectories and increasing integration of landscape ecology and land system science","Chowdhury, R. Roy; Turner, B. L., II",2019,"JOURNAL OF LAND USE SCIENCE",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Pedological Context Modulates the Response of Soil Microbial Communities to Agroecological Management","Degrune, Florine; Boeraeve, Fanny; Dufrene, Marc; Cornelis, Jean-Thomas; Frey, Beat; Hartmann, Martin",2019,"FRONTIERS IN ECOLOGY AND EVOLUTION",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The population density of an urban raptor is inextricably tied to human cultural practices","Kumar, Nishant; Gupta, Urvi; Malhotra, Harsha; Jhala, Yadvendradev, V; Qureshi, Qamar; Gosler, Andrew G.; Sergio, Fabrizio",2019,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",1,"R2",FALSE,"R2: impacts of human presence on wildlife populations",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The potential for indirect effects between co-flowering plants via shared pollinators depends on resource abundance, accessibility and relatedness","Carvalheiro, Luisa Gigante; Biesmeijer, Jacobus Christiaan; Benadi, Gita; Fruend, Jochen; Stang, Martina; Bartomeus, Ignasi; Kaiser-Bunbury, Christopher N.; Baude, Mathilde; Gomes, Sofia I. F.; Merckx, Vincent; Baldock, Katherine C. R.; Bennett, Andrew T. D.; Boada, Ruth; Bommarco, Riccardo; Cartar, Ralph; Chacoff, Natacha; Danhardt, Juliana; Dicks, Lynn V.; Dormann, Carsten F.; Ekroos, Johan; Henson, Kate S. E.; Holzschuh, Andrea; Junker, Robert R.; Lopezaraiza-Mikel, Martha; Memmott, Jane; Montero-Castano, Ana; Nelson, Isabel L.; Petanidou, Theodora; Power, Eileen F.; Rundlof, Maj; Smith, Henrik G.; Stout, Jane C.; Temitope, Kehinde; Tscharntke, Teja; Tscheulin, Thomas; Vila, Montserrat; Kunin, William E.",2014,"ECOLOGY LETTERS",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The potential of 'Urban Green Commons' in the resilience building of cities","Colding, Johan; Barthel, Stephan",2013,"ECOLOGICAL ECONOMICS",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The potential of different semi-natural habitats to sustain pollinators and natural enemies in European agricultural landscapes","Bartual, Agustin M.; Sutter, Louis; Bocci, Gionata; Moonen, Anna-Camilla; Cresswell, James; Entling, Martin; Giffard, Brice; Jacot, Katja; Jeanneret, Philippe; Holland, John; Pfister, Sonja; Pinter, Orsolya; Veromann, Eve; Winkler, Karin; Albrecht, Matthias",2019,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The potential of green infrastructure application in urban runoff control for land use planning: A preliminary evaluation from a southern Italy case study","Pappalardo, Viviana; La Rosa, Daniele; Campisano, Alberto; La Greca, Paolo",2017,"ECOSYSTEM SERVICES",1,"R10",FALSE,"R10: This was focused on green roofs and ""Specifically, SUDS consist “of a range of technologies and techniques used to drain storm-water/surface water in a manner that is more sustainable than conventional solutions "" -- didn't have a clear ecological component to me, so I excluded.",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The potential of, and threat to, the transfer of ecological knowledge in urban areas: the case of community-based woodland management in Tokyo, Japan","Tsuchiya, Kazuaki; Aoyagi, Midori; Okuro, Toshiya; Takeuchi, Kazuhiko",2014,"ECOLOGY AND SOCIETY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The problem of spatial fit in social-ecological systems: detecting mismatches between ecological connectivity and land management in an urban region","Bergsten, Arvid; Galafassi, Diego; Bodin, Orjan",2014,"ECOLOGY AND SOCIETY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The relevance of cross-scale connections and spatial interactions for ecosystem service delivery by protected areas: Insights from southern Africa","De Vos, A.; Cumming, G. S.; Roux, D. J.",2017,"ECOSYSTEM SERVICES",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The representation of landscapes in global scale assessments of environmental change","Verburg, Peter H.; van Asselen, Sanneke; van der Zanden, Emma H.; Stehfest, Elke",2013,"LANDSCAPE ECOLOGY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The rising Great Plains fire campaign: citizens' response to woody plant encroachment","Twidwell, Dirac; Rogers, William E.; Fuhlendorf, Samuel D.; Wonkka, Carissa L.; Engle, David M.; Weir, John R.; Kreuter, Urs P.; Taylor, Charles A., Jr.",2013,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The road to higher permanence and biodiversity in exurban wetlands","Urban, Mark C.; Roehm, Robert",2018,"OECOLOGIA",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The robustness of a network of ecological networks to habitat loss","Evans, Darren M.; Pocock, Michael J. O.; Memmott, Jane",2013,"ECOLOGY LETTERS",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Role of Golf Courses in Biodiversity Conservation and Ecosystem Management","Colding, Johan; Folke, Carl",2009,"ECOSYSTEMS",1,"R11",FALSE,"R11: This paper talks about how golf courses are good for biodiversity and May ""Promote critical ecosystem services""....... paid for by the PGA?",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The role of human, social, built, and natural capital in explaining life satisfaction at the country level: Toward a National Well-Being Index (NWI)","Vemuri, AW; Costanza, R",2006,"ECOLOGICAL ECONOMICS",1,"R11",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The services-oriented architecture: Ecosystem services as a framework for diagnosing change in social ecological systems","Loring, Philip A.; Chapin, F. Stuart, III; Gerlach, S. Craig",2008,"ECOSYSTEMS",1,"R11",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The shadow price of assimilative capacity in optimal flow pollution control","Leandri, Marc",2009,"ECOLOGICAL ECONOMICS",1,"R11",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The shrinkage of a forest: Landscape-scale deforestation leading to overall changes in local forest structure","Rocha-Santos, Larissa; Pessoa, Michaele S.; Cassano, Camila R.; Talora, Daniela C.; Orihuela, Rodrigo L. L.; Mariano-Neto, Eduardo; Morante-Filho, Jose C.; Faria, Deborah; Cazetta, Eliana",2016,"BIOLOGICAL CONSERVATION",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The Social Dimensions of Sustainability and Change in Diversified Farming Systems","Bacon, Christopher M.; Getz, Christy; Kraus, Sibella; Montenegro, Maywa; Holland, Kaelin",2012,"ECOLOGY AND SOCIETY",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The social production of ecosystem services: A framework for studying environmental justice and ecological complexity in urbanized landscapes","Ernstson, Henrik",2013,"LANDSCAPE AND URBAN PLANNING",1,"R5",FALSE,"R5: framework for urban connectivity",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The stenoendemic cave-dwelling planarians (Platyhelminthes, Tricladida) of the Italian Alps and Apennines: Conservation issues","Manenti, Raoul; Barzaghi, Benedetta; Lana, Enrico; Stocchino, Giacinta Angela; Manconi, Renata; Lunghi, Enrico",2018,"JOURNAL FOR NATURE CONSERVATION",1,"R12",FALSE,"R12: this paper focuses on distribution of planarians and does not address a EF/ES from this",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The third dimension of bat migration: evidence for elevational movements of Miniopterus natalensis along the slopes of Mount Kilimanjaro","Voigt, Christian C.; Helbig-Bonitz, Maria; Kramer-Schadt, Stephanie; Kalko, Elisabeth K. V.",2014,"OECOLOGIA",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The unprecedented loss of Florida's reef-building corals and the emergence of a novel coral-reef assemblage","Toth, L. T.; Stathakopoulos, A.; Kuffner, I. B.; Ruzicka, R. R.; Colella, M. A.; Shinn, E. A.",2019,"ECOLOGY",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The urban matrix matters: Quantifying the effects of surrounding urban vegetation on natural habitat remnants in Santiago de Chile","Fernandez, Ignacio C.; Wu, Jianguo; Simonetti, Javier A.",2019,"LANDSCAPE AND URBAN PLANNING",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The use of species-area relationships to partition the effects of hunting and deforestation on bird extirpations in a fragmented landscape","Sreekar, Rachakonda; Huang, Guohualing; Zhao, Jiang-Bo; Pasion, Bonifacio O.; Yasuda, Mika; Zhang, Kai; Peabotuwage, Indika; Wang, Ximin; Quan, Rui-Chang; Slik, J. W. Ferry; Corlett, Richard T.; Goodale, Eben; Harrison, Rhett D.",2015,"DIVERSITY AND DISTRIBUTIONS",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The utility of distribution data in predicting phenology","Bishop, Tom R.; Botham, Marc S.; Fox, Richard; Leather, Simon R.; Chapman, Daniel S.; Oliver, Tom H.",2013,"METHODS IN ECOLOGY AND EVOLUTION",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"The well-being of nations: an empirical assessment of sustainable urbanization for Europe","Shaker, Richard Ross",2015,"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Top 100 research questions for biodiversity conservation in Southeast Asia","Coleman, J. L.; Ascher, J. S.; Bickford, D.; Buchori, D.; Cabanban, A.; Chisholm, R. A.; Chong, K. Y.; Christie, P.; Clements, G. R.; dela Cruz, T. E. E.; Dresslerh, W.; Edwards, D. P.; Francis, C. M.; Friess, D. A.; Giam, X.; Gibson, L.; Huang, D.; Hughes, A. C.; Jaafar, Z.; Jain, A.; Koh, L. P.; Kudavidanage, E. P.; Lee, B. P. Y. -H.; Lee, J.; Lee, T. M.; Leggett, M.; Leimona, B.; Linkie, M.; Luskin, M.; Lynam, A.; Meijaard, E.; Nijman, V.; Olsson, A.; Page, S.; Parolin, P.; Peh, K. S. -H.; Posa, M. R.; Prescott, G. W.; Rahman, af A.; Ramchunder, S. J.; Rao, M.; Reed, J.; Richards, D. R.; Slade, E. M.; Steinmetz, R.; Tan, P. Y.; Taylor, D.; Todd, P. A.; Vo, S. T.; Webb, E. L.; Ziegler, A. D.; Carrasco, L. R.",2019,"BIOLOGICAL CONSERVATION",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Top 40 questions in coupled human and natural systems (CHANS) research","Kramer, Daniel Boyd; Hartter, Joel; Boag, Angela E.; Jain, Meha; Stevens, Kara; Nicholas, Kimberly A.; McConnell, William J.; Liu, Jianguo",2017,"ECOLOGY AND SOCIETY",1,"R7",FALSE,"R7: Survey of what questions researchers think to be most important questions in ecosystem services / CHAN lit",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Topographic wetness index predicts the occurrence of bird species in floodplains","Besnard, A. G.; La Jeunesse, I.; Pays, O.; Secondi, J.",2013,"DIVERSITY AND DISTRIBUTIONS",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Toward an analytical framework for understanding complex social-ecological systems when conducting environmental impact assessments in South Africa","Bowd, Rebecca; Quinn, Nevil W.; Kotze, Donovan C.",2015,"ECOLOGY AND SOCIETY",1,"R1",FALSE,"R1: considering this framework a tool",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Toward an ecology of environmental education and learning","Tidball, Keith G.; Krasny, Marianne E.",2011,"ECOSPHERE",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Tradeoffs among ecosystem services in restored wetlands","Jessop, Jordan; Spyreas, Greg; Pociask, Geoffrey E.; Benson, Thomas J.; Ward, Michael P.; Kent, Angela D.; Matthews, Jeffrey W.",2015,"BIOLOGICAL CONSERVATION",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Trait-based community assembly of aquatic macrophytes along a water depth gradient in a freshwater lake","Fu, Hui; Zhong, Jiayou; Yuan, Guixiang; Xie, Ping; Guo, Longgen; Zhang, Xiaolin; Xu, Jun; Li, Zhongqianng; Li, Wei; Zhang, Meng; Cao, Te; Ni, Leyi",2014,"FRESHWATER BIOLOGY",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Transient dynamics reveal the importance of early life survival to the response of a tropical tree to harvest","Gaoue, Orou G.",2016,"JOURNAL OF APPLIED ECOLOGY",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Tree diversity, distribution, history and change in urban parks: studies in Bangalore, India","Nagendra, Harini; Gopal, Divya",2011,"URBAN ECOSYSTEMS",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Trophic links between functional groups of arable plants and beetles are stable at a national scale","Brooks, David R.; Storkey, Jonathan; Clark, Suzanne J.; Firbank, Les G.; Petit, Sandrine; Woiwod, Ian P.",2012,"JOURNAL OF ANIMAL ECOLOGY",1,"R13",FALSE,"R13: Functional groups and trophic interactions, but no ES. Might need to revisit.",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Turning delivery of ecosystem services into a deliverable of ecosystem restoration","Matzek, Virginia",2018,"RESTORATION ECOLOGY",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Twenty-five years of sagebrush steppe plant community development following seed addition","Hoelzle, Timothy B.; Jonas, Jayne L.; Paschke, Mark W.",2012,"JOURNAL OF APPLIED ECOLOGY",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Underplanting degraded exotic Pinus with indigenous conifers assists forest restoration","Forbes, Adam S.; Norton, David A.; Carswell, Fiona E.",2015,"ECOLOGICAL MANAGEMENT & RESTORATION",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Understanding citizen perceptions of the Eastern Hills of Bogota: a participatory place-based ecosystem service assessment","Robson, Eleanor; van Kerkhoff, Lorrae; Cork, Steven",2019,"URBAN ECOSYSTEMS",1,"R2",FALSE,"R2: attitudes survey study, main objective to identify services but not measure them",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Understanding Poverty in Cash-crop Agro-forestry Systems: Evidence from Ghana and Ethiopia","Hirons, M.; Robinson, E.; McDermott, C.; Morel, A.; Asare, R.; Boyd, E.; Gonfa, T.; Gole, T. W.; Malhi, Y.; Mason, J.; Norris, K.",2018,"ECOLOGICAL ECONOMICS",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Understanding the relationships between ecosystem services and poverty alleviation: A conceptual framework","Fisher, Janet A.; Patenaude, Genevieve; Giri, Kalpana; Lewis, Kristina; Meir, Patrick; Pinho, Patricia; Rounsevell, Mark D. A.; Williams, Mathew",2014,"ECOSYSTEM SERVICES",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Unifying the functional diversity in natural and cultivated soils using the overall body-mass distribution of nematodes","Mulder, Christian; Maas, Rob",2017,"BMC ECOLOGY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Unpaved roads disrupt the effect of herbivores and pollinators on the reproduction of a dominant shrub","Suarez-Esteban, Alberto; Delibes, Miguel; Fedriani, Jose M.",2014,"BASIC AND APPLIED ECOLOGY",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Urban domestic gardens (X): the extent & structure of the resource in five major cities","Loram, Alison; Tratalos, Jamie; Warren, Philip H.; Gaston, Kevin J.",2007,"LANDSCAPE ECOLOGY",1,"R11",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Urban ecology in a developing world: why advanced socioecological theory needs Africa","McHale, Melissa R.; Bunn, David N.; Pickett, Steward T. A.; Twine, Wayne",2013,"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
