Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,qnum,id,clean_answer,varnum,clean_answer_binned,abbr,Group,clean_group,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12drivers_qa_note
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,Q12,Q25.3_1,Management Practices,1,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,Q12,Q25.4_1,Service Provider (Q17),2,Service provider identity,Driver,Biotic,Biotic,HabCreate,Habitat creation and maintenance,goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,Q12,Q25.3_9,Management Practices,1,Management/restoration,Driver,Human,Human,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,Q12,Q25.4_9,Service Provider (Q17),2,Service provider identity,Driver,Biotic,Biotic,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Understanding the nursery habitat and provision service of a NTFP in a Colombian oak forest: A case of a nomadic vine,Luz Caleno-Ruiz,GLOBAL ECOLOGY AND CONSERVATION,2018,KCG,FALSE,final,Q12,Q25.4_13,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Roots are used to make baskets which are sold for income.,,
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,Q12,Q25.3_12,Land use change,1,Land use and land cover change,Driver,Human,Human,Food,Food and feed,,,
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,Q12,Q26,Forest type (dense; mixed; seasonal),2,Biotic characteristics of the plot,OtherDriver,Biotic,Biotic,Food,Food and feed,,,"Other driver missing, reviewed and corrected by CTW; Infilled ES from Driver where 'Other' specified"
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,Q12,Q25.3_15,Land use change,1,Land use and land cover change,Driver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",Marichal,EUROPEAN JOURNAL OF SOIL BIOLOGY,2017,NBD,FALSE,final,Q12,Q25.3_8,Management Practices,1,Management/restoration,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",Marichal,EUROPEAN JOURNAL OF SOIL BIOLOGY,2017,NBD,FALSE,final,Q12,Q25.4_8,Service Provider (Q17),2,Service provider identity,Driver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,Q12,Q25.3_1,Land use change,1,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,Q12,Q25.3_1,Management Practices,2,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,Q12,Q25.3_9,Land use change,1,Land use and land cover change,Driver,Human,Human,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,Q12,Q25.3_9,Management Practices,2,Management/restoration,Driver,Human,Human,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
Both rare and common species support ecosystem services in scavenger communities,Mateo-Tomas,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2017,JL,FALSE,final,Q12,Q25.4_10,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Can carbon credits fund riparian forest restoration?,Matzek,RESTORATION ECOLOGY,2015,TM,FALSE,final,Q12,Q25.3_4,Land use change,1,Land use and land cover change,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Can carbon credits fund riparian forest restoration?,Matzek,RESTORATION ECOLOGY,2015,TM,FALSE,final,Q12,Q25,Time since restoration,2,Management/restoration,OtherDriver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,Infilled ES from Driver where 'Other' specified
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,Q12,Q25.3_4,Land use change,1,Land use and land cover change,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,Q12,Q25.3_4,Management Practices,2,Management/restoration,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,McLaughlin,ECOLOGICAL APPLICATIONS,2013,TM,FALSE,final,Q12,Q25.3_6,Land use change,1,Land use and land cover change,Driver,Human,Human,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,Q12,Q25.3_3,Land use change,1,Land use and land cover change,Driver,Human,Human,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,Q12,Q25.3_4,Land use change,1,Land use and land cover change,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,Q12,Q25.3_16,Land use change,1,Land use and land cover change,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,Q12,Q25.3_12,Land use change,1,Land use and land cover change,Driver,Human,Human,Food,Food and feed,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,Q12,Q25.3_1,Land use change,1,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,Q12,Q25.3_9,Land use change,1,Land use and land cover change,Driver,Human,Human,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_7,Land use change,1,Land use and land cover change,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_7,Population growth,2,Population growth and density,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_7,Management Practices,3,Management/restoration,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q17,Slope,4,Topography and position,OtherDriver,Environmental,Environmental,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,Income,5,Characteristics of human population,OtherDriver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,education,6,Characteristics of human population,OtherDriver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,wealth,7,Characteristics of human population,OtherDriver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q26,Land cover,8,Habitat,OtherDriver,Biotic,Biotic,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_16,Land use change,1,Land use and land cover change,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_16,Population growth,2,Population growth and density,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_16,Management Practices,3,Management/restoration,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q17,Slope,4,Topography and position,OtherDriver,Environmental,Environmental,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,Income,5,Characteristics of human population,OtherDriver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,education,6,Characteristics of human population,OtherDriver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,wealth,7,Characteristics of human population,OtherDriver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q26,Land cover,8,Habitat,OtherDriver,Biotic,Biotic,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_12,Land use change,1,Land use and land cover change,Driver,Human,Human,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_12,Population growth,2,Population growth and density,Driver,Human,Human,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_12,Management Practices,3,Management/restoration,Driver,Human,Human,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q17,Slope,4,Topography and position,OtherDriver,Environmental,Environmental,Food,Food and feed,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,Income,5,Characteristics of human population,OtherDriver,Human,Human,Food,Food and feed,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,education,6,Characteristics of human population,OtherDriver,Human,Human,Food,Food and feed,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,wealth,7,Characteristics of human population,OtherDriver,Human,Human,Food,Food and feed,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q26,Land cover,8,Habitat,OtherDriver,Biotic,Biotic,Food,Food and feed,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_13,Land use change,1,Land use and land cover change,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_13,Population growth,2,Population growth and density,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_13,Management Practices,3,Management/restoration,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q17,Slope,4,Topography and position,OtherDriver,Environmental,Environmental,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,Income,5,Characteristics of human population,OtherDriver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,education,6,Characteristics of human population,OtherDriver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,wealth,7,Characteristics of human population,OtherDriver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q26,Land cover,8,Habitat,OtherDriver,Biotic,Biotic,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_2,Land use change,1,Land use and land cover change,Driver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_2,Population growth,2,Population growth and density,Driver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_2,Management Practices,3,Management/restoration,Driver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q17,Slope,4,Topography and position,OtherDriver,Environmental,Environmental,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,Income,5,Characteristics of human population,OtherDriver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,education,6,Characteristics of human population,OtherDriver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,wealth,7,Characteristics of human population,OtherDriver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q26,Land cover,8,Habitat,OtherDriver,Biotic,Biotic,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_8,Land use change,1,Land use and land cover change,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_8,Population growth,2,Population growth and density,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25.3_8,Management Practices,3,Management/restoration,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q17,Slope,4,Topography and position,OtherDriver,Environmental,Environmental,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,Income,5,Characteristics of human population,OtherDriver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,education,6,Characteristics of human population,OtherDriver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q25,wealth,7,Characteristics of human population,OtherDriver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Q12,Q26,Land cover,8,Habitat,OtherDriver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,Infilled ES from Driver where 'Other' specified
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,Q12,Q25.2_3,Climate,1,Climate,Driver,Environmental,Environmental,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,Q12,Q25.3_3,Land use change,2,Land use and land cover change,Driver,Human,Human,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
