Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,Q12_Response,varnum,Q12_Yclass,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12responses_qa_note
Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,Kuttner,ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,2014,NBD,FALSE,final,Broader habitat type,1,Proxy for ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,Kuttner,ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,2014,NBD,FALSE,final,Broader habitat type,1,Proxy for ES,HabCreate,Habitat creation and maintenance,,,
Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,Kuttner,ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,2014,NBD,FALSE,final,Broader habitat type,1,Proxy for ES,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
Do landscape patterns reflect ecosystem service provision? - A comparison between protected and unprotected areas throughout the Lake Neusiedl region,Kuttner,ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,2014,NBD,FALSE,final,Broader habitat type,1,Proxy for ES,MedGen,"Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes]",,,
From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,Le Clec'h,ECOSYSTEMS,2018,LD,FALSE,final,Soil carbon stocks,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,Le Clec'h,ECOSYSTEMS,2018,LD,FALSE,final,Vegetation carbon stocks,2,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,Le Clec'h,ECOSYSTEMS,2018,LD,FALSE,final,Soil chemical quality index,1,Proxy for ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,
From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,Le Clec'h,ECOSYSTEMS,2018,LD,FALSE,final,Rates of water infiltration into soil,1,Proxy for ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,Le Clec'h,ECOSYSTEMS,2018,LD,FALSE,final,Biodiversity index,1,Proxy for ES,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,Le Clec'h,ECOSYSTEMS,2018,LD,FALSE,final,pollinator richness,1,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,,,
Hydrological controls of fisheries production in a major Amazonian tributary,Leite Lima,ECOHYDROLOGY,2017,AK,FALSE,final,fish landings,1,,Food,Food and feed,,,
Seed-dispersal distributions by trumpeter hornbills in fragmented landscapes,Lenz,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2011,SDJ,FALSE,final,seed dispersal distribution,1,Proxy for ES,Pollination,Pollination and dispersal of seeds or other propagules,I chose yes for connectivity because the paper is about seed dispersal (via birds) across fragmented landscapes.,,
Spatially explicit quantification of the interactions among ecosystem services,Li,LANDSCAPE ECOLOGY,2017,AIS,FALSE,final,NPP,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Spatially explicit quantification of the interactions among ecosystem services,Li,LANDSCAPE ECOLOGY,2017,AIS,FALSE,final,water yield,1,ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Spatially explicit quantification of the interactions among ecosystem services,Li,LANDSCAPE ECOLOGY,2017,AIS,FALSE,final,soil conservation,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Liang,JOURNAL OF LAND USE SCIENCE,2017,LB,FALSE,final,Net primary production,1,,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Liang,JOURNAL OF LAND USE SCIENCE,2017,LB,FALSE,final,carbon sequestration,2,,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Liang,JOURNAL OF LAND USE SCIENCE,2017,LB,FALSE,final,net oxygen production,3,,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
An integrated ecosystem service assessment in an artificial desert oasis of northwestern China,Liang,JOURNAL OF LAND USE SCIENCE,2017,LB,FALSE,final,grain production,1,,Food,Food and feed,,,
Trait-based approaches for guiding the restoration of degraded agricultural landscapes in East Africa,Lohbeck,JOURNAL OF APPLIED ECOLOGY,2018,SDJ,FALSE,final,erosion,1,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]","in this paper ""ecosystem services"" only mentioned in the abstract and references. The paper is about ecosystem function as far as I can tell. Lots of measurements and modeling to assess causes of erosion and soil organic carbon. invasive species, vegetation cover, soil health",,
Trait-based approaches for guiding the restoration of degraded agricultural landscapes in East Africa,Lohbeck,JOURNAL OF APPLIED ECOLOGY,2018,SDJ,FALSE,final,soil organic carbon,2,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]","in this paper ""ecosystem services"" only mentioned in the abstract and references. The paper is about ecosystem function as far as I can tell. Lots of measurements and modeling to assess causes of erosion and soil organic carbon. invasive species, vegetation cover, soil health",,
Improving the application of vertebrate trait-based frameworks to the study of ecosystem services,Luck,JOURNAL OF ANIMAL ECOLOGY,2012,NBD,FALSE,final,Bird functional traits (related to foraging),1,Proxy for ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,bird traits as proxy for pest management,
Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,Luis Peri,JOURNAL FOR NATURE CONSERVATION,2016,LD,FALSE,final,soil carbon,1,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],considering grazing to produce services and this monitoring looks at its impact on functioning? Not sure if that makes sense,"Links several drivers and ES's; review of a data network that can be used as a tool, but also presents original results on these links",
Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,Luis Peri,JOURNAL FOR NATURE CONSERVATION,2016,LD,FALSE,final,soil water infiltration,1,Proxy for ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",considering grazing to produce services and this monitoring looks at its impact on functioning? Not sure if that makes sense,"Links several drivers and ES's; review of a data network that can be used as a tool, but also presents original results on these links",
Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,Luis Peri,JOURNAL FOR NATURE CONSERVATION,2016,LD,FALSE,final,Soil water retention,2,Proxy for ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",considering grazing to produce services and this monitoring looks at its impact on functioning? Not sure if that makes sense,"Links several drivers and ES's; review of a data network that can be used as a tool, but also presents original results on these links",
Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,Luis Peri,JOURNAL FOR NATURE CONSERVATION,2016,LD,FALSE,final,forest yield,1,ES,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",considering grazing to produce services and this monitoring looks at its impact on functioning? Not sure if that makes sense,"Links several drivers and ES's; review of a data network that can be used as a tool, but also presents original results on these links",
Biodiversity and ecological long-term plots in Southern Patagonia to support sustainable land management: The case of PEBANPA network,Luis Peri,JOURNAL FOR NATURE CONSERVATION,2016,LD,FALSE,final,soil erosion,1,"Proxy for ES,EF",SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",considering grazing to produce services and this monitoring looks at its impact on functioning? Not sure if that makes sense,"Links several drivers and ES's; review of a data network that can be used as a tool, but also presents original results on these links",
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,thermal regulation (roofs),1,Proxy for ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,carbon sequestration,2,Proxy for ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,aboveground production,1,Proxy for ES,HabCreate,Habitat creation and maintenance,goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,nutrient uptake,2,Proxy for ES,HabCreate,Habitat creation and maintenance,goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Green roof plant species diversity improves ecosystem multifunctionality,Lundholm,JOURNAL OF APPLIED ECOLOGY,2015,SDJ,FALSE,final,stormwater retention,1,Proxy for ES,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",goal of paper was to assess multifunctionality of single ESPs or different mixtures of ESPs,,
Understanding the nursery habitat and provision service of a NTFP in a Colombian oak forest: A case of a nomadic vine,Luz Caleno-Ruiz,GLOBAL ECOLOGY AND CONSERVATION,2018,KCG,FALSE,final,Number of roots,1,ES,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Roots are used to make baskets which are sold for income.,,
Understanding the nursery habitat and provision service of a NTFP in a Colombian oak forest: A case of a nomadic vine,Luz Caleno-Ruiz,GLOBAL ECOLOGY AND CONSERVATION,2018,KCG,FALSE,final,root length,2,ES,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",Roots are used to make baskets which are sold for income.,,
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,Crop revenue,1,ES,Food,Food and feed,,,
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,Tree species richness,1,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,evolutionary rarity,2,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest,Marcilio-Silva,CONSERVATION BIOLOGY,2018,CK,FALSE,final,index of rarity,3,EF,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",Marichal,EUROPEAN JOURNAL OF SOIL BIOLOGY,2017,NBD,FALSE,final,Earthworm physical properties,1,Proxy for ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Earthworm functional traits, landscape degradation and ecosystem services in the Brazilian Amazon deforestation arc",Marichal,EUROPEAN JOURNAL OF SOIL BIOLOGY,2017,NBD,FALSE,final,earthworm functional traits,2,Proxy for ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,water discharge,1,,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,water depth,2,,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,Plant species composition,1,ES,HabCreate,Habitat creation and maintenance,,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,seed deposition,2,ES,HabCreate,Habitat creation and maintenance,,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,number over tides,1,,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,total hours tidal submergence,2,,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,average rate of falling tide,3,,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK",Masselink,ECOLOGICAL ENGINEERING,2017,KCG,FALSE,final,maximum continuous period of tidal submergence,4,,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
Both rare and common species support ecosystem services in scavenger communities,Mateo-Tomas,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2017,JL,FALSE,final,carrion consumption rate,1,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Can carbon credits fund riparian forest restoration?,Matzek,RESTORATION ECOLOGY,2015,TM,FALSE,final,Carbon storage,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,soil carbon,1,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,soil nitrogen,2,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,CO2 efflux,3,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,N avaliability,4,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Incomplete recovery of ecosystem processes after two decades of riparian forest restoration,Matzek,RESTORATION ECOLOGY,2016,NBD,FALSE,final,nutrient use efficiency,5,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,effect of degradation and restoration on forest ES's,
Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,McLaughlin,ECOLOGICAL APPLICATIONS,2013,TM,FALSE,final,Hydrologic regime,1,EF,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,McLaughlin,ECOLOGICAL APPLICATIONS,2013,TM,FALSE,final,groundwater exchange,2,EF,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Realizing ecosystem services: wetland hydrologic function along a gradient of ecosystem condition,McLaughlin,ECOLOGICAL APPLICATIONS,2013,TM,FALSE,final,evapotranspiration,3,EF,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,coarse veg area x pollution removal rate,1,ES,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,fine veg area x pollution removal rate,2,ES,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,coarse veg area x avg.  sequestration rate,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,coarse veg area x avg.  storage rate,2,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,fine veg area x avg.  sequestration rate,3,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,soil area x carbon density,4,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,recreation (public access,1,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,actual use),2,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,community garden,1,ES,Food,Food and feed,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,cooling by vegetation,1,ES,HabCreate,Habitat creation and maintenance,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,ecological priority areas,2,ES,HabCreate,Habitat creation and maintenance,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,connectivity,3,ES,HabCreate,Habitat creation and maintenance,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,shape,4,ES,HabCreate,Habitat creation and maintenance,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,size,5,ES,HabCreate,Habitat creation and maintenance,used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land,McPhearson,ECOSYSTEM SERVICES,2013,IS,FALSE,final,runoff mitigation,1,ES,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",used table 2 for question 12 classification of ecosystem services and tables A1 and A2 for positive direction indicators,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Standing water quality,1,ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,Running water quality,2,ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,moose hunting,1,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,outdoor rec,2,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,summer cottages,3,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,horseback riding,4,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,cross country skiing,5,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,biodiversity appreciation,6,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,cattle,1,ES,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,pigs,2,ES,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,sheep,3,ES,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,wheat,4,ES,Food,Food and feed,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,forest products,1,ES,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,pollination,1,ES,Pollination,Pollination and dispersal of seeds or other propagules,This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,N retention,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,
Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?,Meacham,ECOLOGY AND SOCIETY,2016,CK,FALSE,final,P retention,2,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",This paper looks at ES bundles,,
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,photosynthesis (gas exchange,1,Proxy for ES,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,fluorescence),2,Proxy for ES,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
