filename,owner,createdTime,modifiedTime,records,rank,EBIOReviewer,Number,Timestamp,email,final_name,Title,meta,review,no_efes,valrisk,tool,biodiv,comments,Yes,No,empty,tally,AuthorsFull,FirstAuthor,in_meetscriteria,exclude,flag_NO,flag_NA,flag_Q8,flag_paper
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,763,2019-11-30T13:31:53Z,,Moving beyond the human-nature dichotomy through biocultural approaches: including ecological well-being in resilience indicators,Moving beyond the human-nature dichotomy through biocultural approaches: including ecological well-being in resilience indicators,No,Yes,Yes,No,No,,,2,3,0,5,"Caillon, Sophie; Cullman, Georgina; Verschuuren, Bas; Sterling, Eleanor J.",Caillon,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1610,2019-12-19T11:18:04Z,,Moving in three dimensions: effects of structural complexity on occurrence and activity of insectivorous bats in managed forest stands,Moving in three dimensions: effects of structural complexity on occurrence and activity of insectivorous bats in managed forest stands,No,No,No,No,No,Yes,,1,5,0,6,"Jung, Kirsten; Kaiser, Sonja; Boehm, Stefan; Nieschulze, Jens; Kalko, Elisabeth K. V.",Jung,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,748,2019-11-29T18:18:36Z,,Moving Towards a New Urban Systems Science,Moving Towards a New Urban Systems Science,No,Yes,Yes,No,No,,Ideas paper on state of urban systems ecology,2,3,0,5,"Groffman, Peter M.; Cadenasso, Mary L.; Cavender-Bares, Jeannine; Childers, Daniel L.; Grimm, Nancy B.; Grove, J. Morgan; Hobbie, Sarah E.; Hutyra, Lucy R.; Darrel Jenerette, G.; McPhearson, Timon; Pataki, Diane E.; Pickett, Steward T. A.; Pouyat, Richard V.; Rosi-Marshall, Emma; Ruddell, Benjamin L.",Groffman,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1619,2019-12-24T08:09:07Z,,Multiple anthropogenic stressors and the structural properties of food webs,Multiple anthropogenic stressors and the structural properties of food webs,No,No,Yes,,,,,1,2,2,3,"O'Gorman, Eoin J.; Fitch, Jayne E.; Crowe, Tasman P.",O'Gorman,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,405,2020-01-04T20:12:23Z,,"Multiple conservation criteria, discursive conflicts and stakeholder preferences in the era of ecological modernization","Multiple conservation criteria, discursive conflicts and stakeholder preferences in the era of ecological modernization",No,No,Yes,No,No,No,not readable,1,5,0,6,"Troumbis, Andreas Y.; Vasios, Georgios K.; Hatziantoniou, Maria N.",Troumbis,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1273,2019-12-30T23:11:02Z,,Multiple dimensions of bat biodiversity along an extensive tropical elevational gradient,Multiple dimensions of bat biodiversity along an extensive tropical elevational gradient,No,No,Yes,No,No,No,,1,5,0,6,"Cisneros, Laura M.; Burgio, Kevin R.; Dreiss, Lindsay M.; Klingbeil, Brian T.; Patterson, Bruce D.; Presley, Steven J.; Willig, Michael R.",Cisneros,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Sierra,327,2019-11-27T13:22:10Z,sije2140@colorado.edu,Native seed trade of herbaceous species for restoration: a European policy perspective with global implications,Native seed trade of herbaceous species for restoration: a European policy perspective with global implications,No,No,Yes,No,No,,policy and standards for seed sector. no EF/ES measured,1,4,0,5,"Abbandonato, Holly; Pedrini, Simone; Pritchard, Hugh W.; De Vitis, Marcello; Bonomi, Costantino",Abbandonato,0,TRUE,FALSE,FALSE,TRUE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Nick,1800,2019-12-02T09:51:34Z,nidr7164@colorado.edu,Natural enemy diversity reduces temporal variability in wasp but not bee parasitism,Natural enemy diversity reduces temporal variability in wasp but not bee parasitism,No,No,No,No,No,Yes,,1,5,0,6,"Veddeler, Dorthe; Tylianakis, Jason; Tscharntke, Teja; Klein, Alexandra-Maria",Veddeler,1,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Travis,1144,2020-01-20T14:45:46Z,,Natural habitat does not mediate vertebrate seed predation as an ecosystem dis-service to agriculture,Natural habitat does not mediate vertebrate seed predation as an ecosystem dis-service to agriculture,No,No,Yes,No,No,No,,1,5,0,6,"Schaeckermann, Jessica; Mandelik, Yael; Weiss, Noam; von Wehrden, Henrik; Klein, Alexandra-Maria",Schaeckermann,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,757,2019-11-30T12:12:19Z,,Nature conservation and ecological restoration in a changing climate: what are we aiming for?,Nature conservation and ecological restoration in a changing climate: what are we aiming for?,No,Yes,Yes,No,No,,Ideas paper on incorporating ES into conservation / restoration goals,2,3,0,5,"Prober, Suzanne M.; Williams, Kristen J.; Broadhurst, Linda M.; Doerr, Veronica A. J.",Prober,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1861,2019-12-13T12:13:07Z,,Negative Off-Site Impacts of Ecological Restoration: Understanding and Addressing the Conflict,Negative Off-Site Impacts of Ecological Restoration: Understanding and Addressing the Conflict,No,Yes,Yes,Yes,No,No,,3,3,0,6,"Buckley, Mark C.; Crone, Elizabeth E.",Buckley,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Travis,1169,2020-01-20T16:01:53Z,,"Neonicotinoid insecticide travels through a soil food chain, disrupting biological control of non-target pests and decreasing soya bean yield","Neonicotinoid insecticide travels through a soil food chain, disrupting biological control of non-target pests and decreasing soya bean yield",No,No,Yes,No,No,No,,1,5,0,6,"Douglas, Margaret R.; Rohr, Jason R.; Tooker, John F.",Douglas,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1068,2019-12-01T14:46:03Z,trmc6753@colorado.edu,New perspectives on an iconic landscape from comparative international long-term ecological research,New perspectives on an iconic landscape from comparative international long-term ecological research,No,Yes,Yes,No,No,,,2,3,0,5,"Gaiser, Evelyn E.; Anderson, Elizabeth P.; Castaneda-Moya, Edward; Collado-Vides, Ligia; Fourqurean, James W.; Heithaus, Michael R.; Jaffe, Rudolf; Lagomasino, David; Oehm, Nicholas J.; Price, Rene M.; Rivera-Monroy, Victor H.; Chowdhury, Rinku Roy; Troxler, Tiffany G.",Gaiser,1,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1244,2019-12-30T21:03:42Z,,New York City's oyster gardeners: Memories and meanings as motivations for volunteer environmental stewardship,New York City's oyster gardeners: Memories and meanings as motivations for volunteer environmental stewardship,No,No,Yes,No,No,No,interview-based study,1,5,0,6,"Krasny, Marianne E.; Crestol, Sarah R.; Tidball, Keith G.; Stedman, Richard C.",Krasny,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,958,2020-01-21T18:00:44Z,,Niche partitioning in a sympatric cryptic species complex,Niche partitioning in a sympatric cryptic species complex,No,No,Yes,No,No,No,,1,5,0,6,"Scriven, Jessica J.; Whitehorn, Penelope R.; Goulson, Dave; Tinsley, Matthew. C.",Scriven,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,213,2019-12-18T19:22:28Z,,No net loss for people and biodiversity,No net loss for people and biodiversity,No,No,Yes,No,No,No,,1,5,0,6,"Griffiths, Victoria F.; Bull, Joseph W.; Baker, Julia; Milner-Gulland, E. J.",Griffiths,2,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,978,2020-01-21T18:26:50Z,,Non-market food provisioning services via homegardens and communal sharing in satoyama socio-ecological production landscapes on Japan's Noto peninsula,Non-market food provisioning services via homegardens and communal sharing in satoyama socio-ecological production landscapes on Japan's Noto peninsula,No,No,Yes,No,No,No,,1,5,0,6,"Kamiyama, Chiho; Hashimoto, Shizuka; Kohsaka, Ryo; Saito, Osamu",Kamiyama,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1119,2019-12-09T12:34:01Z,trmc6753@colorado.edu,Notes from the field: Lessons learned from using ecosystem service approaches to inform real-world decisions,Notes from the field: Lessons learned from using ecosystem service approaches to inform real-world decisions,No,Yes,Yes,No,No,,,2,3,0,5,"Ruckelshaus, Mary; McKenzie, Emily; Tallis, Heather; Guerry, Anne; Daily, Gretchen; Kareiva, Peter; Polasky, Stephen; Ricketts, Taylor; Bhagabati, Nirmal; Wood, Spencer A.; Bernhardt, Joanna",Ruckelshaus,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1276,2019-12-30T23:18:19Z,,Novel ecosystems and the emergence of cultural ecosystem services,Novel ecosystems and the emergence of cultural ecosystem services,No,No,Yes,No,No,No,,1,5,0,6,"Collier, Marcus J.",Collier,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1547,2019-12-16T14:24:43Z,,Nursery-propagated plants from seed: a novel tool to improve the effectiveness and sustainability of seagrass restoration,Nursery-propagated plants from seed: a novel tool to improve the effectiveness and sustainability of seagrass restoration,No,No,Yes,,,,,1,2,2,3,"Balestri, Elena; Lardicci, Claudio",Balestri,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,58,2020-01-22T21:29:10Z,,Obligate groundwater crustaceans mediate biofilm interactions in a subsurface food web,Obligate groundwater crustaceans mediate biofilm interactions in a subsurface food web,No,No,Yes,No,No,Yes,,2,4,0,6,"Weitowitz, Damiano C.; Robertson, Anne L.; Bloomfield, John P.; Maurice, Louise; Reiss, Julia",Weitowitz,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1621,2019-12-24T08:13:42Z,,Old manor parks as potential habitats for forest flora in agricultural landscapes of Estonia,Old manor parks as potential habitats for forest flora in agricultural landscapes of Estonia,No,No,No,No,No,Yes,,1,5,0,6,"Liira, Jaan; Lohmus, Kertu; Tuisk, Epp",Liira,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1452,2019-12-28T15:56:58Z,,On the hope for biodiversity-friendly tropical landscapes,On the hope for biodiversity-friendly tropical landscapes,No,No,Yes,No,No,No,,1,5,0,6,"Melo, Felipe P. L.; Arroyo-Rodriguez, Victor; Fahrig, Lenore; Martinez-Ramos, Miguel; Tabarelli, Marcelo",Melo,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,981,2020-01-21T18:30:35Z,,On-farm habitat restoration counters biotic homogenization in intensively managed agriculture,On-farm habitat restoration counters biotic homogenization in intensively managed agriculture,No,No,Yes,No,No,No,,1,5,0,6,"Ponisio, Lauren C.; M'Gonigle, Leithen K.; Kremen, Claire",Ponisio,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Kathryn,1026,2020-01-21T20:48:03Z,,Operationalizing ecosystem-based adaptation: harnessing ecosystem services to buffer communities against climate change,Operationalizing ecosystem-based adaptation: harnessing ecosystem services to buffer communities against climate change,No,Yes,No,No,No,No,,1,5,0,6,"Wamsler, Christine; Niven, Lisa; Beery, Thomas H.; Bramryd, Torleif; Ekelund, Nils; Jonsson, K. Ingemar; Osmani, Adelina; Palo, Thomas; Stalhammar, Sanna",Wamsler,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1194,2019-12-02T13:19:08Z,,Operationalizing the integrated landscape approach in practice,Operationalizing the integrated landscape approach in practice,No,Yes,Yes,No,No,,cool idea! They review the variety and vagueness of the term 'landscape',2,3,0,5,"Freeman, Olivia E.; Duguma, Lalisa A.; Minang, Peter A.",Freeman,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1660,2019-12-03T08:44:10Z,,Opportunities and Challenges for Ecological Restoration within REDD+,Opportunities and Challenges for Ecological Restoration within REDD+,No,Yes,Yes,No,Yes,,,3,2,0,5,"Alexander, Sasha; Nelson, Cara R.; Aronson, James; Lamb, David; Cliquet, An; Erwin, Kevin L.; Finlayson, C. Max; de Groot, Rudolf S.; Harris, Jim A.; Higgs, Eric S.; Hobbs, Richard J.; Lewis, Roy R. Robin, III; Martinez, Dennis; Murcia, Carolina",Alexander,0,TRUE,FALSE,FALSE,TRUE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1112,2019-12-09T11:34:08Z,trmc6753@colorado.edu,Optimization of supplementary feeding programs for European vultures depends on environmental and management factors,Optimization of supplementary feeding programs for European vultures depends on environmental and management factors,No,No,Yes,No,No,,,1,4,0,5,"Moreno-Opo, Ruben; Trujillano, Ana; Margalida, Antoni",Moreno-Opo,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,47,2020-01-22T21:11:20Z,,Palm community transects and soil properties in western Amazonia,Palm community transects and soil properties in western Amazonia,No,No,No,No,No,Yes,"This paper's goal is to measure species richness and abundance, but they also measure soil nutrients as co-variates.",1,5,0,6,"Balslev, Henrik; Kristiansen, Soren M.; Muscarella, Robert",Balslev,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1728,2020-01-18T14:08:53Z,,"Panarchy Rules: Rethinking Resilience of Agroecosystems, Evidence from Dutch Dairy-Farming","Panarchy Rules: Rethinking Resilience of Agroecosystems, Evidence from Dutch Dairy-Farming",No,No,Yes,No,No,No,,1,5,0,6,"van Apeldoorn, Dirk F.; Kok, Kasper; Sonneveld, Marthijn P. W.; Veldkamp, Tom (A)",van Apeldoorn,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1483,2019-12-29T16:16:38Z,,Participatory development of a new interactive tool for capturing social and ecological dynamism in conservation prioritization,Participatory development of a new interactive tool for capturing social and ecological dynamism in conservation prioritization,No,No,Yes,No,Yes,No,,2,4,0,6,"Pert, Petina L.; Lieske, Scott N.; Hill, Rosemary",Pert,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Sierra,408,2020-01-05T20:43:18Z,,Participatory multi-criteria decision aid: Operationalizing an integrated assessment of ecosystem services,Participatory multi-criteria decision aid: Operationalizing an integrated assessment of ecosystem services,No,No,Yes,No,No,No,participatory decision making,1,5,0,6,"Langemeyer, Johannes; Palomo, Ignacio; Baraibar, Sergio; Gomez-Baggethun, Erik",Langemeyer,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Tim,1722,2020-01-18T13:45:18Z,,Participatory Scenario Planning for Protected Areas Management under the Ecosystem Services Framework: the Donana Social-Ecological System in Southwestern Spain,Participatory Scenario Planning for Protected Areas Management under the Ecosystem Services Framework: the Donana Social-Ecological System in Southwestern Spain,No,Yes,Yes,No,Yes,No,,3,3,0,6,"Palomo, Ignacio; Martin-Lopez, Berta; Lopez-Santiago, Cesar; Montes, Carlos",Palomo,2,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1214,2019-12-03T09:07:50Z,,Participatory scenario planning in place-based social-ecological research: insights and experiences from 23 case studies,Participatory scenario planning in place-based social-ecological research: insights and experiences from 23 case studies,Yes,No,No,No,No,,meta-analysis of participatory scenario planning,1,4,0,5,"Oteros-Rozas, Elisa; Martin-Lopez, Berta; Daw, Tim M.; Bohensky, Erin L.; Butler, James R. A.; Hill, Rosemary; Martin-Ortega, Julia; Quinlan, Allyson; Ravera, Federica; Ruiz-Mallen, Isabel; Thyresson, Matilda; Mistry, Jayalaxshmi; Palomo, Ignacio; Peterson, Garry D.; Plieninger, Tobias; Waylen, Kerry A.; Beach, Dylan M.; Bohnet, Iris C.; Hamann, Maike; Hanspach, Jan; Hubacek, Klaus; Lavorel, Sandra; Vilardy, Sandra P.",Oteros-Rozas,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Nick,1882,2019-12-13T12:28:20Z,,Pattern and divergence of tree communities in Taipei's main urban green spaces,Pattern and divergence of tree communities in Taipei's main urban green spaces,No,No,No,No,No,Yes,,1,5,0,6,"Jim, C. Y.; Chen, Wendy Y.",Jim,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Anna,1220,2019-12-30T13:18:04Z,,"Patterns of livestock activity on heterogeneous subalpine pastures reveal distinct responses to spatial autocorrelation, environment and management","Patterns of livestock activity on heterogeneous subalpine pastures reveal distinct responses to spatial autocorrelation, environment and management",No,No,Yes,No,No,No,,1,5,0,6,"Homburger, Hermel; Luscher, Andreas; Scherer-Lorenzen, Michael; Schneider, Manuel K.",Homburger,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Aislyn,176,2019-11-26T13:42:44Z,,Patterns of rangeland productivity and land ownership: Implications for conservation and management,Patterns of rangeland productivity and land ownership: Implications for conservation and management,No,No,Yes,No,No,No,"a little unclear to me if this should be included, I lean towards no - they look at range land productivity and ownership",1,5,0,6,"Robinson, Nathaniel P.; Allred, Brady W.; Naugle, David E.; Jones, Matthew O.",Robinson,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,78,2020-01-22T22:08:40Z,,"Perimeter-area ratio effects of urbanization intensity on forest characteristics, landscape patterns and their associations in Harbin City, Northeast China","Perimeter-area ratio effects of urbanization intensity on forest characteristics, landscape patterns and their associations in Harbin City, Northeast China",No,No,Yes,,,,,1,2,2,3,"Lv, Hailiang; Yang, Yanbo; Zhang, Dan; Du, Hongju; Zhang, Jianyu; Wang, Wenjie; He, Xingyuan",Lv,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1603,2019-12-19T11:06:06Z,,"Perspectives on wild and hatchery salmon interactions at sea, potential climate effects on Japanese chum salmon, and the need for sustainable salmon fishery management reform in Japan","Perspectives on wild and hatchery salmon interactions at sea, potential climate effects on Japanese chum salmon, and the need for sustainable salmon fishery management reform in Japan",No,Yes,,,,,,1,1,3,2,"Kaeriyama, Masahide; Seo, Hyunju; Kudo, Hideaki; Nagata, Mitsuhiro",Kaeriyama,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,485,2019-12-03T09:41:28Z,,Photovoice for mobilizing insights on human well-being in complex social-ecological systems: case studies from Kenya and South Africa,Photovoice for mobilizing insights on human well-being in complex social-ecological systems: case studies from Kenya and South Africa,No,No,Yes,No,No,,Focuses on perceptions of ES,1,4,0,5,"Masterson, Vanessa A.; Mahajan, Shauna L.; Tengo, Maria",Masterson,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Grant,1581,2019-12-16T15:56:07Z,,Phylogenetic and functional characteristics of household yard floras and their changes along an urbanization gradient,Phylogenetic and functional characteristics of household yard floras and their changes along an urbanization gradient,No,No,No,No,No,Yes,,1,5,0,6,"Knapp, Sonja; Dinsmore, Lucy; Fissore, Cinzia; Hobbie, Sarah E.; Jakobsdottir, Ina; Kattge, Jens; King, Jennifer Y.; Klotz, Stefan; McFadden, Joseph P.; Cavender-Bares, Jeannine",Knapp,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Julie,863,2020-01-15T07:15:20Z,,Phylogenetic ecology and the greening of cities,Phylogenetic ecology and the greening of cities,No,Yes,Yes,No,No,No,,2,4,0,6,"MacIvor, James S.; Cadotte, Marc W.; Livingstone, Stuart W.; Lundholm, Jeremy T.; Yasui, Simone-Louise E.",MacIvor,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,66,2020-01-22T21:52:38Z,,Physiological consequences of rising water salinity for a declining freshwater turtle,Physiological consequences of rising water salinity for a declining freshwater turtle,No,No,Yes,,,,,1,2,2,3,"Agha, Mickey; Yanagitsuru, Yuzo R.; Fangue, Nann A.; Nowakowski, A. Justin; Kojima, Laura V.; Cech, Joseph J., Jr.; Riley, Melissa K.; Freeman, Janna; Cocherell, Dennis E.; Todd, Brian D.",Agha,0,TRUE,FALSE,TRUE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Claire,121,2020-01-22T23:41:37Z,,"Plant Community Composition and Biodiversity Patterns in Urban Parks of Portland, Oregon","Plant Community Composition and Biodiversity Patterns in Urban Parks of Portland, Oregon",No,No,Yes,No,No,Yes,,2,4,0,6,"Talal, Michelle L.; Santelmann, Mary V.",Talal,0,TRUE,FALSE,FALSE,FALSE,FALSE
Exclusion Criteria for Kremen Review Framework (Responses),kagr3234@colorado.edu,2019-12-11T00:01:35Z,2019-12-11T00:01:37Z,179,4,Travis,1085,2019-12-09T09:45:22Z,trmc6753@colorado.edu,"Plant functional traits as a promising tool for the ecological restoration of degraded tropical metal-rich habitats and revegetation of metal-rich bare soils: A case study in copper vegetation of Katanga, DRC","Plant functional traits as a promising tool for the ecological restoration of degraded tropical metal-rich habitats and revegetation of metal-rich bare soils: A case study in copper vegetation of Katanga, DRC",No,No,Yes,No,No,,,1,4,0,5,"Ilunga, Edouard Ilunga Wa; Mahy, Gregory; Piqueray, Julien; Seleck, Maxime; Shutcha, Mylor Ngoy; Meerts, Pierre; Faucon, Michel-Pierre",Ilunga,0,TRUE,FALSE,FALSE,TRUE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Isabel,513,2020-01-16T19:44:51Z,,Plant life in campo rupestre: New lessons from an ancient biodiversity hotspot,Plant life in campo rupestre: New lessons from an ancient biodiversity hotspot,No,No,Yes,No,No,No,special issue synthesis,1,5,0,6,"Morellato, L. Patricia C.; Silveira, Fernando A. O.",Morellato,0,TRUE,FALSE,FALSE,FALSE,FALSE
Abstract Review_Exclusion Criteria for Kremen Review Framework (Responses),ledee@umn.edu,2019-12-03T01:00:33Z,2020-01-24T05:37:38Z,1913,1,Laurel,1365,2019-11-29T13:22:56Z,,Plant species richness and abundance in residential yards across a tropical watershed: implications for urban sustainability,Plant species richness and abundance in residential yards across a tropical watershed: implications for urban sustainability,No,No,Yes,No,No,,,1,4,0,5,"Vila-Ruiz, Cristina P.; Melendez-Ackerman, Elvia; Santiago-Bartolomei, Raul; Garcia-Montiel, Diana; Lastra, Lourdes; Figuerola, Cielo E.; Fumero-Caban, Jose",Vila-Ruiz,0,TRUE,FALSE,FALSE,TRUE,FALSE
