assess_date,exclude,doublerev,ResponseId,Init,Title,GenInfo,SurveyNotes,KremenNotes,KT_None,Response,KT_ESPs,Driver_Bio,flag_otherBio,OtherDriver_Bio,ESP_type,KT_Community_structure,flag_KTstructure,flag_structure_explanation,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-18,Keep,TRUE,R_3LbSt2N43iIH1zr,TK,"Pronounced species turnover, but no functional equivalence in leaf consumption of invasive amphipods in the river Rhine",,,,0,leaf consumption,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Jourdan,BIOLOGICAL INVASIONS,2016,"A growing body of literature focuses on the adverse effects of biological invasions, e.g., on the decline of indigenous biodiversity, while studies on the consequences of invasions on components of ecosystem functioning are comparatively rare. Owing to their leaf shredding activity, amphipods play a fundamental role in determining energy flow dynamics in Central European freshwater ecosystems, but whether the dramatic change in species composition after the invasion of Ponto-Caspian taxa affects this process has not been addressed in a comprehensive study. In a laboratory experiment we determined consumption rates of three leaf types (Alnus glutinosa, Betula pendula, Quercus robur) from common riparian arboreal vegetation in the Rhine drainage-one of the most heavily invaded river systems worldwide-by the most common native (Gammarus fossarum, G. pulex, G. roeselii) and invasive amphipods (Dikerogammarus villosus, Echinogammarus ischnus). Leaf-shredding activity was significantly lower in invasive than in native amphipods across leaf types, and a subsequent analysis ruled out an effect of different metabolic rates as an explanation. Another experiment was motivated by the observation that native amphipods are nowadays restricted to smaller tributaries to the Rhine, while invasive taxa are dominant in the main channel. As leaf litter shredding may be more important in headwaters than in lower parts of streams, we sought for a signature of within-species variation in the feeding ecology of amphipods and thus compared two different populations of G. pulex, but found very similar leaf consumption rates in upstream and downstream populations, suggesting that food preferences in amphipods could be species-specific with little potential for microevolution or environmentally induced plasticity. In conclusion, the rapid replacement of native amphipod species in the Rhine drainage likely affects vital ecosystem services, with the potential to change the aquatic food web (e.g., through reduced shredding activity and hence, reduced resource availability for particle-feeding detritivores), unless other taxonomic groups compensate for those functional alterations."
2020-04-18,Keep,TRUE,R_3fIDczi0LW49SOG,AIS,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,,,,0,"AGB,timber volume, total carbon stock,net nitrogen mineralization absorbed to ionic resins,soil nitrogen stock, soil respiration rate,commercially harvested fungi richness,aesthetic value,recreation value",0,Other,FALSE,"pathogen attack, browsing of trees by livestock and deer",,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Cantarello,ECOLOGY AND EVOLUTION,2017,"Resilience is increasingly being considered as a new paradigm of forest management among scientists, practitioners, and policymakers. However, metrics of resilience to environmental change are lacking. Faced with novel disturbances, forests may be able to sustain existing ecosystem services and biodiversity by exhibiting resilience, or alternatively these attributes may undergo either a linear or nonlinear decline. Here we provide a novel quantitative approach for assessing forest resilience that focuses on three components of resilience, namely resistance, recovery, and net change, using a spatially explicit model of forest dynamics. Under the pulse set scenarios, we explored the resilience of nine ecosystem services and four biodiversity measures following a one-off disturbance applied to an increasing percentage of forest area. Under the pulse+press set scenarios, the six disturbance intensities explored during the pulse set were followed by a continuous disturbance. We detected thresholds in net change under pulse+press scenarios for the majority of the ecosystem services and biodiversity measures, which started to decline sharply when disturbance affected >40% of the landscape. Thresholds in net change were not observed under the pulse scenarios, with the exception of timber volume and ground flora species richness. Thresholds were most pronounced for aboveground biomass, timber volume with respect to the ecosystem services, and ectomycorrhizal fungi and ground flora species richness with respect to the biodiversity measures. Synthesis and applications. The approach presented here illustrates how the multidimensionality of stability research in ecology can be addressed and how forest resilience can be estimated in practice. Managers should adopt specific management actions to support each of the three components of resilience separately, as these may respond differently to disturbance. In addition, management interventions aiming to deliver resilience should incorporate an assessment of both pulse and press disturbances to ensure detection of threshold responses to disturbance, so that appropriate management interventions can be identified."
2020-04-18,Keep,TRUE,R_1IY3pEd9cOw8s1h,AK,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,,,,0,"total carbon stock,commercially harvested fungi richness,timber volume,aesthetic value,recreation value",1,,FALSE,,"Across species  [e.g. community structure, diversity]",1,FALSE,,Cantarello,ECOLOGY AND EVOLUTION,2017,"Resilience is increasingly being considered as a new paradigm of forest management among scientists, practitioners, and policymakers. However, metrics of resilience to environmental change are lacking. Faced with novel disturbances, forests may be able to sustain existing ecosystem services and biodiversity by exhibiting resilience, or alternatively these attributes may undergo either a linear or nonlinear decline. Here we provide a novel quantitative approach for assessing forest resilience that focuses on three components of resilience, namely resistance, recovery, and net change, using a spatially explicit model of forest dynamics. Under the pulse set scenarios, we explored the resilience of nine ecosystem services and four biodiversity measures following a one-off disturbance applied to an increasing percentage of forest area. Under the pulse+press set scenarios, the six disturbance intensities explored during the pulse set were followed by a continuous disturbance. We detected thresholds in net change under pulse+press scenarios for the majority of the ecosystem services and biodiversity measures, which started to decline sharply when disturbance affected >40% of the landscape. Thresholds in net change were not observed under the pulse scenarios, with the exception of timber volume and ground flora species richness. Thresholds were most pronounced for aboveground biomass, timber volume with respect to the ecosystem services, and ectomycorrhizal fungi and ground flora species richness with respect to the biodiversity measures. Synthesis and applications. The approach presented here illustrates how the multidimensionality of stability research in ecology can be addressed and how forest resilience can be estimated in practice. Managers should adopt specific management actions to support each of the three components of resilience separately, as these may respond differently to disturbance. In addition, management interventions aiming to deliver resilience should incorporate an assessment of both pulse and press disturbances to ensure detection of threshold responses to disturbance, so that appropriate management interventions can be identified."
2020-04-18,Keep,FALSE,R_2TuBy5tXKJVuiUF,GV,Regional Conditions and Land-Use Alter the Potential Contribution of Soil Arthropods to Ecosystem Services in Grasslands,,,"Looked across multiple soil arthropod species, but also quantified stable isotopes to group them into primary consumers (true detritivores) or secondary consumers, making it clearer that they were ESPs for decomposition.",0,Abundance of detritivorous soil arthropods,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Birkhofer,FRONTIERS IN ECOLOGY AND EVOLUTION,2016,"We investigated the impact of regional conditions and land-use intensity on eight selected arthropod taxa of Maeostigmata (Parasitidae), Oribatida (three species), Collembola (one species), Chilopoda (two species), and Diplopoda (one species) sampled in differently managed permanent grasslands of three German study regions. By jointly analyzing changes in abundance and trophic behavior (measured as natural variation in N-15/N-14 and C-13/C-12 ratios) we intended to develop a framework for evaluating the impact of local and regional conditions on the ecosystem services delivered by soil animals (mainly decomposition- and predation-related services). The investigated taxa could be assorted to three major groups: (1) numerical response only, (2) numerical and trophic response and (3) trophic response only. Since the combination of taxa assembled in the individual groups does not correspond to any of the conventional soil ecological classification systems, this grouping offers a new approach for analyzing soil communities. The complementing consideration of both the direction of the numerical response and the type of the trophic response (change of the basal food source vs. trophic level shift vs. variations in isotopic niches) provided a differential insight into the effect of management and geographic differences on soil arthropods. It could be shown that the effect of land-use on the abundance of detritivorous microarthropods varies among regions, but does not induce any changes in feeding behavior. Our findings on Parasitidae indicate that carnivorous microarthropods exert substantial predation pressure on soil mesofauna and may be quite resistant to environmental changes due to high trophic flexibility. If conditions are favorable, centipedes may reach comparatively high densities in permanent grasslands and could be very important for controlling belowground pests. Concerning millipedes, isotopic signatures suggest that some species could exert a substantial disservice by feeding on roots over a wide range of land-use intensities and regional conditions. We conclude that the many consistent and significant effects found in our study support our contention that the combined analysis of numerical and trophic responses provides a promising framework for designing spatially explicit models that quantify the impact of human interventions on the delivery of ecosystem services by the soil fauna."
2020-04-18,Keep,FALSE,R_2dfEqBYNQBvo6Kt,SDJ,Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,CORSET model is described with an implementation in Meso-American marine waters with two scenarios,"the model incorporates bits of each of the drivers (hurricanes, nutrification, sedimentation, without emphasis on specific drivers of those forces).",the end goal is biomass and cover for the various functional groups in the coral system,0,"biomass, cover",1,,FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Melbourne-Thomas,ECOLOGICAL APPLICATIONS,2011,"The worldwide decline of coral reefs threatens the livelihoods of coastal communities and puts at risk valuable ecosystem services provided by reefs. There is a pressing need for robust predictions of potential futures of coral reef and associated human systems under alternative management scenarios. Understanding and predicting the dynamics of coral reef systems at regional scales of tens to hundreds of kilometers is imperative, because reef systems are connected by physical and socioeconomic processes across regions and often across international boundaries. We present a spatially explicit regional-scale model of ecological dynamics for a general coral reef system. In designing our model as a tool for decision support, we gave precedence to portability and accessibility; the model can be parameterized for dissimilar coral reef systems in different parts of the world, and the model components and outputs are understandable for nonexperts. The model simulates local-scale dynamics, which are coupled across regions through larval connectivity between reefs. We validate our model using an instantiation for the Meso-American Reef system. The model realistically captures local and regional ecological dynamics and responds to external forcings in the form of harvesting, pollution, and physical damage (e.g., hurricanes, coral bleaching) to produce trajectories that largely fall within limits observed in the real system. Moreover, the model demonstrates behaviors that have relevance for management considerations. In particular, differences in larval supply between reef localities drive spatial variability in modeled reef community structure. Reef tracts for which recruitment is low are more vulnerable to natural disturbance and synergistic effects of anthropogenic stressors. Our approach provides a framework for projecting the likelihood of different reef futures at local to regional scales, with important applications for the management of complex coral reef systems."
2020-04-18,Keep,FALSE,R_2aYaSFHaviT0jdb,LB,Response of Ants and Their Seed Removal in Rehabilitation Areas and Forests at El Cerrejon Coal Mine in Colombia,,,,0,seed removal,1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Dominguez-Haydar,RESTORATION ECOLOGY,2011,"Open-pit coal mining causes strong negative impacts on biodiversity because this activity completely removes thick layers of soil. Focusing on ants as functional agents responding to mine site rehabilitation has proven useful in improving restoration practices. This study sought to evaluate the success of the 20-year-old ecological rehabilitation program at El Cerrejon, one of the world's largest open-pit coal mining operation located in a vulnerable dry tropical forest region of Colombia. This study compared ant assemblages in 13 sites classified along a gradient of rehabilitation sites aged 0-14 years, as well as in three forest reference areas. Two sampling methods (pitfall traps and visual search) were conducted during three sampling periods. Seed removal by ants was also quantified at seven of the 13 sites using seed bait from native plants. Eighty-two ant species, belonging to 29 genera, were found. The highest number of ant species were found inside the forests. Ant species richness increased with rehabilitation age of sites, along with higher canopy cover and milder soil temperature. Rehabilitation actions enhancing these ecological factors might, therefore, favor the presence of wild fauna such as ants. The oldest area (14 years) was the most similar to the forests, both in terms of functional ant groups (guilds) and dominant species. Seed movement was highest in the 14-year-old restored area and was similar to that of the forests, suggesting that this ecological function has been partially restored and that the movement of seed dispersal agents across the landscape would be enhanced."
2020-04-18,Keep,FALSE,R_1QaoAiXNrrXyPUS,CW,Restoration increases bee abundance and richness but not pollination in remnant and post-agricultural woodlands,,"Restoration (thinning) has positive effect on bee richness, abundance and diversity, and floral cover; land use history has no effect for those; pollinators allowed has positive effect on fruit and seed set, restoration and land use history has no effect; authors reference ""pollination services"" but I think reference the y-variables more as EFs, not proxies for ES. Paper doesn't make full linkage quantitatively from EF to ES.","Includes table for different bee species that indicate each treatment type, but by my view that's more showing association and not connecting multiple ESPs to ES provisioning",0,"Floral cover,Seed set,Fruit set,Richness,Simpsons diversity",1,Service Provider (Q17),FALSE,,"Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Breland,ECOSPHERE,2018,"Human land use, including agriculture, is a leading contributor to declining biodiversity world-wide and can leave long- lasting legacies on ecosystems after cessation. Ecological restoration is an approach to mitigate these impacts. However, little is known about how animal communities and plant-animal interactions respond to the combined effects of land-use legacies and restoration. We investigated how restoration and agricultural history affect bee (Hymenoptera: Apoidea: Anthophila) communities and pollination function. In 27 paired remnant (no history of agriculture) and post-agricultural longleaf pine (Pinus palustris Mill.) woodlands, we established 4-10 1-ha plots (126 total) and experimentally restored half of them, while the other half were left as unrestored controls. Restoration was accomplished through canopy thinning which reinstates open savanna-like conditions. We collected bees in each plot using a combination of bowl trapping and standardized netting transects. Thinning increased bee abundance by 169% and bee richness by 110%, but agricultural land use had no effect on these variables. Bee community composition was affected by restoration and was marginally affected by agricultural history. To measure pollination function, we conducted a sentinel plant experiment in which potted black mustard (Brassica nigra L.) plants were placed out in a subset of these sites (n = 10) and either bagged to exclude pollinators or left open for pollinator access. Then, we measured fruit and seed set of sentinel plants to compare pollination function among the restoration and land-use history treatments. Seed set and fruit set of sentinel plants were higher in open than bagged plants, indicating that this model system effectively measured pollination, but we found no differences in pollination based on restoration or agricultural history. These results indicate that although pollinator communities may show clear responses to restoration that are largely independent of prior land-use impacts, this does not necessarily translate into differences in pollination function after restoration."
2020-04-18,Keep,FALSE,R_3NWd3QmEMj1LFsb,JL,Riparian buffer strips: Their role in the conservation of insect pollinators in intensive grassland systems,"Observational because collected data at agricultural sites with pre-existing riparian management sites (no fence, fenced narrow strip, fenced wide strip) ","There were positive effects of management (fenced vs non-fenced riparian zones, wide vs narrow buffer riparian zones) on butterfly and bee ESPs; this could not be captured in the ES table because the direction of effect (+ or -) is not clear with categorical explanatory variables.",,0,"pollinator abundance, pollinator richness, pollinator diversity, pollinator evenness",1,Other,FALSE,"Area of flowers, Floral plant species richness","Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Cole,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2015,"There is growing concern that the global decline of insect pollinators will adversely influence the stability of pollination in agricultural and terrestrial ecosystems. By enhancing habitat heterogeneity and ecological connectivity, riparian buffer strips have the potential to promote insect pollinators in intensively managed landscapes. Insect pollinators and flowering plants were investigated on a range of riparian margins, and their adjacent grassland fields, to determine the main physical and botanical attributes driving pollinator diversity. Irrespective of whether they were fenced or not, riparian margins had richer plant assemblages and supported more pollinators than grassland fields. While the erection of fences did not enhance the richness or diversity of flowers, fenced riparian buffer strips supported more even and diverse assemblages of bumblebees and a greater number of butterflies than unfenced riparian margins. More bumblebees and butterflies were recorded in wide buffer strips (i.e. over 5 m wide) than in unfenced margins or narrow buffer strips (i.e. <= 3.5 m wide) and butterfly assemblages in wide buffer strips were richer and more diverse. There was a strong positive relationship between floral resources and the abundance, richness and diversity of bumblebee and butterfly assemblages. Pollinators only foraged on a small number of the flower species present and impacts of fencing and buffer strip width could not solely be attributed to the area and/or species richness of flowers. Fenced riparian buffer strips, particularly when over 5 m wide, have the potential to provide resources for insect pollinators in intensively grazed systems. Management to enhance floristic diversity (to provide a more continuous supply of pollen and nectar) and tussock forming grasses (to provide shelter for pollinators and nesting locations for bumblebees) could further increase their value to insect pollinators. In grassland systems, restricted grazing is easier to implement than mowing. It is, however, important that grazing management does not unduly interfere with other ecosystem services derived from riparian buffer strips (e.g. diffuse pollution mitigation). Widespread fencing of watercourses at the catchment level could result in the simplification of these inherently dynamic and complex habitats. Buffer strips should therefore be strategically placed to optimise benefits such as ecological connectivity and diffuse pollution mitigation. (C) 2015 Elsevier B.V. All rights reserved."
2020-04-18,Keep,FALSE,R_xfGKvyEFJqhjDIR,IS,Seascape architecture - incorporating ecological considerations in design of coastal and marine infrastructure,,"the authors didn't really use ES/EF language, especially to frame their response variables, but they do talk about how species richness and biodiversity contributes to sea wall stability",looked at all organisms that contribute to biogenic layer that protects seawalls from erosion and contributes to lasting integrity,0,"species richness, shannon diversity",1,,FALSE,,"Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Perkol-Finkel,ECOLOGICAL ENGINEERING,2018,"With nearly 60% of the human population concentrated around the coastlines, alongside growing threats from sea level rise and increased storminess, accelerated coastal development is inevitable. As most marine flora and fauna reside in coastal areas, anthropogenic changes to coastlines are a key reason for loss of coastal habitats, and associated ecosystem services. While coastal infrastructure such as seawalls or breakwaters add significant amounts of hard substrate for marine organisms, they do not support similar species assemblages to those of natural habitats. This is mainly due to design features related to steep slopes, low structural complexity, and high homogeneity, all of which are rarely found in natural habitats. This study provides an example for seascape architecture of coastal structures using ecologically sensitive designs and concrete technologies that enhance the structures' biological and ecological value while contributing to structural integrity. Four 1.5 mx0.8 m seawall panels made of bio-enhancing concrete with high structural complexity were deployed in an active marina (Herzliya, Israel). The panels, spanned from the Mean High Higher Water (MHHW) down to the sublittoral zone, were surveyed 2, 7, 12, 18 and 22 months post deployment using 0.3 x 0.3 m quadrats in both intertidal and sublittoral zones of each panel. Bio-enhanced panels were compared to fixed control quadrats comprised of scraped sections of the original concrete marina seawall. Results demonstrated the effectiveness of applying ecological considerations for biological and ecological enhancement of active infrastructure. All community parameters examined (live cover, richness, biodiversity) were significantly higher on bio-enhanced panels compared to controls. Moreover, mobile invertebrates and resident fish species were clearly enhanced through design aspects (holes and crevices) of the bio-enhanced panels. The study provides an example of an emerging approach of assimilating ecological considerations into the design and construction of working waterfronts and active coastal infrastructure, thus reducing their ecological footprint without compromising their operational performance. (C) 2017 Elsevier B.V. All rights reserved."
2020-04-18,Keep,FALSE,R_2qa54DZKDXSFqR5,AIS,Seasonal complementary in pollinators of soft-fruit crops,,,,0,"pollinator abbundance,fruit quality, fruit weight",1,"Service Provider (Q17),Other",FALSE,"honeybees near farm, number of bumblebee colonies used per year, wild flower strips planted, field margins left unmowed","Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Ellis,BASIC AND APPLIED ECOLOGY,2017,"Understanding the relative contributions of wild and managed pollinators, and the functional contributions made by a diverse pollinator community, is essential to the maintenance of yields in the 75% of our crops that benefit from insect pollination. We describe a field study and pollinator exclusion experiments conducted on two soft-fruit crops in a system with both wild and managed pollinators. We test whether fruit quality and quantity is limited by pollination, and whether different pollinating insects respond differently to varying weather conditions. Both strawberries and raspberries produced fewer marketable fruits when insects were excluded, demonstrating dependence on insect pollinators. Raspberries had a short flowering season which coincided with peak abundance of bees, and attracted many bees per flower. In contrast, strawberries had a much longer flowering season and appeared to be much less attractive to pollinators, so that ensuring adequate pollination is likely to be more challenging. The proportion of high-quality strawberries was positively related to pollinator abundance, suggesting that yield was limited by inadequate pollination on some farms. The relative abundance of different pollinator taxa visiting strawberries changed markedly through the season, demonstrating seasonal complementarity. Insect visitors responded differently to changing weather conditions suggesting that diversity can reduce the risk of pollination service shortfalls. For example, flies visited the crop flowers in poor weather and at the end of the flowering season when other pollinators were scarce, and so may provide a unique functional contribution. Understanding how differences between pollinator groups can enhance pollination services to crops strengthens the case for multiple species management. We provide evidence for the link between increased diversity and function in real crop systems, highlighting the risks of replacing all pollinators with managed alternatives. (C) 2016 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved."
2020-04-18,Keep,TRUE,R_1CKCAHQtZDm3n6y,AIS,Seeing the light: urban stream restoration affects stream metabolism and nitrate uptake via changes in canopy cover,,,,0,"GPP, ER,nitrate  spiraling rates",0,,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Reisinger,ECOLOGICAL APPLICATIONS,2019,"The continually increasing global population residing in urban landscapes impacts numerous ecosystem functions and services provided by urban streams. Urban stream restoration is often employed to offset these impacts and conserve or enhance the various functions and services these streams provide. Despite the assumption that ""if you build it, [the function] will come,"" current understanding of the effects of urban stream restoration on stream ecosystem functions are based on short term studies that may not capture variation in restoration effectiveness over time. We quantified the impact of stream restoration on nutrient and energy dynamics of urban streams by studying 10 urban stream reaches (five restored, five unrestored) in the Baltimore, Maryland, USA, region over a two-year period. We measured gross primary production (GPP) and ecosystem respiration (ER) at the whole-stream scale continuously throughout the study and nitrate (NO3--N) spiraling rates seasonally (spring, summer, autumn) across all reaches. There was no significant restoration effect on NO3--N spiraling across reaches. However, there was a significant canopy cover effect on NO3--N spiraling, and directly comparing paired sets of unrestored-restored reaches showed that restoration does affect NO3--N spiraling after accounting for other environmental variation. Furthermore, there was a change in GPP : ER seasonality, with restored and open-canopied reaches exhibiting higher GPP : ER during summer. The restoration effect, though, appears contingent upon altered canopy cover, which is likely to be a temporary effect of restoration and is a driver of multiple ecosystem services, e.g., habitat, riparian nutrient processing. Our results suggest that decision-making about stream restoration, including evaluations of nutrient benefits, clearly needs to consider spatial and temporal dynamics of canopy cover and trade-offs among multiple ecosystem services."
2020-04-18,Keep,TRUE,R_vxI3KdgnI625Mgp,AK,Seeing the light: urban stream restoration affects stream metabolism and nitrate uptake via changes in canopy cover,,"Said mixed for a lot of the relationships because the paper didn't specify the type of relationship, only said that it was affected ","They didn't really consider individual ESPs, just the GPP of the species in aggregation (without considering structure or diversity)",0,"gross primary production,nitrate spiraling rates",0,Other,FALSE,Canopy cover,,0,FALSE,,Reisinger,ECOLOGICAL APPLICATIONS,2019,"The continually increasing global population residing in urban landscapes impacts numerous ecosystem functions and services provided by urban streams. Urban stream restoration is often employed to offset these impacts and conserve or enhance the various functions and services these streams provide. Despite the assumption that ""if you build it, [the function] will come,"" current understanding of the effects of urban stream restoration on stream ecosystem functions are based on short term studies that may not capture variation in restoration effectiveness over time. We quantified the impact of stream restoration on nutrient and energy dynamics of urban streams by studying 10 urban stream reaches (five restored, five unrestored) in the Baltimore, Maryland, USA, region over a two-year period. We measured gross primary production (GPP) and ecosystem respiration (ER) at the whole-stream scale continuously throughout the study and nitrate (NO3--N) spiraling rates seasonally (spring, summer, autumn) across all reaches. There was no significant restoration effect on NO3--N spiraling across reaches. However, there was a significant canopy cover effect on NO3--N spiraling, and directly comparing paired sets of unrestored-restored reaches showed that restoration does affect NO3--N spiraling after accounting for other environmental variation. Furthermore, there was a change in GPP : ER seasonality, with restored and open-canopied reaches exhibiting higher GPP : ER during summer. The restoration effect, though, appears contingent upon altered canopy cover, which is likely to be a temporary effect of restoration and is a driver of multiple ecosystem services, e.g., habitat, riparian nutrient processing. Our results suggest that decision-making about stream restoration, including evaluations of nutrient benefits, clearly needs to consider spatial and temporal dynamics of canopy cover and trade-offs among multiple ecosystem services."
2020-04-18,Keep,FALSE,R_2ZUdRbkK9CTfiWt,IS,Shadow conservation and the persistence of sacred church forests in northern Ethiopia,,"This paper doesn't directly scale EF to ES; however they do evaluate the states of sacred forests (in terms of change in forest area, abundance of native and non-native taxa, amount of disturbance) but I put these under 'maintenance of options' though these would better go under a cultural category, as the paper states that these sacred forests ""These forests provide varied ecosystem services including material provisions (timber and non-timber forest products), non-material services (spiritual and cultural value), and support services (pollination, erosion control) (Assessment 2005, Bhagwat 2009)."" We may want to re-assess this paper to see if we want to keep it",just looked at abundance of native and non-native taxa in sacred forests,0,"change in forest area,abundance of native and non-native taxa, amount of disturbance",1,,FALSE,,"Across species  [e.g. community structure, diversity]",0,TRUE,Not checked; ESP type or keywords suggest structure,Cardelus,BIOTROPICA,2017,"Land-use change threatens biodiversity and ecosystem function worldwide. These changes have impacts on weather patterns, carbon storage, biodiversity, and other ecosystem services from regional to local scales. Only 8 percent of tropical forests are formally recognized as conservation areas, however globally, there is a network of sites that are protected because they are sacred and as a result act as shadow' conservation for biodiversity. Unlike other types of protected sites (e.g., national parks), these sites are seats of religious ritual that anchor a community's cultural identity, while also conserving biological diversity and other ecosystem services. We studied the extent and status of sacred forests in northern Ethiopia, which are threatened because of their small size (similar to 5ha) and isolation, increasing their exposure to edge effects and human pressures. Using historical and modern imagery, we found that over the last 50yr, sacred forests have increased in area, but decreased in crown closure. We also found that forest ecological status, via ground-level investigation, had high mean human disturbance (e.g., trails, plantations, exotic planting; 37%); and that forests close to markets (e.g., cities) increased in area due to planting of Eucalyptus (exotic), indicating a potential threat to their persistence and value as shelters of the church."
2020-04-18,Keep,FALSE,R_3rSPnJEarRAZZy3,KCG,Soil and vegetation recovery following alien tree clearing in the Eastern Cape Province of South Africa,Paired forest plots at different time stamps of acacia clearign,,,0,"soil moisture, Soil water repellency, soil pH, total N, total C, total exchangeable cations",0,,FALSE,,,1,TRUE,Structure checked; ESP type and driver keywords do NOT suggest structure,Ndou,AFRICAN JOURNAL OF ECOLOGY,2016,"The impact of alien tree clearing on soil and vegetation recovery remains largely understudied. This study focused on changes in soil and vegetation properties following Acacia removal. The aim was to quantify the long-term consequences of alien clearing. Paired cleared (old 15 years; medium - 11 years; recent - 6 years) and uncleared sites were selected along the Palmiet catchment in Eastern Cape Province, South Africa. Various soil physico- chemical properties (soil moisture, pH, P, N, C, K, Na, Ca, Mg and soil repellency) and vegetation diversity measures were studied on 10 m 9 10 m plots. Results indicate that measured soil nutrients are significantly (P < 0.05) lower in cleared than in uncleared sites. However, comparisons among cleared sites alone indicate that soil properties are recovering with older cleared sites having higher (P < 0.05) nutrients than recent cleared sites. Soils in uncleared sites are more repellent than soil in cleared sites. Vegetation recovery in cleared sites was taking place with older cleared sites having higher native species diversity than recently cleared site. We conclude that the removal of alien plants could have caused a reduction in soil nutrients. However, as native vegetation recovers on cleared sites, soil nutrients are gradually improving."
2020-04-18,Keep,TRUE,R_1rcDzM4YxztMLHz,JL,Soil microbial restoration strategies for promoting climate-ready prairie ecosystems,,,This is borderline multiple ESP species / across species... they tested 1 focal species versus a mix of 3 species.,0,"soil microbial extracellular enzyme activity, soil microbial composition, soil microbial metabolics, soil water content, soil pH, soil organic matter, soil phosphorous, soil carbon, soil N",1,Service Provider (Q17),FALSE,,"Multiple ESP species [e.g., multiple focal ESP species]",0,TRUE,Not checked; ESP type or keywords suggest structure,Docherty,ECOLOGICAL APPLICATIONS,2019,"Tractable practices for soil microbial restoration in tallgrass prairies reclaimed from agriculture are a critical gap in traditional ecological restoration. Long-term fertilization and tilling permanently alter soil bacterial and fungal communities, requiring microbe-targeted restoration methods to improve belowground ecosystem services and carbon storage in newly restored prairies. These techniques are particularly important when restoring for climate-ready ecosystems, adapted to altered temperature regimes. To approach these issues, we conducted a multi-factorial greenhouse experiment to test the effects of plant species richness, soil amendment and elevated temperature on soil microbial diversity, growth, and function. Treatments consisted of three seedlings of one plant species (Andropogon gerardii) or one seedling each of three plant species (A. gerardii, Echinacea pallida, Coreopsis lanceolata). Soil amendments included cellulose addition, inoculation with a microbial community collected from an undisturbed remnant prairie, and a control. We assessed microbial communities using extracellular enzyme assays, Illumina sequencing of the bacterial 16S rRNA gene, predicted bacterial metabolic pathways from sequence data and phospholipid fatty acid analysis (PLFA), which includes both bacterial and fungal lipid abundances. Our results indicate that addition of cellulose selects for slow-growing bacterial taxa (Verruconticrobia) and fungi at ambient temperature. However, at elevated temperature, selection for slow-growing bacterial taxa is enhanced, while selection for fungi is lost, indicating temperature sensitivity among fungi. Cellulose addition was a more effective means of altering soil community composition than addition of microbial communities harvested from a remnant prairie. Soil water content was typically higher in the A. gerardii treatment alone, regardless of temperature, but at ambient temperature only, predicted metagenomics pathways for bacterial carbon metabolism were more abundant with A. gerardii. In summary, these results from a mesocosm test case indicate that adding cellulose to newly restored soil and increasing the abundance of C-4 grasses, such as A. gerardii, can select for microbial communities adapted for slow growth and carbon storage. Further testing is required to determine if these approaches yield the same results in a field-level experiment."
