assess_date,newcase,doublerev,ResponseId,Init,Title,GenInfo,MethodsNotes,Observational,Experimental,Model_Data_Simulation,Social_survey_Interview,Other,Ecosystem,MultiScale,TimeTrends,FirstAuthor,SourcePublication,PublicationYear,Abstract
2020-04-29,FALSE,FALSE,R_2PcUXMbaKuzIQfZ,LD,Landscape structure influences bee community and coffee pollination at different spatial scales,"Pollinator exclusion experiments were performed in all 15 of them, while we collected floral visitors on 10",,,1,,,,"Terrestrial,Agricultural/Rural",Yes,No,Saturni,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,"Although several studies have shown that the presence of bees results in increased crop yields, the mechanisms that determine pollination service across different spatial scales are still largely unknown. Here, we evaluated the influence of landscape structure over bee community composition and coffee (Coffea arabica) pollination. Our study was undertaken in one of the most important coffee-producing regions of Brazil, and comprised nine landscapes of sun coffee plantations surrounded by different amounts of Atlantic Forest remnants. Using floral exclusion experiments we evaluated fruit set in 15 coffee shrubs per landscape. We also sampled the bees visiting coffee flowers. Our analyses were made at two landscape scales, with 1 and 2 km radii, and one shrub scale, with 300 m radius around each coffee shrub. We collected 241 bee individuals and identified a total of 22 species. The honeybee Apis mellifera (Apini) was the most abundant flower visitor followed by Trigona spinipes (Meliponini). Native bee abundance, richness and diversity were positively affected by forest cover at the shrub scale. Honeybee abundance, on the other hand, was negatively affected by forest cover at the shrub scale. The presence of bees resulted in an increase in coffee fruit set of 28%. A. mellifera abundance positively affected fruit set across spatial scales, while the composition of the native bee community affected fruit set differently at the landscape scales than at the shrub scale. Our work shows that bee pollination services are affected by landscape structure at different spatial scales. These findings can be used in conservation and agricultural planning to maximize crop production while safeguarding biodiversity and the provision of pollination services. (C) 2016 Elsevier B.V. All rights reserved."
2020-04-29,TRUE,FALSE,R_1cYrpTbL6vXss8W,SDJ,Landscape structure influences urban vegetation vertical structure,assessment of vegetation vertical structure in urban systems and the drivers of vertical structure heterogeneity in Brisbane at two spatial scales,LiDAR and previously measured/observed explanatory variables,1,,,,1,Urban,No,No,Mitchell,JOURNAL OF APPLIED ECOLOGY,2016,"1. Vegetation vertical structure is important for biodiversity and ecosystem service provision. In cities, however, while variation in the spatial extent and distribution of vegetation has been widely investigated, vertical vegetation structure and its potential drivers have not. Understanding how vegetation vertical structure varies across cities and identifying the potential drivers of this variation will improve the management of urban vegetation for biodiversity and ecosystem services. 2. We used light detection and ranging (LiDAR) data to quantify the vertical structure of vegetation across Brisbane, Australia, at 1-km(2) and 1-ha spatial scales and investigated how this structure varied in response to biophysical, socioeconomic, urban form and landscape structure variables. 3. Using model selection techniques, we found that landscape structure variables related to tree cover (tree cover extent and spatial configuration) best explained the vegetation vertical structure at both spatial scales. Biophysical and urban form variables were also important, but only in combination with landscape structure. 4. Mean vegetation vertical complexity, foliage projective cover and canopy height at a site all decreased as the treed proportion of the surrounding urban landscape decreased. In general, these vertical structure variables also increased where patches of vegetation were clustered together spatially. 5. Synthesis and applications. Using light detection and ranging (LiDAR) data and model selection techniques, we show that the extent and vertical structure of urban vegetation are not independent and that reduced extent and increased fragmentation of urban vegetation are associated with simplification of its vertical structure. If common, this relationship means that managing urban vegetation for biodiversity and ecosystem services should not focus solely on the amount of tree cover or green space present across cities, but also on identifying where interventions to improve vegetation vertical complexity are required. Our study provides important insights into where these locations may be in cities."
2020-04-29,FALSE,FALSE,R_XU5tRLURPTloTzH,CW,Large frugivorous birds facilitate functional connectivity of fragmented landscapes,"Monitored flight pathways of frugivores to track seed dispersal across different habitat types using remote sensing data (for habitat types) and male bird daytime migrations using GPS (mist netted bird, banded with GPS units to record location every 15min), downloaded GPS data via VHF receivers. Study in South Africa. Tracked 30 birds (9 in breeding season, 21 in non-breeding season) for 543 days ",,1,,,,,Terrestrial,Yes,Yes,Mueller,JOURNAL OF APPLIED ECOLOGY,2014,"Quantifying ecosystem functions in spatially explicit ways is important for management decisions in increasingly fragmented landscapes. Between-patch dispersal of seeds by frugivores constitutes a key ecosystem function to ensure connectivity for fleshy-fruited plants. However, to date, methodological hurdles have limited our understanding of dispersal pathways on the landscape scale. We made use of newly available tracking devices and combined movement data of 30 trumpeter hornbills Bycanistes bucinator with gut passage times and high-resolution habitat data in a fragmented forest landscape in South Africa. We identified each potential seed dispersal path and distinguished whether potential seed transport happened to a different forest patch (between-patch dispersal), within the same patch (within-patch dispersal) or into the habitat matrix (failed dispersal). To quantify functional landscape connectivity, we identified all possible between-patch connections and used graph networks to estimate landscape connectivity provided by hornbills. Although potential between-patch dispersal events were rare (on average 7% compared to 20% failed dispersal and 73% within-patch dispersal), hornbills could cover distances of up to 15km. Hornbills visited over 100 forest patches and connected a habitat network with an extent of about 50km, which increased the potential functional connectivity of the landscape more than twofold. We identified habitat patches that were critical stepping stones for seed dispersal pathways. Without these stepping stones, the network would likely disintegrate into separated components and lead to isolation of forest fragments. Synthesis and applications. We showed that large frugivorous birds can greatly improve functional connectivity for fleshy-fruited plants across broad scales, linking habitat patches in fragmented forest landscapes. Combining high-resolution movement and landscape data in graph networks allows identifying seed dispersal pathways and critical stepping stones in fragmented landscapes. This approach addresses the general challenge of spatially explicit mapping of ecosystem services and can be widely incorporated in reserve design and landscape-level conservation planning."
2020-04-29,TRUE,FALSE,R_116ALiPdfWkZyqZ,CK,Lessons from visualising the landscape and habitat implications of tree decline-and its remediation through tree planting-in Australia's grazing landscapes,,,1,,1,,,"Terrestrial,Agricultural/Rural",No,Yes,Sherren,LANDSCAPE AND URBAN PLANNING,2011,"Tree decline has been documented in farming and grazing landscapes around the world, with negative consequences for biodiversity and important ecosystem services. We have used solution-oriented transdisciplinary research to understand the possible consequences of scattered tree decline in Australia's temperate grazing landscapes, and explore appropriate management and policy responses. Here, we document the scenario modelling process that culminated our stakeholder engagement. We simulated tree decline and its consequences for landscape aesthetics and biodiversity, using photo-realistic visualisations based on photographs identified as significant by graziers, and empirically derived habitat relationships for a series of birds and bats. The results foreshadow dramatic visual and ecological impacts for the region. We also modelled the aesthetic and habitat impacts of fully costed remediation scenarios, including widespread scattered tree planting and densely seeding poor paddocks under temporary stock exclusion. The visualisations revealed to the research team that: (1) dense seeding has a more lasting impact for scattered trees than scattered planting; (2) the benefits of any kind of planting is short-lived if accompanied by conventional grazing practices; and (3) grazed woodlands are most at risk. The graziers to whom we presented our scenarios in the last of our stakeholder workshops responded well to both kinds of visualisations, but it was clear that the experience also extracted a cost. We reflect here on our methods and outcomes, and draw out lessons from our work for other studies of this kind. (C) 2011 Elsevier B.V. All rights reserved."
2020-04-29,TRUE,FALSE,R_3r31WJ3iAdCuzSy,TK,Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,,,1,,1,,,"Terrestrial,Agricultural/Rural",Yes,Yes,Zhao,LANDSCAPE ECOLOGY,2017,"Wind erosion is a widespread environmental problem in the world's arid landscapes, which threatens the sustainability of ecosystem services in these regions. We investigated how wind erosion and key ecosystem services changed concurrently and what major biophysical and socioeconomic factors were responsible for these changes in a dryland area of China. Based on remote sensing data, field measurements, and modeling, we quantified the spatiotemporal patterns of both wind erosion and four key ecosystem services (soil conservation, crop production, meat production, and carbon storage) in the Mu Us Sandy Land in northern China during 2000-2013. Linear regression was used to explore possible relationships between wind erosion and ecosystem services. From 2000 to 2013, wind erosion decreased by as much as 60% and the four ecosystem services all increased substantially. These trends were attributable to vegetation recovery due mainly to government-aided ecological restoration projects and, to a lesser degree, slightly increasing precipitation and decreasing wind speed during the second half of the study period. The maximum soil loss dropped an order of magnitude when vegetation cover increased from 10% to 30%, halved again when vegetation increased from 30 to 40%, and showed little change when vegetation increased beyond 60%. Our study indicates that vegetation cover has nonlinear and threshold effects on wind erosion through constraining the maximum soil loss, which further affects dryland ecosystem services. These findings have important implications for ecological restoration and ecosystem management in dryland landscapes in China and beyond."
2020-04-29,TRUE,FALSE,R_eOKpUdG4poM32WR,AIS,Low tolerance of New Caledonian secondary forest species to savanna fires,,,1,,1,,,Terrestrial,No,No,Ibanez,JOURNAL OF VEGETATION SCIENCE,2013,"Questions How do early secondary successional forest species that grow in savannas differ in their tolerance to surface fires? What are the consequences of these fire tolerances for savannaforest dynamics and landscape management? Location Anthropogenic savannas in the New Caledonian biodiversity hotspot (SW Pacific). Methods We estimated the range of fire intensity in New Caledonian savannas using field survey of fuels and the BehavePlus fire behaviour model. Within the predicted range of fire line intensity, we assessed theoretical fire injury to the cambium and crown for 11 species: the dominant tree of New Caledonian savannas (Melaleuca quinquenervia) and early secondary successional forest species. Using empirical models, for each species we estimated cambium damage from depth of necrosis (as a function of fire line intensity and fire residence time) and bark thickness, and crown damage from scorch height (as a function of fire line intensity) and tree height. We compared bark thickness and tree height increment patterns among species as well as species potential fire tolerance. Results The 11 species had very contrasting capacity to avoid fire injury to the bole cambium due to differences in bark investment patterns, but were all very exposed to scorching and crown injury. Overall, most of sampled individuals are likely top-killed by low intensity fires (<1000 kW.m-1), which are frequent according to our simulations. Conclusions The early secondary successional forest species growing in New Caledonian savannas are poorly adapted to fire, in comparison with literature on worldwide trees in savannas. As a result, their juveniles are unlikely to reach adult size in fire-prone areas. Restoration using the most fire-tolerant species and fire prevention may be complementary strategies to manage such tropical landscapes in order to conserve biodiversity and ecosystem services."
2020-04-29,FALSE,FALSE,R_2dSh4Sqg9aHnvaS,AIS,Machine learning for ecosystem services,machine learning methods with two case studies (Italy and South Africa),,1,,1,,,Terrestrial,No,No,Willcock,ECOSYSTEM SERVICES,2018,"Recent developments in machine learning have expanded data-driven modelling (DDM) capabilities, allowing artificial intelligence to infer the behaviour of a system by computing and exploiting correlations between observed variables within it. Machine learning algorithms may enable the use of increasingly available 'big data' and assist applying ecosystem service models across scales, analysing and predicting the flows of these services to disaggregated beneficiaries. We use the Weka and ARIES software to produce two examples of DDM: firewood use in South Africa and biodiversity value in Sicily, respectively. Our South African example demonstrates that DDM (64-91% accuracy) can identify the areas where firewood use is within the top quartile with comparable accuracy as conventional modelling techniques (54-77% accuracy). The Sicilian example highlights how DDM can be made more accessible to decision makers, who show both capacity and willingness to engage with uncertainty information. Uncertainty estimates, produced as part of the DDM process, allow decision makers to determine what level of uncertainty is acceptable to them and to use their own expertise for potentially contentious decisions. We conclude that DDM has a clear role to play when modelling ecosystem services, helping produce interdisciplinary models and holistic solutions to complex socio-ecological issues. (C) 2018 The Authors. Published by Elsevier B.V."
2020-04-29,TRUE,TRUE,R_1rpjuUq1KH7L696,KCG,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,"Unit of replication is transects, not plots",,1,,,,,Terrestrial,No,No,Sobral,NATURE ECOLOGY & EVOLUTION,2017,"Biodiversity affects many ecosystem functions and services, including carbon cycling and retention. While it is known that the efficiency of carbon capture and biomass production by ecological communities increases with species diversity, the role of vertebrate animals in the carbon cycle remains undocumented. Here, we use an extensive dataset collected in a high-diversity Amazonian system to parse out the relationship between animal and plant species richness, feeding interactions, tree biomass and carbon concentrations in soil. Mammal and tree species richness is positively related to tree biomass and carbon concentration in soil-and the relationship is mediated by organic remains produced by vertebrate feeding events. Our research advances knowledge of the links between biodiversity and carbon cycling and storage, supporting the view that whole community complexity-including vertebrate richness and trophic interactions-drives ecosystem function in tropical systems. Securing animal and plant diversity while protecting landscape integrity will contribute to soil nutrient content and carbon retention in the biosphere."
2020-04-29,TRUE,TRUE,R_1ohcLMajY8ggLT8,TK,Mammal diversity influences the carbon cycle through trophic interactions in the Amazon,,,1,,1,,,Terrestrial,No,No,Sobral,NATURE ECOLOGY & EVOLUTION,2017,"Biodiversity affects many ecosystem functions and services, including carbon cycling and retention. While it is known that the efficiency of carbon capture and biomass production by ecological communities increases with species diversity, the role of vertebrate animals in the carbon cycle remains undocumented. Here, we use an extensive dataset collected in a high-diversity Amazonian system to parse out the relationship between animal and plant species richness, feeding interactions, tree biomass and carbon concentrations in soil. Mammal and tree species richness is positively related to tree biomass and carbon concentration in soil-and the relationship is mediated by organic remains produced by vertebrate feeding events. Our research advances knowledge of the links between biodiversity and carbon cycling and storage, supporting the view that whole community complexity-including vertebrate richness and trophic interactions-drives ecosystem function in tropical systems. Securing animal and plant diversity while protecting landscape integrity will contribute to soil nutrient content and carbon retention in the biosphere."
2020-04-29,FALSE,FALSE,R_T8hA2FtQncJV6kV,CW,Mapping social-ecological vulnerability to inform local decision making,"Used a previously published model from the lead author to model fishing effort and ecological exposure around Moorea, collected data on spatially explicit indicators in a 6-month window, and used census data for social component",,1,,1,,,Coastal,No,No,Thiault,CONSERVATION BIOLOGY,2018,"An overarching challenge of natural resource management and biodiversity conservation is that relationships between people and nature are difficult to integrate into tools that can effectively guide decision making. Social-ecological vulnerability offers a valuable framework for identifying and understanding important social-ecological linkages, and the implications of dependencies and other feedback loops in the system. Unfortunately, its implementation at local scales has hitherto been limited due at least in part to the lack of operational tools for spatial representation of social-ecological vulnerability. We developed a method to map social-ecological vulnerability based on information on human-nature dependencies and ecosystem services at local scales. We applied our method to the small-scale fishery of Moorea, French Polynesia, by combining spatially explicit indicators of exposure, sensitivity, and adaptive capacity of both the resource (i.e., vulnerability of reef fish assemblages to fishing) and resource users (i.e., vulnerability of fishing households to the loss of fishing opportunity). Our results revealed that both social and ecological vulnerabilities varied considerably through space and highlighted areas where sources of vulnerability were high for both social and ecological subsystems (i.e., social-ecological vulnerability hotspots) and thus of high priority for management intervention. Our approach can be used to inform decisions about where biodiversity conservation strategies are likely to be more effective and how social impacts from policy decisions can be minimized. It provides a new perspective on human-nature linkages that can help guide sustainability management at local scales; delivers insights distinct from those provided by emphasis on a single vulnerability component (e.g., exposure); and demonstrates the feasibility and value of operationalizing the social-ecological vulnerability framework for policy, planning, and participatory management decisions."
2020-04-29,FALSE,FALSE,R_3PEPvorJEjbpsyI,SDJ,Mapping Soil Erosion Prevention Using an Ecosystem Service Modeling Framework for Integrated Land Management and Policy,"modeled actual ES delivery vs. capacity for ES delivery and hosed that they do not match spatially or temporally. ES was soil erosion prevention and inputs to model were rainfall erosivity, soil erodibility, topography, soil cover",,,,1,,,"Terrestrial,Agricultural/Rural,Other",No,Yes,Guerra,ECOSYSTEMS,2014,"Current spatially explicit approaches to map and assess ecosystem services are often grounded on unreliable proxy data based on land use/cover to derive ecosystem service indicators. These approaches fail to make a distinction between the actual service provision and the underlying ecosystem capacity to provide the service. We present an integrative conceptual framework to estimate the provision of soil erosion prevention by combining the structural impact of soil erosion and the social-ecological processes that allow for its mitigation. The framework was tested and illustrated in the Portel municipality in Southern Portugal, a Mediterranean silvo-pastoral system that is prone to desertification and soil degradation. The results show a clear difference in the spatial and temporal distribution of the capacity for ecosystem service provision and the actual ecosystem service provision. It also shows that although the average actual ecosystem service provision in the region is sufficient to mitigate the existing structural impact, vulnerable areas can be identified where significant soil losses are not mitigated at present. This becomes more significant when comparing different land management intensities. Considering these results, we argue that the general assumption that there is an almost direct relation between the capacity for ecosystem service provision of a given area and the actual ecosystem service provision is wrong. We also discuss how the framework presented here could be used to support land management and policy, and how it can be adapted for other regulating services."
2020-04-29,TRUE,FALSE,R_2TKO5lns9kThjIM,JL,"Mapping spatial non-stationarity of human-natural factors associated with agricultural landscape multifunctionality in Beijing-Tianjin-Hebei region, China",,,1,,1,,,Terrestrial,No,Yes,Peng,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,"Landscape services can be understood as the spatial explicit and human action produced ecosystem services at the landscape scale. Mapping multiple landscape services of agricultural land at various spatiotemporal scales can reveal the distribution and evolution of landscape services. However, further investigation into the spatiotemporal evolution and driving force of agricultural landscape multifunctionality is still needed. In this study, six landscape services (food supply, habitat maintenance, habitat connectivity, soil retention, landscape aesthetics, and population carrier) were quantified in the Beijing-Tianjin-Hebei region, China. Then, Spearman's rank correlation, partial correlation, principal component analysis and geographically weighted regression were used to identify the driving forces of agricultural landscape multifunctionality. The results showed that agricultural landscape multifunctionality generally increased during 2000-2010. The vegetation factor of NDVI was the most important natural indicator influencing landscape multifunctionality, while the gross domestic product was the most related social indicator. In a spatial non-stationary background, the vegetation component positively influenced multifunctionality; the impacts of the social component were negative in the center of the study area, but positive in the north and east. Because multifunctional landscapes are regarded as one spatial approach to achieving landscape sustainability, far more attentions should be paid to spatial non-stationarity of driving forces associated with agriculture landscape multifunctionality."
2020-04-29,FALSE,FALSE,R_1LbwxNKQjyXIP36,SDJ,Microhabitat heterogeneity promotes soil fertility and ground-dwelling arthropod diversity in Mediterranean wood-pastures,in agroforestry there are 5 microhabitat types (with low-intensity management). They looked at differences by microsite in soil chemical fertility (5 main measurements) and decomposition food webs (4 main groups of soil fauna). Goal was to inform management decisions to continue as is ... more heterogeneous mosaic is better,,1,,,,,"Terrestrial,Agricultural/Rural,Other",No,No,Garcia-Tejero,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2016,"Mediterranean wood-pastures are extensive agroforestry systems that hold great ecological, social and cultural values, which consist of mixtures of grassland, scattered trees and shrubs, primarily used for livestock grazing. For centuries, low-intensity management in these landscapes has resulted in multiple microhabitats that favour biodiversity and are considered key elements for the long-term persistence of wood-pastures. However, the relative contribution of each microhabitat type to wood-pasture biodiversity and functioning remains poorly studied. We investigated the impact that different wood-pasture microhabitats have on soil chemical fertility and the decomposition food web. We analysed the two main microhabitats that make wood-pastures up - open grasslands and isolated trees and three additional ""litter-trapping"" microhabitats - shrubs scattered in the grassland matrix, canopied shrubs and piles of pruning debris in terms of soil chemical properties (organic matter content, total N, C:N ratio, available P, and exchangeable base cations), collembolan and dipteran (mostly detritivores) abundance, and carabid (seed-eaters and predators) and staphylinid (mostly predators) beetle abundance, body size, biomass, species richness and composition. Grasslands were the most different microhabitats, with the lowest soil nutrient content and particular carabid and staphylinid species composition. Trees had the highest soil fertility levels and abundance of Diptera and staphylinids, and held unique staphylinid assemblages. ""Litter-trapping"" microhabitats had medium to high soil nutrient values and shared a distinct staphylinid assemblage compared to grasslands and trees. Besides, scattered shrubs provided shelter for large-sized carabid and staphylinid predators, while canopied shrubs held the highest carabid abundance and biomass. ""Litter-trapping"" microhabitats retained tree leaves that would otherwise be lost to the wood-pasture, recovering nutrients to the system, and provided new habitat, shelter and food for detritivores and unique predator assemblages. ""Litter-trapping"" microhabitats thus enhanced soil fertility and the decomposition process, at the same time as increased the abundance and diversity of the communities of ground-dwelling detritivores and predators inhabiting wood-pastures. These findings confirmed that microhabitat heterogeneity resulting from low-intensity management is essential to maintain both the primary production and the biodiversity conservation value of wood pastures. (C) 2016 Elsevier B.V. All rights reserved."
2020-04-29,FALSE,FALSE,R_C4Fa36rH5EGVZZv,CW,"Modeling and predicting the growth of the mussel, Mytilus edulis: implications for planning of aquaculture and eutrophication mitigation","Paper is primarily a modeling study. Used experimental data from mussel transplants (data belong to lead author, written up in different study) as mussel growth data for model.",,,,1,,,Coastal,No,No,Bergstrom,ECOLOGY AND EVOLUTION,2015,"The increased pressure on the marine ecosystems highlights the need for policies and integrated approaches for sustainable management of coastal areas. Spatial planning based on geographic information of human activities, ecological structures and functions, and their associated goods and services is a fundamental component in this context. Here, we evaluate the potential of predictive modeling to provide spatial data on one ecosystem function, mussel growth for use in such processes. We developed a methodology based on statistical modeling, spatial prediction, and mapping for the relative growth of the blue mussel, Mytilus edulis. We evaluated the performance of different modeling techniques and classification schemes using empirical measurements of growth from 144 sampling sites and data on biological, chemical, and physical predictors. Following comparisons of the different techniques and schemes, we developed random forest models to predict growth along the Swedish west coast. Implemented into GIS the best model produced in this study predicts that low, intermediate, and high growth rates can be expected in 53%, 32%, and 15% of modeled area, respectively. The results of this study also suggest that the nature and quality of predictor data hold the key to improving the predictive power of models. On a more general note, this study exemplifies a feasible approach based on measuring, modeling, and mapping for obtaining scientifically based spatial information on ecosystem functions and services affected by a complex set of factors. Such information is fundamental for maritime spatial planning and ecosystem-based management and its importance is likely to increase in the future. Because of its close link to nutrient assimilation and production yield, site-specific information of soft tissue growth such as the map of predicted growth rate developed in this study can be used as a tool for optimizing actions aimed at mitigating eutrophication and aquaculture operations and in maritime spatial planning processes of coastal areas."
2020-04-29,FALSE,FALSE,R_129h9u0vPQEL6Ia,SDJ,Modelling the potential impacts of urban ecosystem changes on carbon storage under different scenarios by linking the CLUE-S and the InVEST models,Mapping project for urban centers in China looking at loss of soil carbon due to urbanization under three different management scenarios,CLUE0S and InVEST models,,,1,,1,Urban,No,Yes,Jiang,ECOLOGICAL MODELLING,2017,"Carbon storage plays an important role in urban ecosystems. However, urban expansion leads to urban ecosystem changes and hence directly threatens carbon storage. Therefore, modelling the potential impacts of urban expansion on carbon storage is necessary. This study links the Conversion of Land Use and its Effects at Small regional extent (CLUE-S) model and the Integrated Valuation of Environmental Services and Tradeoffs (InVEST) model to analyze the potential impacts of urban expansion on carbon storage in Changsha-Zhuzhou-Xiangtan urban agglomeration from 2014 to 2023 under three urban expansion scenarios, namely Natural Increase Scenario (NIS), Cultivated Protection Scenario (CPS), and Ecological Protection Scenario (EPS). The results indicated (1) carbon storage of Changsha-Zhuzhou-Xiangtan urban agglomeration experienced a loss of 8.64 Tg from 1995 to 2009; (2) from 2014 to 2023, the carbon storage will experience the most loss of 8.54 Tg under the NIS, will experience the least loss of 7.12 Tg under the EPS, and will experience moderate loss of 7.92 Tg under the CPS; (3) the conversions of green land ecosystem and cultivated ecosystem to built-up ecosystem are the main cause of regional carbon storage loss in Changsha-Zhuzhou-Xiangtan urban agglomeration; (4) the carbon storage loss will primarily occur in the junction region of Changsha-Zhuzhou-Xiangtan urban agglomeration because every city is incline to expand toward other cities in an urban agglomeration system. We argue in favor of integrating multiple ecosystem services into urban land use planning to obtain a sustainable development. (C) 2016 Elsevier B.V. All rights reserved."
2020-04-29,FALSE,FALSE,R_12FO5dczVAGa2t4,GV,Multifunctionality of floodplain landscapes: relating management options to ecosystem services,Surveyed experts and practitioners,,,,,1,,Terrestrial,No,No,Schindler,LANDSCAPE ECOLOGY,2014,"The concept of green infrastructure has been recently taken up by the European Commission for ensuring the provision of ecosystem services (ESS). It aims at the supply of multiple ESS in a given landscape, however, the effects of a full suite of management options on multiple ESS and landscape multifunctionality have rarely been assessed. In this paper we use European floodplain landscapes as example to develop an expert based qualitative conceptual model for the assessment of impacts of landscape scale interventions on multifunctionality. European floodplain landscapes are particularly useful for such approach as they originally provided a high variety and quantity of ESS that has declined due to the strong human impact these landscapes have experienced. We provide an overview of the effects of floodplain management options on landscape multifunctionality by assessing the effects of 38 floodplain management interventions on 21 relevant ESS, as well as on overall ESS supply. We found that restoration and rehabilitation consistently increased the multifunctionality of the landscape by enhancing supply of provisioning, regulation/maintenance, and cultural services. In contrast, conventional technical regulation measures and interventions related to extraction, infrastructure and intensive land use cause decrease in multifunctionality and negative effects for the supply of all three aspects of ESS. The overview of the effects of interventions shall provide guidance for decision makers at multiple governance levels. The presented conceptual model could be effectively applied for other landscapes that have potential for a supply of a high diversity of ESS."
2020-04-29,FALSE,FALSE,R_9EqCanRz5Ek5Msh,IS,Non-linear effects of pesticide application on biodiversity-driven ecosystem services and disservices in a cacao agroecosystem: A modeling study,modeling only but did model yield of cacao (ES),,,,1,,,"Agricultural/Rural,Other",No,Yes,Sabatier,BASIC AND APPLIED ECOLOGY,2013,"Growing concerns have been raised regarding the effects of disturbance due to agricultural practices on associate biodiversity and on the ecosystem services that biodiversity provides. Surprisingly little is known about the effects of such disturbances on complex agroecosystems with multiple interacting species. The aim of this study was to assess the effects of management by pesticide spraying on the productive outputs and the ecological functioning of a cacao agroecosystem. We built a mechanistic dynamic model including the dynamics of the crop, a pest (Cacao Pod Borer, Conopomorpha cramerella) and two beneficial insects: a hymenopteran egg-parasitoid and a ceratopogonid pollinator. Using this model, we tested the effects of a range of pesticide types characterized by their impacts on both the Cacao Pod Borer and the beneficial insects. Our results showed that yield strongly varies according to both pesticide type and timing of pesticide application. The type of pesticide had a strong influence on the flexibility of management. No simple spraying decision rule led to maximal yields for all types of pesticide. Although optimal spraying strategies differed with the type of pesticide used, they all showed a similar pattern, i.e. they limited and postponed the Cacao Pod Borer population peak while limiting the negative impacts on beneficial organisms. The results highlight the non-trivial effects of pesticide application in complex agroecosystems where associated biodiversity provides both ecosystem services and disservices. They illustrate the critical importance of providing good information to farmers on pesticide management because the use of pesticides can have a negative effect on production by decreasing ecosystem services such as pollination."
2020-04-29,TRUE,FALSE,R_pbD8d5yt7CDK0Nj,TK,"Optimizing agri-environment schemes for biodiversity, ecosystem services or both?",,,,,1,,,Agricultural/Rural,No,No,Ekroos,BIOLOGICAL CONSERVATION,2014,"Agri-environment schemes (AES) have been introduced to mitigate negative environmental effects caused by increased agricultural intensification in Europe. However, there is still debate on whether currently available incentives are efficiently enhancing farmland biodiversity. Moreover, agri-environment schemes often lead to a yield reduction, which has been argued to potentially increase pressure on non-cropped habitats, with unintended negative environmental consequences. Here, we argue that AES should build on more explicit goals regarding (1) biodiversity protection as such and (2) provisioning of ecosystem services benefiting agricultural production. We discuss how this can be achieved by an efficient spatial allocation of AES measures to the benefit of biodiversity, ecosystem service providers and agricultural production. We differentiate between biodiversity conservation schemes, which target species of conservation concern, and ecosystem service schemes which explicitly target ecosystem service providers important for environmentally sustainable agriculture, most of which are common species. We construct a simplistic, conceptual model, based on well-founded ecological principles, to illustrate how to allocate biodiversity conservation schemes and ecosystem service schemes spatially, depending on where they are needed in order to meet the goals of protecting biodiversity per se and promoting environmentally sustainable agriculture. By understanding the functional importance of different types of AES we can achieve much more effective schemes in the future. (C) 2014 Elsevier Ltd. All rights reserved."
2020-04-29,FALSE,FALSE,R_1QbdAK3Yg6hMMt8,CW,Optimizing intermediate ecosystem services in agriculture using rules based on landscape composition and configuration indices,Study does not take place in any location. Is a hypothetical/conceptual modeling example. Researchers based in Denmark. ,,,,1,,,Agricultural/Rural,Yes,No,Cong,ECOLOGICAL ECONOMICS,2016,"Important intermediate ecosystem services (ES) such as crop pollination and biological control of pests, which underpin the final ES agricultural yields, are mediated by mobile organisms that depend on availability of habitat and its arrangement in the landscape. It has been suggested that landscape-scale management (LSM) of habitat in a multi-farm setting results in higher provisioning of such ES compared to farm-scale management (FSM). However, to achieve the LSM solution, farmers' land-use decisions need to be coordinated. To this end, we develop rules based on novel landscape composition and configuration indices. We model farmers' interdependencies through ES in an agent-based model (ABM) and optimize land use at both the farm and landscape scales for comparison. Our analysis is based on a simple artificial landscape with homogeneous soil quality and uses crop pollination as an illustrative ecosystem service. We consider habitat configuration at the field scale. Our rules demonstrate that the coordinated solution is characterized by a higher degree of habitat availability and a configuration of habitat that is dispersed rather than agglomerated. We tested these rules over a range of assumptions about ecological parameter values and suggest that such rules could be used to improve governance of ES in agricultural landscapes. (C) 2016 Elsevier B.V. All rights reserved."
