assess_date,newcase,doublerev,ResponseId,Init,Title,GenInfo,MultiScale,ScaleNotes,group,group_levels,interval_abbr,interval,count,nothing_entered,Connect,ConnectDist,KT4_scale,TimeTrends
2020-04-22,FALSE,FALSE,R_1qV3JvuSWim2iuY,IS,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,monitored distribution of crab burrows across microtopographic locations,No,"four 0.25m2 quadrats were randomly placed in each of four microhabitats (bottom, slope, edge and flat) of a tidal creek",Plots,1,25m,1m² - 25m²,.11-50,,No,,0,No
2020-04-22,FALSE,FALSE,R_1qV3JvuSWim2iuY,IS,Fine-scale environmental heterogeneities of tidal creeks affect distribution of crab burrows in a Chinese salt marsh,monitored distribution of crab burrows across microtopographic locations,No,"four 0.25m2 quadrats were randomly placed in each of four microhabitats (bottom, slope, edge and flat) of a tidal creek",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_POqxCxjOBvWjOOB,LB,"Fire, leaf harvest, and abiotic factors drive demography of an ecologically and culturally important understory plant",,No,#correct: 501-1km. accidentally clicked 1-10km2,Plots,1,25m,1m² - 25m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_POqxCxjOBvWjOOB,LB,"Fire, leaf harvest, and abiotic factors drive demography of an ecologically and culturally important understory plant",,No,#correct: 501-1km. accidentally clicked 1-10km2,Sites,1,1km,501m² - 1km²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_bjE8odaSunaTtip,JL,Fishing impacts on the marine inorganic carbon cycle,,No,"This is a modeling paper that uses some observed fish data from two other datasets (North Sea and Fiji reef), however, there is no information at all on the spatial nature of these observed data",Sites,1,unk,Unclear or not specified,.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2UWr10MI8FD9y2i,AIS,"Five Decades of Wetland Soil Development of a Constructed Tidal Salt Marsh, North Carolina, USA",comparison between constructed and natural marshes,No,"Study area on a dredge spoil island on Cape Fear River, NC(site). One natural reference marsh, 7 constructed marshes, 6 natural marshes (14 plots)",Plots,1,unk,Unclear or not specified,.11-50,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2UWr10MI8FD9y2i,AIS,"Five Decades of Wetland Soil Development of a Constructed Tidal Salt Marsh, North Carolina, USA",comparison between constructed and natural marshes,No,"Study area on a dredge spoil island on Cape Fear River, NC(site). One natural reference marsh, 7 constructed marshes, 6 natural marshes (14 plots)",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_1FDlUAnxhnlvK0S,TK,Flattening of Caribbean coral reefs: region-wide declines in architectural complexity,"Kind of a meta-analysis, but does some modeling on top of that",No,,Plots,1,25m,1m² - 25m²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_1FDlUAnxhnlvK0S,TK,Flattening of Caribbean coral reefs: region-wide declines in architectural complexity,"Kind of a meta-analysis, but does some modeling on top of that",No,,Sites,1,25m,1m² - 25m²,.26+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_1QgSERqyeztMogb,IS,Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),,No,107 locations (i considered sites) but unclear how long transects were at each location for reporting 'plot' size,Plots,1,unk,Unclear or not specified,.50+,,Yes,Unclear or not specified,0,No
2020-04-22,FALSE,FALSE,R_1QgSERqyeztMogb,IS,Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand),,No,107 locations (i considered sites) but unclear how long transects were at each location for reporting 'plot' size,Sites,1,unk,Unclear or not specified,.26+,,Yes,Unclear or not specified,0,No
2020-04-22,FALSE,FALSE,R_3sieTn2lyDXZibv,NBD,Floral abundance and richness drive beneficial arthropod conservation and biological control on golf courses,"modified plots, made observations about them",No,,Plots,1,500m,101m² - 500m²,.1-10,,Yes,Unclear or not specified,0,Yes
2020-04-22,FALSE,FALSE,R_3sieTn2lyDXZibv,NBD,Floral abundance and richness drive beneficial arthropod conservation and biological control on golf courses,"modified plots, made observations about them",No,,Sites,1,unk,Unclear or not specified,.1-10,,Yes,Unclear or not specified,0,Yes
2020-04-22,FALSE,FALSE,R_3UUKU2oLSLgbQ7D,TM,Forest Fire Severity Affects Host Plant Quality and Insect Herbivore Damage,Used natural variation in burned areas to test the effect of fire on plant quality and insect damage,No,,Plots,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_3UUKU2oLSLgbQ7D,TM,Forest Fire Severity Affects Host Plant Quality and Insect Herbivore Damage,Used natural variation in burned areas to test the effect of fire on plant quality and insect damage,No,,Sites,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_2aWvKeu2mLdTrPs,GV,Forest fragments modulate the provision of multiple ecosystem services,,No,"34 soya bean fields of unclear size, but adjacent to varying sized forest fragments",Plots,1,unk,Unclear or not specified,.11-50,Sites,No,,0,No
2020-04-22,FALSE,FALSE,R_3hxA8So00kGLUsN,AIS,From the stand scale to the landscape scale: predicting the spatial patterns of forest regeneration after disturbance,,Yes,"1848 forest plots across 24 wildfire sites in CA. Sites varied in size from 129 to 104131 ha, so I used their average size, 112 km2, in the table above",Plots,1,unk,Unclear or not specified,.50+,,No,,1,Yes
2020-04-22,FALSE,FALSE,R_3hxA8So00kGLUsN,AIS,From the stand scale to the landscape scale: predicting the spatial patterns of forest regeneration after disturbance,,Yes,"1848 forest plots across 24 wildfire sites in CA. Sites varied in size from 129 to 104131 ha, so I used their average size, 112 km2, in the table above",Sites,1,100km,10-100 km²,.11-25,,No,,1,Yes
2020-04-22,FALSE,FALSE,R_3HUOPNUqbNDRseR,IS,Fruit Supplementation Affects Birds but not Arthropod Predation by Birds in Costa Rican Agroforestry Systems,,No,"The six coffee agroforests chosen for this study were located in the municipality of Puntarenas, in San Luis de Monteverde, Costa Rica (10°17′ N, 84°48′ W) at 925–1100 m elevation. All agroforests were located within a 1-km2 area and each agroforest was 1–2 ha.; no indivation of exclosure size/size of area monitored for paired controls",Sites,1,100Mgm,"1,001-100,000 km²",.1-10,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_3HUOPNUqbNDRseR,IS,Fruit Supplementation Affects Birds but not Arthropod Predation by Birds in Costa Rican Agroforestry Systems,,No,"The six coffee agroforests chosen for this study were located in the municipality of Puntarenas, in San Luis de Monteverde, Costa Rica (10°17′ N, 84°48′ W) at 925–1100 m elevation. All agroforests were located within a 1-km2 area and each agroforest was 1–2 ha.; no indivation of exclosure size/size of area monitored for paired controls",Sites,2,unk,Unclear or not specified,.11-25,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_8Br3VhEmjTPw0md,SDJ,Functional diversity in cover crop polycultures increases multifunctionality of an agricultural system,"mono- and poly-cultures of cover crops (1-8 species) used. 5 ecosystem services measured. Assessed richness, diversity, and traits with multifunctionality",No,1 site,Plots,1,100m,51m² - 100m²,.50+,,No,,0,No
2020-04-22,FALSE,FALSE,R_8Br3VhEmjTPw0md,SDJ,Functional diversity in cover crop polycultures increases multifunctionality of an agricultural system,"mono- and poly-cultures of cover crops (1-8 species) used. 5 ecosystem services measured. Assessed richness, diversity, and traits with multifunctionality",No,1 site,Sites,1,100m,51m² - 100m²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_wRgYXB9YtgXotAl,AIS,Functional diversity increases ecological stability in a grazed grassland,,No,Eight 10m x 3m plots (plot). University of California Sierra Foothill Research Extension Center (site),Plots,1,50m,26m² - 50m²,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_wRgYXB9YtgXotAl,AIS,Functional diversity increases ecological stability in a grazed grassland,,No,Eight 10m x 3m plots (plot). University of California Sierra Foothill Research Extension Center (site),Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,TRUE,R_1JQHDAYFWcs4yEt,LD,Global evidence of positive impacts of freshwater biodiversity on fishery yields,using FAO data combined with IUCN data to calculate species richness; 100 countries - inland freshwater fisheries,No,,Sites,1,1000km,"101-1,000 km²",.26+,Plots,No,,0,Yes
2020-04-22,FALSE,TRUE,R_1JQHDAYFWcs4yEt,LD,Global evidence of positive impacts of freshwater biodiversity on fishery yields,using FAO data combined with IUCN data to calculate species richness; 100 countries - inland freshwater fisheries,No,,Sites,2,100Mgm,"1,001-100,000 km²",.26+,Plots,No,,0,Yes
2020-04-22,FALSE,TRUE,R_1JQHDAYFWcs4yEt,LD,Global evidence of positive impacts of freshwater biodiversity on fishery yields,using FAO data combined with IUCN data to calculate species richness; 100 countries - inland freshwater fisheries,No,,Sites,3,unk,Unclear or not specified,.26+,Plots,No,,0,Yes
2020-04-22,FALSE,TRUE,R_PHulZzM2LZv9eTv,TK,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Not sure if I should have checked the model box.,No,The analysis is done at the country level. There are 100 countries in the study.,Plots,1,unk,Unclear or not specified,.50+,,No,,0,Yes
2020-04-22,FALSE,TRUE,R_PHulZzM2LZv9eTv,TK,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Not sure if I should have checked the model box.,No,The analysis is done at the country level. There are 100 countries in the study.,Sites,1,unk,Unclear or not specified,.26+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3qEctJJfVXyMhua,GV,Global patterns in lake ecosystem responses to warming based on the temperature dependence of metabolism,Global lakes dataset,No,271 lakes from 0.02 to 68000 km^2 in area,Plots,1,100Mgm,"1,001-100,000 km²",.50+,Sites,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3Egt3obQaZ6mXF7,AIS,Global warming affects the occurrence of stem borers in ecological engineering-based diversified farming ecosystems,,No,"Borers are caught in an insecticidal lamp in the reice paddies. Number of lamps not specified, at least 1. Rice paddy size not specified",Plots,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3Egt3obQaZ6mXF7,AIS,Global warming affects the occurrence of stem borers in ecological engineering-based diversified farming ecosystems,,No,"Borers are caught in an insecticidal lamp in the reice paddies. Number of lamps not specified, at least 1. Rice paddy size not specified",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,TRUE,FALSE,R_1hFIQDO7vOb5mrM,KCG,Grape moth density in Bordeaux vineyards depends on local habitat management despite effects of landscape heterogeneity on their biological control,Manipulation is vineyards with differing pest management practices,No,,Plots,1,25m,1m² - 25m²,.50+,,No,,0,Yes
2020-04-22,TRUE,FALSE,R_1hFIQDO7vOb5mrM,KCG,Grape moth density in Bordeaux vineyards depends on local habitat management despite effects of landscape heterogeneity on their biological control,Manipulation is vineyards with differing pest management practices,No,,Sites,1,100km,10-100 km²,.11-25,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2EnOiz5pDoOz0QG,AK,Grassland to shrubland state transitions enhance carbon sequestration in the northern Chihuahuan Desert,,No,"22-40 quadrats in each site, two sites based on vegetation but size not stated",Plots,1,25m,1m² - 25m²,.11-50,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2EnOiz5pDoOz0QG,AK,Grassland to shrubland state transitions enhance carbon sequestration in the northern Chihuahuan Desert,,No,"22-40 quadrats in each site, two sites based on vegetation but size not stated",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_3rG5HBE5jOKUPLY,SDJ,Green roof plant species diversity improves ecosystem multifunctionality,"experimental manipulation of plants for green roofs, measured ecosystem service provision over 4 years",No,145 plantar trays each 360 mm x 360 mm x 120 mm,Plots,1,25m,1m² - 25m²,.50+,Sites,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2WvgcaY6GSMxv0b,JL,Growing the urban forest: tree performance in response to biotic and abiotic land management,,Yes,one study sites with 54 x 225m2 plots,Plots,1,500m,101m² - 500m²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2WvgcaY6GSMxv0b,JL,Growing the urban forest: tree performance in response to biotic and abiotic land management,,Yes,one study sites with 54 x 225m2 plots,Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2ctgZYguXfPAwR6,IS,Habitat assessment of a restored oyster reef in South Texas,created 1.5ha oyster reef complex and monitored oyster production,No,had to calculate number of plots as 6 trays per site (total of 18 siteS) = 108; plots (trays) were only 0.44m2 but there is no bin here,Plots,1,25m,1m² - 25m²,.50+,,Yes,Unclear or not specified,0,Yes
2020-04-22,FALSE,FALSE,R_2ctgZYguXfPAwR6,IS,Habitat assessment of a restored oyster reef in South Texas,created 1.5ha oyster reef complex and monitored oyster production,No,had to calculate number of plots as 6 trays per site (total of 18 siteS) = 108; plots (trays) were only 0.44m2 but there is no bin here,Sites,1,unk,Unclear or not specified,.11-25,,Yes,Unclear or not specified,0,Yes
2020-04-22,FALSE,FALSE,R_3hoTvsroaDFHpoq,GV,Habitat connectivity for pollinator beetles using surface metrics,,No,"Unclear size of sample sites for beetles, used statewide Indiana raster layers for land cover",Plots,1,unk,Unclear or not specified,.50+,Sites,Yes,Unclear or not specified,0,Yes
2020-04-22,FALSE,FALSE,R_3qR73xxh6EKABDa,JL,Harvesting invasive plants to reduce nutrient loads and produce bioenergy: an assessment of Great Lakes coastal wetlands,,No,Used a survey of 355 sites (unknown size) which each had 5 1m2 plots,Plots,1,25m,1m² - 25m²,.50+,,No,,0,No
2020-04-22,FALSE,FALSE,R_3qR73xxh6EKABDa,JL,Harvesting invasive plants to reduce nutrient loads and produce bioenergy: an assessment of Great Lakes coastal wetlands,,No,Used a survey of 355 sites (unknown size) which each had 5 1m2 plots,Sites,1,unk,Unclear or not specified,.26+,,No,,0,No
2020-04-22,TRUE,FALSE,R_zdN5TLn7XsVcYzn,SDJ,"Homogenization of plant diversity, composition, and structure in North American urban yards",randomly selected urban yards and nearby natural areas. Measured plant diversity and structure to assess homogenization,No,7 cities assessed (sites). Each of those had 21-30 yards and another 24-48 natural transects. minimum values recorded in table (transect size 100 m x 2m),Plots,1,500m,101m² - 500m²,.50+,,No,,0,No
2020-04-22,TRUE,FALSE,R_zdN5TLn7XsVcYzn,SDJ,"Homogenization of plant diversity, composition, and structure in North American urban yards",randomly selected urban yards and nearby natural areas. Measured plant diversity and structure to assess homogenization,No,7 cities assessed (sites). Each of those had 21-30 yards and another 24-48 natural transects. minimum values recorded in table (transect size 100 m x 2m),Plots,2,unk,Unclear or not specified,.50+,,No,,0,No
2020-04-22,TRUE,FALSE,R_zdN5TLn7XsVcYzn,SDJ,"Homogenization of plant diversity, composition, and structure in North American urban yards",randomly selected urban yards and nearby natural areas. Measured plant diversity and structure to assess homogenization,No,7 cities assessed (sites). Each of those had 21-30 yards and another 24-48 natural transects. minimum values recorded in table (transect size 100 m x 2m),Sites,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_3iJ7TYXKR0uV1hE,IS,How Do Biota Respond to Additional Physical Restoration of Restored Streams?,,Yes,10 tributaries each with two reach types (basic and enhanced restoration) studied at each tributary; reaches 100m long each but unclear what riparian area studied at each; different plot numbers per sample type (e.g. ice or fish) so that is why I marked plot size as unclear,Plots,1,unk,Unclear or not specified,.50+,,Yes,Unclear or not specified,0,No
2020-04-22,FALSE,FALSE,R_3iJ7TYXKR0uV1hE,IS,How Do Biota Respond to Additional Physical Restoration of Restored Streams?,,Yes,10 tributaries each with two reach types (basic and enhanced restoration) studied at each tributary; reaches 100m long each but unclear what riparian area studied at each; different plot numbers per sample type (e.g. ice or fish) so that is why I marked plot size as unclear,Sites,1,unk,Unclear or not specified,.1-10,,Yes,Unclear or not specified,0,No
2020-04-22,TRUE,FALSE,R_dbeWQX6viySWF69,TK,How good are tropical forest patches for ecosystem services provisioning?,,No,16km2 plots subdivided into 1km2 subplots,Plots,1,10km,1-10 km²,.50+,Sites,Yes,Unclear or not specified,1,Yes
2020-04-22,TRUE,FALSE,R_dbeWQX6viySWF69,TK,How good are tropical forest patches for ecosystem services provisioning?,,No,16km2 plots subdivided into 1km2 subplots,Plots,2,100km,10-100 km²,.11-50,Sites,Yes,Unclear or not specified,1,Yes
2020-04-22,FALSE,FALSE,R_3hlsZ0d4CkK75nD,AK,Hydrological controls of fisheries production in a major Amazonian tributary,Dynamic factor analysis ,No,Madeira river ,Sites,1,unk,Unclear or not specified,.1-10,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_1rHxSk1Sq7DqnNI,CW,Identifying suitable multifunctional restoration areas for Forest Landscape Restoration in Central Chile,"Use combo of published landcover maps to delineate binary forest, non-forest in study area; use different remote sensing datasets (30m res, and WorldClim) to extract predictor variables; used INVEST model to project 2 types of ES's (carbon seq, erosion potential) and 3-step combo of models to project habitat suitability. Lots of data processing in this paper (goal is to demo a new approach to ID forest areas for restoration and regeneration).  They do use land cover maps from three different time points, but to project likely forest recovery without intervention. Not assessing temporal trends as part of study questions.",Yes,"Study area (1 only) extends over 13,175 km2, located in Central Chile. They subsampled the study area using a regular grid at 1000m distance, yielding 12,888 subsamples. Pixel res is 30m... so counting ""plot"" (unit of rep) as 12,800 plots at 900m2 size. Authors subsample (use regular grid) to avoid spatial autocorrelation, and use spatial pattern analysis to analyze structural connectors and spatial pattern of forest fragments. Use 30m for edge effects in spatial pattern analysis, and 100m for corridor network analysis.",Plots,1,1km,501m² - 1km²,.50+,,Yes,"26m² - 50m²,101m² - 500m²",1,No
2020-04-22,FALSE,FALSE,R_1rHxSk1Sq7DqnNI,CW,Identifying suitable multifunctional restoration areas for Forest Landscape Restoration in Central Chile,"Use combo of published landcover maps to delineate binary forest, non-forest in study area; use different remote sensing datasets (30m res, and WorldClim) to extract predictor variables; used INVEST model to project 2 types of ES's (carbon seq, erosion potential) and 3-step combo of models to project habitat suitability. Lots of data processing in this paper (goal is to demo a new approach to ID forest areas for restoration and regeneration).  They do use land cover maps from three different time points, but to project likely forest recovery without intervention. Not assessing temporal trends as part of study questions.",Yes,"Study area (1 only) extends over 13,175 km2, located in Central Chile. They subsampled the study area using a regular grid at 1000m distance, yielding 12,888 subsamples. Pixel res is 30m... so counting ""plot"" (unit of rep) as 12,800 plots at 900m2 size. Authors subsample (use regular grid) to avoid spatial autocorrelation, and use spatial pattern analysis to analyze structural connectors and spatial pattern of forest fragments. Use 30m for edge effects in spatial pattern analysis, and 100m for corridor network analysis.",Sites,1,100Mgm,"1,001-100,000 km²",.1-10,,Yes,"26m² - 50m²,101m² - 500m²",1,No
2020-04-22,FALSE,FALSE,R_2BexN1lC9lZs2Nf,NBD,Impact of disturbance on above-ground water storage capacity of bryophytes in New Zealand indigenous tussock grassland ecosystems,*** THIS STUDY DID NOT TAKE PLACE IN AUSTRALIA. It was in New Zealand (Oceania),No,,Plots,1,25m,1m² - 25m²,.50+,,No,,0,No
2020-04-22,FALSE,FALSE,R_2BexN1lC9lZs2Nf,NBD,Impact of disturbance on above-ground water storage capacity of bryophytes in New Zealand indigenous tussock grassland ecosystems,*** THIS STUDY DID NOT TAKE PLACE IN AUSTRALIA. It was in New Zealand (Oceania),No,,Sites,1,1km,501m² - 1km²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_2ciahlhrQwy38kT,CW,Impacts of grazing abandonment on ecosystem service provision: Coastal grassland as a model system,"Test effects of three different grazing treatments on 12 biophysical variables as proxies for ES. Grazing treatments are full (pony, cow, and rabbit grazers present), rabbit-only, and abandoned (no grazers)",No,"3 experimental blocks (separated ""hundreds of meters apart), each containing 3 10x10m experimental units (used fencing to exclude unwanted grazers)",Plots,1,500m,101m² - 500m²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_2ciahlhrQwy38kT,CW,Impacts of grazing abandonment on ecosystem service provision: Coastal grassland as a model system,"Test effects of three different grazing treatments on 12 biophysical variables as proxies for ES. Grazing treatments are full (pony, cow, and rabbit grazers present), rabbit-only, and abandoned (no grazers)",No,"3 experimental blocks (separated ""hundreds of meters apart), each containing 3 10x10m experimental units (used fencing to exclude unwanted grazers)",Sites,1,1km,501m² - 1km²,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_XtW2MhEQd5Nkvol,CW,"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards","Sampled from 5 vineyards in Southern Okanogan Valley in BC, Canada. Recorded veg composition in 25x50cm quadrats (16 per mgmt type at site, or used blocked design to get to 16 to get equal number replicates per treatment across sites) and took 3 soil samples per quadrat. Soil samples pooled and homogenized for soil chemical analysis, and 0.5g per homogenized sample subsampled for DNA extraction (for fungi of interest). Used PCR to quantify fungi (interested in 2 groups)  ",No,"Plot size is less than 1m^2!! (quadrat is only 25x50cm = 0.125m^2). 800 plots in total, across 5 sites. Doesn't state how big each site is. Although there are multiple sites, site is more categorical than of interest for scaling effects.",Plots,1,25m,1m² - 25m²,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_XtW2MhEQd5Nkvol,CW,"Influence of Groundcover Vegetation, Soil Physicochemical Properties, and Irrigation Practices on Soil Fungi in Semi-arid Vineyards","Sampled from 5 vineyards in Southern Okanogan Valley in BC, Canada. Recorded veg composition in 25x50cm quadrats (16 per mgmt type at site, or used blocked design to get to 16 to get equal number replicates per treatment across sites) and took 3 soil samples per quadrat. Soil samples pooled and homogenized for soil chemical analysis, and 0.5g per homogenized sample subsampled for DNA extraction (for fungi of interest). Used PCR to quantify fungi (interested in 2 groups)  ",No,"Plot size is less than 1m^2!! (quadrat is only 25x50cm = 0.125m^2). 800 plots in total, across 5 sites. Doesn't state how big each site is. Although there are multiple sites, site is more categorical than of interest for scaling effects.",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2rCoLOCzI8mPkDx,AK,Influence of land use on water quality in a tropical landscape: a multi-scale analysis,,Yes,"for plots, I'm referring to the number of places they collected water quality data, may not be true plots",Plots,1,unk,Unclear or not specified,.50+,Sites,No,,1,Yes
2020-04-22,FALSE,FALSE,R_O8XF1IOxAwBAaHL,CW,Influence of soil and topography on aboveground biomass accumulation and carbon stocks of afforested pastures in South East Brazil,"Use allometric relationships and biomass models from other studies to estimate aboveground and root biomass for trees; in field measures = tree DBH, site slope and altitude, recorded plant cover, and collected soil samples at three depths",No,"18 10x10m plots across 1 study site (a reserve in SE amazon in Brazil, doesn't say how large reserve is)",Plots,1,100m,51m² - 100m²,.11-50,,No,,0,No
2020-04-22,FALSE,FALSE,R_O8XF1IOxAwBAaHL,CW,Influence of soil and topography on aboveground biomass accumulation and carbon stocks of afforested pastures in South East Brazil,"Use allometric relationships and biomass models from other studies to estimate aboveground and root biomass for trees; in field measures = tree DBH, site slope and altitude, recorded plant cover, and collected soil samples at three depths",No,"18 10x10m plots across 1 study site (a reserve in SE amazon in Brazil, doesn't say how large reserve is)",Sites,1,unk,Unclear or not specified,.1-10,,No,,0,No
2020-04-22,FALSE,FALSE,R_XujBXxCgrGnVKaB,GV,Integrating spatially explicit molecular and ecological methods to explore the significance of non-crop vegetation to predators of brassica pests,,No,119 sites with 20x1m vacuum samples of insects taken,Plots,1,25m,1m² - 25m²,.50+,Sites,No,,0,Yes
2020-04-22,FALSE,FALSE,R_21oBK2K7yoVbxOc,CK,Intra- and interspecific differences in nutrient recycling by European freshwater fish,,No,4 rivers were sampled,Plots,1,unk,Unclear or not specified,.1-10,Sites,No,,0,No
2020-04-22,FALSE,FALSE,R_2fxRDXaFoLn1PsM,SDJ,Invasive Species Impacts on Human Well-being Using the Life Satisfaction Index,modeled life satisfaction over time in counties affected by Emerald Ash Borer,No,unit of replication was a US county. 256 counties in 15 US states. ,Sites,1,unk,Unclear or not specified,.26+,Plots,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2aWinKCKWEa91Ae,IS,Land use affects dung beetle communities and their ecosystem service in forests and grasslands,,No,"3 regions each with 50 grasslands, 50 in forests, each 10,000m2 in size; used some transects to do pitfall traps but unclear what length/area those covered in terms of the plot # question",Plots,1,unk,Unclear or not specified,.50+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_2aWinKCKWEa91Ae,IS,Land use affects dung beetle communities and their ecosystem service in forests and grasslands,,No,"3 regions each with 50 grasslands, 50 in forests, each 10,000m2 in size; used some transects to do pitfall traps but unclear what length/area those covered in terms of the plot # question",Sites,1,100Mgm,"1,001-100,000 km²",.26+,,No,,0,Yes
2020-04-22,FALSE,FALSE,R_TvB0ex7nc6JG44F,TM,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services,,No,Used 18 agricultural fields but does not specify how the range in sizes,Sites,1,unk,Unclear or not specified,.11-25,Plots,No,,0,No
2020-04-22,FALSE,FALSE,R_ByKA9h3Owxa2ETf,JL,Landscape heterogeneity and farming practice alter the species composition and taxonomic breadth of pollinator communities,Uses pre-existing gradient of landscape heterogeneity and farms that are either conventional or have been organic for different amounts of time.,No,"30 sites (data for each compiled from a 1km radius around the site (3.14km2)); within each site, 1 transect ('plot') was approx. 100m x 2m (200m2)",Plots,1,500m,101m² - 500m²,.11-50,,No,,0,Space for time
2020-04-22,FALSE,FALSE,R_ByKA9h3Owxa2ETf,JL,Landscape heterogeneity and farming practice alter the species composition and taxonomic breadth of pollinator communities,Uses pre-existing gradient of landscape heterogeneity and farms that are either conventional or have been organic for different amounts of time.,No,"30 sites (data for each compiled from a 1km radius around the site (3.14km2)); within each site, 1 transect ('plot') was approx. 100m x 2m (200m2)",Sites,1,10km,1-10 km²,.26+,,No,,0,Space for time
2020-04-22,FALSE,FALSE,R_2PcUXMbaKuzIQfZ,LD,Landscape structure influences bee community and coffee pollination at different spatial scales,"Pollinator exclusion experiments were performed in all 15 of them, while we collected floral visitors on 10",Yes,"need to update this bc cant unselect . These three radii (2 km, 1 km and 300 m) were considered three different spatial scales in order to cover the “scales of effect” of bees with different foraging distances",Plots,1,500m,101m² - 500m²,.11-50,,Yes,"101m² - 500m²,1-10 km²",1,No
2020-04-22,FALSE,FALSE,R_2PcUXMbaKuzIQfZ,LD,Landscape structure influences bee community and coffee pollination at different spatial scales,"Pollinator exclusion experiments were performed in all 15 of them, while we collected floral visitors on 10",Yes,"need to update this bc cant unselect . These three radii (2 km, 1 km and 300 m) were considered three different spatial scales in order to cover the “scales of effect” of bees with different foraging distances",Plots,2,unk,Unclear or not specified,.11-50,,Yes,"101m² - 500m²,1-10 km²",1,No
2020-04-22,FALSE,FALSE,R_2PcUXMbaKuzIQfZ,LD,Landscape structure influences bee community and coffee pollination at different spatial scales,"Pollinator exclusion experiments were performed in all 15 of them, while we collected floral visitors on 10",Yes,"need to update this bc cant unselect . These three radii (2 km, 1 km and 300 m) were considered three different spatial scales in order to cover the “scales of effect” of bees with different foraging distances",Sites,1,100m,51m² - 100m²,.1-10,,Yes,"101m² - 500m²,1-10 km²",1,No
2020-04-22,FALSE,FALSE,R_2PcUXMbaKuzIQfZ,LD,Landscape structure influences bee community and coffee pollination at different spatial scales,"Pollinator exclusion experiments were performed in all 15 of them, while we collected floral visitors on 10",Yes,"need to update this bc cant unselect . These three radii (2 km, 1 km and 300 m) were considered three different spatial scales in order to cover the “scales of effect” of bees with different foraging distances",Sites,2,500m,101m² - 500m²,.1-10,,Yes,"101m² - 500m²,1-10 km²",1,No
2020-04-22,TRUE,FALSE,R_1cYrpTbL6vXss8W,SDJ,Landscape structure influences urban vegetation vertical structure,assessment of vegetation vertical structure in urban systems and the drivers of vertical structure heterogeneity in Brisbane at two spatial scales,No,they assess 1 km2 and 1 ha resolutions for LiDar data across all much of Brisbane,Sites,1,10km,1-10 km²,.1-10,Plots,No,,0,No
