review_round,reviewer_init,doublerev,title,reviewer_comments,outsidereviewer,outsidereviewer_notes,exclusion_reason,fullquestion,exclusion_id,SourcePublication,PublicationYear,FirstAuthor
1,KCG,FALSE,Local perspectives and global archetypes in scenario development,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2016,Wardropper
1,GV,FALSE,"Long-Term Forest Dynamics and Land-Use Abandonment in the Mediterranean Mountains, Corsica, France",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2013,Sanz
1,CK,FALSE,"Look to seedling heights, rather than functional traits, to explain survival during extreme heat stress in the early stages of subtropical rainforest restoration",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,NA,Gardiner
1,SDJ,FALSE,Lost in Transactions: Analysing the Institutional Arrangements Underpinning Urban Green Infrastructure,SDJ: case study of a framework for why green infrastructure fails to be implemented (human driver),NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2018,Mekala
1,CK,FALSE,LTSER platforms as a place-based transdisciplinary research infrastructure: learning landscape approach through evaluation,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE ECOLOGY,2019,Angelstam
1,GV,FALSE,Macroalgal species richness and assemblage composition of the Great Barrier Reef seabed,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MARINE ECOLOGY PROGRESS SERIES,2013,Hurrey
1,KCG,FALSE,"Macroepibenthic communities at the tip of the Antarctic Peninsula, an ecological survey at different spatial scales",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,POLAR BIOLOGY,2016,Gutt
1,AK,FALSE,Mainstreaming of ecosystem services as a rationale for ecological restoration in Australia,AK: survey - public's willingness to pay for restoration connected to services,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2019,Matzek
1,LB,FALSE,Mainstreaming urban ecosystem services: A national survey of municipal foresters,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,URBAN ECOSYSTEMS,2013,Young
1,AK,FALSE,Managed flooding can augment the benefits of natural flooding for native wetland vegetation,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2019,Duong
1,TM,FALSE,Managing landscape heterogeneity in different socio-ecological contexts: contrasting cases from central Loess Plateau of China and southern Finland,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE ECOLOGY,2015,Lu
1,GV,FALSE,Mapping carbon flux uncertainty and selecting optimal locations for future flux towers in the Great Plains,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE ECOLOGY,2012,Gu
1,TM,FALSE,Mapping ecological vulnerability to fire for effective conservation management of natural protected areas,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL MODELLING,2015,Aretano
1,SDJ,FALSE,Mapping human influence intensity in the Tibetan Plateau for conservation of ecological service functions,SDJ: ES mentioned at the end of abstract. Seems like a mapping project. ES not measured,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2018,Li
1,TM,FALSE,Mapping natural capital: optimising the use of national scale datasets,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOGRAPHY,2015,Henrys
1,KCG,FALSE,Mapping wetland loss and restoration potential in Flanders (Belgium): an ecosystem service perspective.,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2016,Decleer
1,LD,FALSE,"Marine Ecosystems as Complex Adaptive Systems: Emergent Patterns, Critical Transitions, and Public Goods","LD: more of a modeling framework, not directly relevant",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEMS,2017,Hagstrom
1,KCG,FALSE,Measures and planning for wetland restoration of Xianghe Segment of China's Grand Canal,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,2016,Wu
1,IS,FALSE,Measuring progress in status of land under forest landscape restoration using abiotic and biotic indicators,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2018,Dudley
1,TM,FALSE,Measuring sensitivity of robustness and network indices for an estuarine food web model under perturbations,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL MODELLING,2015,Mukherjee
1,LB,FALSE,Measuring the relative resilience of subarctic lakes to global change: redundancies of functions within and across temporal scales,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2013,Angeler
1,TM,FALSE,MESOCLOSURES - increasing realism in mesocosm studies of ecosystem functioning,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,METHODS IN ECOLOGY AND EVOLUTION,2015,Lahteenmaki
1,AK,FALSE,Metabarcoding of shrimp stomach content: Harnessing a natural sampler for fish biodiversity monitoring,AK: seems like they are just interested in applying a new technique to assess estuarine biodiversity,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MOLECULAR ECOLOGY RESOURCES,2019,Siegenthaler
1,JL,FALSE,Metacognitive learning in the ecology classroom: A tool for preparing problem solvers in a time of rapid change?,JL: Social/educational study on learning,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2016,Spellman
1,TK,FALSE,Micronesian Mangrove Forest Structure and Tree Responses to a Severe Typhoon,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,WETLANDS,2010,Kauffman
1,TK,FALSE,Mismatches between legislative frameworks and benefits restrict the implementation of the Ecosystem Approach in coastal environments,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MARINE ECOLOGY PROGRESS SERIES,2011,Holt
1,TK,FALSE,Modeling the effects of abiotic and biotic factors on the depth distribution of Fucus vesiculosus in the Baltic Sea,TK: Models the distribution of a seaweed.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MARINE ECOLOGY PROGRESS SERIES,2012,Alexandridis
1,IS,FALSE,"Modeling the potential natural vegetation of Minnesota, USA",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL INFORMATICS,2017,Fore
1,KCG,FALSE,Modelling N mineralisation from sludge-amended soils across agro-ecological zones: A case study from South Africa,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL MODELLING,2016,Ogbazghi
1,AIS,FALSE,Molecular analysis reveals high compartmentalization in aphid-primary parasitoid networks and low parasitoid sharing between crop and noncrop habitats,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MOLECULAR ECOLOGY,2014,Derocles
1,TK,FALSE,"Monitoring and evaluating large-scale, 'open-ended' habitat creation projects: A journey rather than a destination",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL FOR NATURE CONSERVATION,2011,Hughes
1,AK,FALSE,"Mottled motivations and narrow incentives: Exploring limitations of direct incentive policies in the Western Ghats, Inddia",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2019,Bose
1,LB,FALSE,"Movement, impacts and management of plant distributions in response to climate change: insights from invasions",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,OIKOS,2013,Caplat
1,GV,FALSE,Multiple anthropogenic stressors and the structural properties of food webs,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY,2012,O'Gorman
1,SDJ,FALSE,"Multiple conservation criteria, discursive conflicts and stakeholder preferences in the era of ecological modernization",SDJ: not readable,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2018,Troumbis
1,AIS,FALSE,Multiple dimensions of bat biodiversity along an extensive tropical elevational gradient,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF ANIMAL ECOLOGY,2014,Cisneros
1,SDJ,FALSE,Native seed trade of herbaceous species for restoration: a European policy perspective with global implications,SDJ: policy and standards for seed sector. no EF/ES measured,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2018,Abbandonato
1,TM,FALSE,Natural habitat does not mediate vertebrate seed predation as an ecosystem dis-service to agriculture,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2015,Schaeckermann
1,TM,FALSE,"Neonicotinoid insecticide travels through a soil food chain, disrupting biological control of non-target pests and decreasing soya bean yield",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2015,Douglas
1,AIS,FALSE,New York City's oyster gardeners: Memories and meanings as motivations for volunteer environmental stewardship,AIS: interview-based study,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2014,Krasny
1,KCG,FALSE,Niche partitioning in a sympatric cryptic species complex,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND EVOLUTION,2016,Scriven
1,AK,FALSE,No net loss for people and biodiversity,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,CONSERVATION BIOLOGY,2019,Griffiths
1,KCG,FALSE,Non-market food provisioning services via homegardens and communal sharing in satoyama socio-ecological production landscapes on Japan's Noto peninsula,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2016,Kamiyama
1,AIS,FALSE,Novel ecosystems and the emergence of cultural ecosystem services,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2014,Collier
1,GV,FALSE,Nursery-propagated plants from seed: a novel tool to improve the effectiveness and sustainability of seagrass restoration,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,2012,Balestri
1,CK,FALSE,Obligate groundwater crustaceans mediate biofilm interactions in a subsurface food web,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRESHWATER SCIENCE,2019,Weitowitz
1,LB,FALSE,On the hope for biodiversity-friendly tropical landscapes,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,TRENDS IN ECOLOGY & EVOLUTION,2013,Melo
1,KCG,FALSE,On-farm habitat restoration counters biotic homogenization in intensively managed agriculture,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,GLOBAL CHANGE BIOLOGY,2016,Ponisio
1,TM,FALSE,Optimization of supplementary feeding programs for European vultures depends on environmental and management factors,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2015,Moreno-Opo
1,TK,FALSE,"Panarchy Rules: Rethinking Resilience of Agroecosystems, Evidence from Dutch Dairy-Farming",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2011,van Apeldoorn
1,LB,FALSE,Participatory development of a new interactive tool for capturing social and ecological dynamism in conservation prioritization,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2013,Pert
1,SDJ,FALSE,Participatory multi-criteria decision aid: Operationalizing an integrated assessment of ecosystem services,SDJ: participatory decision making,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2018,Langemeyer
1,AIS,FALSE,"Patterns of livestock activity on heterogeneous subalpine pastures reveal distinct responses to spatial autocorrelation, environment and management",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MOVEMENT ECOLOGY,2015,Homburger
1,AK,FALSE,Patterns of rangeland productivity and land ownership: Implications for conservation and management,"AK: a little unclear to me if this should be included, I lean towards no - they look at range land productivity and ownership",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL APPLICATIONS,2019,Robinson
1,CK,FALSE,"Perimeter-area ratio effects of urbanization intensity on forest characteristics, landscape patterns and their associations in Harbin City, Northeast China",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,URBAN ECOSYSTEMS,2019,Lv
1,IS,FALSE,Photovoice for mobilizing insights on human well-being in complex social-ecological systems: case studies from Kenya and South Africa,IS: Focuses on perceptions of ES,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2018,Masterson
1,CK,FALSE,Physiological consequences of rising water salinity for a declining freshwater turtle,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,CONSERVATION PHYSIOLOGY,2019,Agha
1,CK,FALSE,"Plant Community Composition and Biodiversity Patterns in Urban Parks of Portland, Oregon",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,Talal
1,TM,FALSE,"Plant functional traits as a promising tool for the ecological restoration of degraded tropical metal-rich habitats and revegetation of metal-rich bare soils: A case study in copper vegetation of Katanga, DRC",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2015,Ilunga
1,IS,FALSE,Plant life in campo rupestre: New lessons from an ancient biodiversity hotspot,IS: special issue synthesis,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FLORA,2018,Morellato
1,LB,FALSE,Plant species richness and abundance in residential yards across a tropical watershed: implications for urban sustainability,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2014,Vila-Ruiz
1,GV,FALSE,"Plantation forests, climate change and biodiversity",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2013,Pawson
1,KCG,FALSE,Pollinator floral provisioning by a plant invader: quantifying beneficial effects of detrimental species,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,DIVERSITY AND DISTRIBUTIONS,2016,Russo
1,TK,FALSE,Polylepis woodland remnants as biodiversity islands in the Bolivian high Andes,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2010,Gareca
1,JL,FALSE,Population-level responses of life history traits to flow regime in three common stream fish species,"JL: The paper focuses on fish population responses to abiotic drivers, only mention briefly that fishes generally support ES's, but no specificity on which services or how they are provided.",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOHYDROLOGY,2016,Bennett
1,IS,FALSE,Post-dispersal seed predation by Atlantic Forest squirrels monitoring lowland tapir latrines,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,TROPICAL ECOLOGY,2017,Srbek-Araujo
1,AK,FALSE,Potential anthropogenic regime shifts in three freshwater lakes in Tropical East Asia,"AK: ecological changes in low lat. lakes, no clear connection to EF",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRESHWATER BIOLOGY,2019,Bannister
1,AIS,FALSE,"Potential contributions of green spaces at business sites to the ecological network in an urban agglomeration: The case of the Ile-de-France region, France",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2014,Serret
1,LB,FALSE,Predation rates on semi-natural grasslands depend on adjacent habitat type,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BASIC AND APPLIED ECOLOGY,2013,Schneider
1,AIS,FALSE,Predicting distribution changes of a mire ecosystem under future climates,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,DIVERSITY AND DISTRIBUTIONS,2014,Keith
1,TM,FALSE,Predictions of future ephemeral springtime waterbird stopover habitat availability under global change,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2015,Uden
1,LB,FALSE,Prescribed burning in southwestern Australian forests,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2013,Burrows
1,GV,FALSE,Primed for Change: Developing Ecological Restoration for the 21st Century,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2013,Shackelford
1,AIS,FALSE,Priority river metrics for residents of an urbanized arid watershed,AIS: social survey,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE AND URBAN PLANNING,2015,Weber
1,JL,FALSE,Private landowners and environmental conservation: a case study of social-psychological determinants of conservation program participation in Ontario,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2017,Drescher
1,GV,FALSE,Projecting global mangrove species and community distributions under climate change,GV: Examines mangrove communtiy distributions but not direct services/function.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2013,Record
1,GV,FALSE,"Promoting community-based bird monitoring in the tropics: Conservation, research, environmental education, capacity-building, and local incomes",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2012,Sekercioglu
1,KCG,FALSE,Promoting ecosystem services through ecological planning in the Xianghe Segment of China's Grand Canal,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,2016,Guo
1,KCG,FALSE,Prospects for predicting changes to coastal wetland bird populations due to accelerated sea level rise,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2015,Nuse
1,IS,FALSE,"Providing ecosystem services in a challenging environment by dealing with bundles, trade-offs, and synergies",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2017,Gonzalez-Ollauri
1,LB,FALSE,Pulp feeders alter plant interactions with subsequent animal associates,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF ECOLOGY,2013,Fedriani
1,CK,FALSE,Punching above their weight: the ecological and social benefits of pop-up parks,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2019,Mata
1,AIS,FALSE,Quantifying land use effects on forested riparian buffer vegetation structure using LiDAR data,"AIS: measures traits of forest riparian area, which is important for stream ES - adding to questionable folder",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSPHERE,2015,Wasser
1,TM,FALSE,Quantifying spatiotemporal pattern of urban greenspace: new insights from high resolution data,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE ECOLOGY,2015,Qian
1,LD/CW,TRUE,Rapid evolution mitigates the ecological consequences of an invasive species (Bythotrephes longimanus) in lakes in Wisconsin,"LD/CW: Does not measure ES directly. Mentions water quality as ES in abstract, but use secchi depth along with other ecol vars in PCA to relate PCA score to daphnia size.. not testing influence of invasion on ES. Testing how biota changed after ES worsened (but not directly, through PC score as x-var).",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,Gillis
1,GV,FALSE,"Reaching for a sustainable, resilient urban future using the lens of ecosystem services",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2013,Jansson
1,AK,FALSE,REASONS FOR THE OCCURENCE OF SMALL FOREST PATCHES WITHIN POST-GLACIAL AREAS USED FOR AGRICULTURE IN NORTHERN POLAND,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,Pienkowski
1,SDJ,FALSE,Recent advances in environmental flows science and water management-Innovation in the Anthropocene,"SDJ: This seems like an abstract describing an entire Special Issue for a journal, not a single study. Probably should exclude",NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRESHWATER BIOLOGY,2018,Arthington
1,KCG,FALSE,Reduced reproductive fitness of an endemic insular juniper population: An eco-genetic mediation hypothesis,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2016,Garcia
1,GV,FALSE,Reforestation practice for enhancement of ecosystem services on a compacted surface mine: Path toward ecosystem recovery,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2013,Evans
1,GV,FALSE,Regime shifts and management,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ECONOMICS,2012,Crepin
1,NBD,FALSE,Relating tradable credits for biodiversity to sustainability criteria in a dynamic landscape,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,LANDSCAPE ECOLOGY,2009,Bruggeman
1,AK,FALSE,Relationships between urban green land cover and human health at different spatial resolutions,AK: effect of data resolution on relationship between landscape patterns and ecological processes.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,URBAN ECOSYSTEMS,2019,Tsai
1,KCG,FALSE,Relative Importance of Individual Climatic Drivers Shaping Arbuscular Mycorrhizal Fungal Communities,KCG: This paper doesn't take the step to EF and/or ES. Merely measures microbes and associated temperature and precipitation. No connection to regulation.,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,MICROBIAL ECOLOGY,2016,Xiang
1,TM,FALSE,Reshaping agri-environmental subsidies: From marginal farming to large-scale rewilding,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BASIC AND APPLIED ECOLOGY,2015,Merckx
1,TM,FALSE,Resilience of and through urban ecosystem services,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEM SERVICES,2015,McPhearson
1,GV,FALSE,Resilience Thinking and a Decision-Analytic Approach to Conservation: Strange Bedfellows or Essential Partners?,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2013,Johnson
1,AIS,FALSE,"Resilience to Stress and Disturbance, and Resistance to Bromus tectorum L. Invasion in Cold Desert Shrublands of Western North America",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEMS,2014,Chambers
1,JL,FALSE,"Resilience, political ecology, and well-being: an interdisciplinary approach to understanding social-ecological change in coastal Bangladesh",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2017,Hoque
1,TK,FALSE,Resistance to wildfire and early regeneration in natural broadleaved forest and pine plantation,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2010,Proenca
1,AIS,FALSE,"Responses of plants, earthworms, spiders and bees to geographic location, agricultural management and surrounding landscape in European arable fields",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2014,Luescher
1,AIS,FALSE,"Restoration design for Three Gorges Reservoir shorelands, combining Chinese traditional agro-ecological knowledge with landscape ecological analysis",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2014,Chen
1,AIS,FALSE,"Restoration ecology: Ecological fidelity, restoration metrics, and a systems perspective",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL ENGINEERING,2014,Weinstein
1,CK,FALSE,Restoration for multiple use,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,RESTORATION ECOLOGY,2019,Paschke
1,GV,FALSE,Restoration of Biodiversity and Ecosystem Services on Agricultural Land,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOSYSTEMS,2012,Rey Benayas
1,AIS,FALSE,Restoration of plant-pollinator interaction networks via species translocation,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,THEORETICAL ECOLOGY,2014,LaBar
1,AK,FALSE,"Rewilding as a restoration strategy for lowland agricultural landscapes: Stakeholder-assisted multi-criteria analysis in Dorset, UK",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL FOR NATURE CONSERVATION,2018,Loth
1,LB,FALSE,"Riverine macrosystems ecology: sensitivity, resistance, and resilience of whole river basins with human alterations",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,2014,McCluney
1,LB,FALSE,Robustness of early warning signals of regime shifts in time-delayed ecological models,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,THEORETICAL ECOLOGY,2013,Guttal
1,AIS,FALSE,Role of periphyton in ecological assessment of lakes,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,FRESHWATER SCIENCE,2014,DeNicola
1,KCG,FALSE,"Same time, same place: analyzing temporal and spatial trends in urban metabolism using proximate counties in the North Carolina Triangle",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,URBAN ECOSYSTEMS,2016,Metzger
1,SDJ,FALSE,Satellite sensor requirements for monitoring essential biodiversity variables of coastal ecosystems,SDJ: an explanation of what is needed to be able to monitor ES from satelites,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGICAL APPLICATIONS,2018,Muller-Karger
1,TK,FALSE,Scale matters: the impact of organic farming on biodiversity at different spatial scales,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY LETTERS,2010,Gabriel
1,TM,FALSE,Searching for the place of biodiversity in the ecosystem services discourse,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2015,Jax
1,TK,FALSE,Seasonal changes of functional groups in coleopteran communities in pine forests,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIODIVERSITY AND CONSERVATION,2010,Il Choi
1,IS,FALSE,"Seasonal variation in leaf age structure of the Eelgrass Zostera marina on the eastern coast of the Shandong Peninsula, China",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,2018,Fang
1,GV,FALSE,Seeding ecological restoration of tropical forests: Priority setting under REDD+,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,BIOLOGICAL CONSERVATION,2012,Kettle
1,LB,FALSE,"Seeing the forest for the trees: hybridity and social-ecological symbols, rituals and resilience in postdisaster contexts",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2014,Tidball
1,CK,FALSE,Seeking compromise across competing goals in conservation translocations: The case of the 'extinct' Floreana Island Galapagos giant tortoise,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF APPLIED ECOLOGY,NA,Hunter
1,TM,FALSE,Sensitivity of Secretive Marsh Birds to Vegetation Condition in Natural and Restored Wetlands in Wisconsin,NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,JOURNAL OF WILDLIFE MANAGEMENT,2015,Glisson
1,GV,FALSE,"Shifting Restoration Policy to Address Landscape Change, Novel Ecosystems, and Monitoring",NA,NA,NA,no_efes,This paper does NOT directly measure/model an EF and/or ES,3,ECOLOGY AND SOCIETY,2012,Zedler
