"Round2_reviewer","Number","MeetsCriteria_matches","Round1_reviewer","Comments","FirstAuthor","Title","AuthorsFull","SourcePublication","Abstract","PublicationDate","PublicationYear"
"Laura",1282,1,"Anna","they actually measure ES!","Guerra","Mapping Soil Erosion Prevention Using an Ecosystem Service Modeling Framework for Integrated Land Management and Policy","Guerra, Carlos A.; Pinto-Correia, Teresa; Metzger, Marc J.","ECOSYSTEMS","Current spatially explicit approaches to map and assess ecosystem services are often grounded on unreliable proxy data based on land use/cover to derive ecosystem service indicators. These approaches fail to make a distinction between the actual service provision and the underlying ecosystem capacity to provide the service. We present an integrative conceptual framework to estimate the provision of soil erosion prevention by combining the structural impact of soil erosion and the social-ecological processes that allow for its mitigation. The framework was tested and illustrated in the Portel municipality in Southern Portugal, a Mediterranean silvo-pastoral system that is prone to desertification and soil degradation. The results show a clear difference in the spatial and temporal distribution of the capacity for ecosystem service provision and the actual ecosystem service provision. It also shows that although the average actual ecosystem service provision in the region is sufficient to mitigate the existing structural impact, vulnerable areas can be identified where significant soil losses are not mitigated at present. This becomes more significant when comparing different land management intensities. Considering these results, we argue that the general assumption that there is an almost direct relation between the capacity for ecosystem service provision of a given area and the actual ecosystem service provision is wrong. We also discuss how the framework presented here could be used to support land management and policy, and how it can be adapted for other regulating services.","AUG",2014
"Laura",965,0,"Kathryn",NA,"Hu","Community size, activity and C:N stoichiometry of soil microorganisms following reforestation in a Karst region","Hu, Ning; Li, Hui; Tang, Zheng; Li, Zhongfang; Li, Guichun; Jiang, Yong; Hu, Xiaomin; Lou, Yilai","EUROPEAN JOURNAL OF SOIL BIOLOGY","Reforestation has been widely adopted to restore soil fertility and ecosystem service in the rocky-desertifled Karst region of southwestern China. As a key indicator of ecosystem restoration, soil microbial characteristics however remained poorly understood following reforestation on the degraded Karst soils. This study employed site comparisons along a chronosequence of Toona sinensis reforestation in soil microbial biomass carbon (MBC), microbial biomass nitrogen (MBN), basal respiration (BR), microbial metabolic quotient (qCO(2)), microbial quotient (MBC:TOC), and microbial C:N stoichiometry. Results showed that MBC, MBN, BR as well as soil organic C and N contents, moisture and porosity increased with the reforestation age. The 0-yr control of bare soil showed the highest microbial metabolic quotient (qCO(2), 2.48 mg g(-1) h(-1)) and lowest microbial quotient (MBC:TOC, 2.29%), reflecting the disturbed and stressed habitats. After 12-yr reforestation, qCO(2) decreased to 1.49 mg g(-1) h(-1) and MBC:TOC increased to 4.70%, due to the disturbance cessation and the weakened stress. The consistent increases in microbial C:N ratio and soil C:N ratio under the reforestation indicated microbial adaptive response to substrate resource stoichiometry. This study suggested that these microbial indices independently or in combination can be used as the early indicators of the restoration of Karst ecosystems. (C) 2016 Elsevier Masson SAS. All rights reserved.","MAR-APR",2016
"Laura",12,0,"Claire","connects abundance to ES of 'refugia'","Huang","Masonry walls as sieve of urban plant assemblages and refugia of native species in Chongqing, China","Huang, Li; Qian, Shenhua; Li, Ting; Jim, C. Y.; Jin, Cheng; Zhao, Liang; Lin, Dunmei; Shang, Kankan; Yang, Yongchuan","LANDSCAPE AND URBAN PLANNING","Urbanization imposes notable threats to global biodiversity. Masonry retaining and city walls offer unusual ruderal habitats for spontaneous establishment of unique plant communities which may flourish despite urban disturbance and intensification. We comprehensively surveyed the wall-plant communities in Chongqing in southwest China to investigate their special urban ecology and their role in sustaining urban biodiversity. From 289 masonry walls, we recorded 205 plant species under 164 genera and 78 families. Perennial and annual herbs were the most common growth forms by species number. Despite accommodating 27 tree species and 6538 tree individuals, three dominant ones, respectively two Moraceae members Ficus virens which is a strangler fig and Broussonetia papyrifera, and Robinia pseudoacacia (Leguminosae), constituted 94% of the wall-tree stock. Detailed analysis of tree height distribution shed light on species recruitment dynamics. The dispersal agents differentiated sharply by growth form, with 73% herbaceous species wind-dispersed in comparison with 70.2% woody species bird-dispersed. The endemism and floristic characteristics of wall-plant communities were influenced by the regional urban flora, particularly for dominant wall trees; similar traits were found in the wall flora of Nanjing and Hong Kong. The low similarity in species composition between walls and nearby ground plant communities suggested the critical role played by walls in protecting the disturbance-intolerant native plants, including many Pteridophytes. The conservation values and biodiversity contributions of masonry walls in Chongqing are worthy of special attention. The findings could provide the basis to maintain urban ecosystem services and for nature-based ecological urban designs.","NOV",2019
"Laura",308,1,"Sierra","a framework for expanding ecological research to address human health in cities but provides examples of heat, vector borne diseases, pollution, and accessible greenspace (includes ""multifunctionality"")","Jenerette","Ecological contributions to human health in cities","Jenerette, G. Darrel","LANDSCAPE ECOLOGY","Context Ecological research, from organismal to global scales and spanning terrestrial, hydrologic, and atmospheric domains, can contribute more to reducing health vulnerabilities. At the same, ecological research directed to health vulnerabilities provides a problem-based unifying framework for urban ecologists. Objective Provide a framework for expanding ecological research to address human health vulnerabilities in cities. Methods I pose an urban ecology of human health framework that considers how the ecological contributions to health risks and benefits are driven by interacting influences of the environment, active management, and historical legacies in the context of ecological self-organization. The ecology of health framework is explored for contrasting examples includingheat, vector borne diseases, pollution, and accessible greenspace both individually and in a multifunctional landscape perspective. Results Urban ecological processes affect human health vulnerability through contributions to multiple hazard and well-being pathways. The resulting multifunctional landscape of health vulnerability features prominent hotspots and regional injustices. A path forward to increase knowledge of the ecological contributions to health vulnerabilities includes increased participation in in interdisciplinary teams and applications of high resolution environmental sensing and modeling. Conclusions Research and management from a systems and landscape perspective of ecological processes is poised to help reduce urban health vulnerability and provide a better understanding of ecological dynamics in the Anthropocene.","OCT",2018
"Laura",348,1,"Sierra","the ecosystem function link is not clear. measurement is of germination","Jimenez-Alfaro","Germination ecology of winter annual grasses in Mediterranean climates: Applications for soil cover in olive groves","Jimenez-Alfaro, Borja; Hernandez-Gonzalez, Matias; Fernandez-Pascual, Eduardo; Toorop, Peter; Frischie, Stephanie; Galvez-Ramirez, Candido","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","The sustainability of Mediterranean agroecosystems is threatened by several factors, soil erosion being the most important one due to poor management practices. Seeding native grasses for ground cover is an effective practice to protect soil and enhance ecosystem services, but the species to be used should be adapted to the climatic conditions and the particular requirements of each system. Here, we studied seed germination timing of six winter annual grasses: Aegilops triuncialis, Anisantha madritensis, Anisantha rubens, Bromus hordeaceus, Hordeurn nuirinum and Trachynia distachya; with potential for ground cover in olive groves of the Iberian Peninsula. We conducted germination experiments under eight treatments of constant and alternate temperatures and seven treatments of water potential, and fitted hydro- and thermal-time models to assess possible responses of seedbased populations to regional climate. In all species, recently-harvested seeds showed high germination rates across a wide range of temperatures, while winter-stored seeds were highly tolerant to moisture stress. Our results suggest that environmental conditions rather than dormancy prevent germination of the studied species after dispersal. This germination pattern contrasts with the deep physiological dormancy described for winter annuals in temperate climates and desert regions, indicating a special adaptation of the studied populations for the long dry season in Mediterranean climates. We conclude that the regeneration ecology of these widelydistributed grasses makes them an excellent source of seeds for ground cover in Mediterranean woody crops.","43661",2018
"Laura",9,1,"Claire",NA,"Keller","Salt marsh shoreline geomorphology influences the success of restored oyster reefs and use by associated fauna","Keller, Danielle A.; Gittman, Rachel K.; Brodeur, Michelle C.; Kenworthy, Matthew D.; Ridge, Justin T.; Yeager, Lauren A.; Rodriguez, Antonio B.; Fodrie, F. Joel","RESTORATION ECOLOGY","Restoration is increasingly implemented as a strategy to mitigate global declines in biogenic habitats, such as salt marshes and oyster reefs. Restoration efforts could be improved if we knew how site characteristics at landscape scales affect the ecological success of these foundation species. In this study, we determined how salt marsh shoreline geomorphologies (e.g. with variable hydrodynamic energy, fetch, erosion rates, and slopes) affect the success of restored intertidal oyster reefs, as well as how fauna utilize restored reefs and forage along marsh habitats. We constructed oyster reefs along three marsh shoreline geomorphologies in May 2012: 1) ""creek"" (small-fetch, gradual-sloped shoreline), ""ramp"" (large-fetch, gradual-sloped shoreline), and ""scarp"" (large-fetch, steep-sloped shoreline). Following recruitment, oyster spat density was greatest on ramp reefs; however, 2 years later, the highest adult oyster densities were found on creek reefs. Total nekton and blue crab catch rates in trawl nets were highest in the creek, while piscivore catch rates in gill nets were highest along the scarp shoreline. We found no difference in predation on snails in the salt marsh behind constructed reef and nonconstructed reference sites, but there were more snails consumed in the creek shoreline, which corresponded with the distribution of their major predator-blue crabs. We conclude that oyster reef construction was most successful for oysters in small-fetch, gradual-sloped, creek environments. However, nekton abundance did not always follow the same trends as oyster density, which could suggest constructed reefs may offer similar habitat-related functions (prey availability and refuge) already present along existing salt marsh borders.","NOV",2019
"Laura",1284,1,"Anna","I think this paper communicates that biodiversity is a proxy for ES well enough","Leopardas","Benthic macrofaunal assemblages in multispecific seagrass meadows of the southern Philippines: Variation among vegetation dominated by different seagrass species","Leopardas, Venus; Uy, Wilfredo; Nakaoka, Masahiro","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Although the influence of seagrasses on the diversity and abundance of associated fauna is generally well understood, the effects of seagrass specific identity are not. To determine whether benthic epifaunal and infaunal assemblage patterns vary by the identity of dominant seagrass species in shallow water meadows, we compared quantitative measures of faunal species richness, abundance, and assemblage structure among beds dominated by Cymodocea rotundata, Enhalus acoroides, and Thalassia hemprichii the study site was at Lopez Jaena, Misamis Occidental Province in the southern Philippines. The Cymodocea-dominated vegetation had higher seagrass shoot density and lower seagrass biomass than those dominated by Enhalus and Thalassia. Across vegetation types, we encountered 30 and 15 species of epifauna and infauna at average densities of 1.73 and 0.82 animals/core (0.0314 m(2)), respectively. Neither densities and species richnesses of epifauna and infauna nor species composition varied significantly by vegetation type. Multivariate analyses of macrofaunal assemblage structure and abiotic/biotic environmental factors demonstrated that seagrass aboveground biomass explained a significant proportion of the multivariate variation in epifaunal species composition (39%); none of the potential explanatory variables was related to variation in ecological parameters of the infauna. Thus, seagrass specific identity is not a good predictor of either macrofaunal abundance or diversity patterns. Although the ecological parameters of the benthic macrofauna may be influenced by seagrass biomass and structure, responses differ between epifauna and infauna. (C) 2014 Elsevier B.V. All rights reserved.","AUG",2014
"Laura",750,1,"Julie",NA,"Liang","An integrated ecosystem service assessment in an artificial desert oasis of northwestern China","Liang, Youjia; Liu, Lijun","JOURNAL OF LAND USE SCIENCE","Spatially explicit integrated assessment of ecosystem services is a new and important research field in landscape ecology. The objective of this paper was to develop an integrated process-based modeling method to simulate changes in multiple ecosystem services in 2000-2009 at pixel and regional scales in the Zhangye oasis of northwestern China. Six ecosystem service indicators were selected and quantified using process-based models, including net primary production (NPP), grain production, net oxygen production (NOP), carbon sequestration (CS), water conservation, and soil conservation. Analytical results were as follows: (1) At the oasis scale, NPP, NOP, CS, water conservation, and soil conservation decreased from 2000 to 2009, whereas grain production increased. (2) At the pixel scale, the spatial changes in NPP were similar to those in NOP and CS, but changes in grain production showed the opposite pattern. Water conservation and soil conservation showed somewhat unintuitive spatial patterns. (3) The impact of land-use forms on ecosystem services showed that grazing and township construction both had negative impacts on all services, but that nature conservation and wetland development had positive impacts on all services. This research showed that the integrated modeling can be proposed as an environmental decision-making tool in similar case studies.",NA,2017
"Laura",1098,0,"Travis",NA,"Marini","Crop management modifies the benefits of insect pollination in oilseed rape","Marini, Lorenzo; Tamburini, Giovanni; Petrucco-Toffolo, Edoardo; Lindstrom, Sandra A. M.; Zanetti, Federica; Mosca, Giuliano; Bommarco, Riccardo","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","In a factorial field plot experiment, high and low levels of inorganic nitrogen and of insect pollinators visiting the crop were manipulated and their combined effects on oilseed rape yield were quantified. A third factor was also included, testing whether different cultivars responded differently to the tested factors. Insect pollination was required to reach high yield and seed quality (oil content). Final benefits of pollination service were, however, greatly modified by cultivar, where the seed yield of the open-pollinated cultivar largely depended on insect pollination whereas the two hybrid cultivars did not. A near significant interaction between nitrogen input and insect pollination was also found, i.e. benefits to crop yield from insect pollination seemed to increase with decreased nitrogen levels. The differential response of the three cultivars suggested opportunities to use cultivars that are less dependent on insect pollination in landscapes where this service has been deteriorated. Increased access of nitrogen seems to partly compensate yield losses from poor insect pollination. Integrating conservation, environmental and agronomic sciences is therefore crucial to sustain agriculture productions through optimized management of agronomic inputs and biodiversity-based ecosystem services. (C) 2015 Elsevier B.V. All rights reserved.","43709",2015
"Laura",905,0,"Kathryn",NA,"McClanahan","Geographic extent and variation of a coral reef trophic cascade","McClanahan, T. R.; Muthiga, N. A.","ECOLOGY","Trophic cascades caused by a reduction in predators of sea urchins have been reported in Indian Ocean and Caribbean coral reefs. Previous studies have been constrained by their site-specific nature and limited spatial replication, which has produced site and species-specific understanding that can potentially preclude larger community-organization nuances and generalizations. In this study, we aimed to evaluate the extent and variability of the cascade community in response to fishing across similar to 23 degrees of latitude and longitude in coral reefs in the southwestern Indian Ocean. The taxonomic composition of predators of sea urchins, the sea urchin community itself, and potential effects of changing grazer abundance on the calcifying benthic organisms were studied in 171 unique coral reef sites. We found that geography and habitat were less important than the predator-prey relationships. There were seven sea urchin community clusters that aligned with a gradient of declining fishable biomass and the abundance of a key predator, the orange-lined triggerfish (Balistapus undulatus). The orange-lined triggerfish dominated where sea urchin numbers and diversity were low but the relative abundance of wrasses and emperors increased where sea urchin numbers were high. Two-thirds of the study sites had high sea urchin biomass (>2,300 kg/ ha) and could be dominated by four different sea urchin species, Echinothrix diadema, Diadema savignyi, D. setosum, and Echinometra mathaei, depending on the community of sea urchin predators, geographic location, and water depth. One-third of the sites had low sea urchin biomass and diversity and were typified by high fish biomass, predators of sea urchins, and herbivore abundance, representing lightly fished communities with generally higher cover of calcifying algae. Calcifying algal cover was associated with low urchin abundance where as noncalcifying fleshy algal cover was not clearly associated with herbivore abundance. Fishing of the orange-lined triggerfish, an uncommon, slow-growing by-catch species with little monetary value drives the cascade and other predators appear unable to replace its ecological role in the presence of fishing. This suggests that restrictions on the catch of this species could increase the calcification service of coral reefs on a broad scale.","JUL",2016
"Laura",786,1,"Julie",NA,"McHale","Carbon lost and carbon gained: a study of vegetation and carbon trade-offs among diverse land uses in Phoenix, Arizona","McHale, Melissa R.; Hall, Sharon J.; Majumdar, Anandamayee; Grimm, Nancy B.","ECOLOGICAL APPLICATIONS","Human modification and management of urban landscapes drastically alters vegetation and soils, thereby altering carbon (C) storage and rates of net primary productivity (NPP). Complex social and ecological processes drive vegetation cover in cities, leading to heterogeneity in C dynamics depending on regional climate, land use, and land cover. Recent work has demonstrated homogenization in ecological processes within human-dominated landscapes (the urban convergence hypothesis) in soils and biotic communities. However, a lack of information on vegetation in arid land cities has hindered an understanding of potential C storage and NPP convergence across a diversity of ecosystem types. We estimated C storage and NPP of trees and shrubs for six different land-use types in the arid metropolis of Phoenix, Arizona, USA, and compared those results to native desert ecosystems, as well as other urban and natural systems around the world. Results from Phoenix do not support the convergence hypothesis. In particular, C storage in urban trees and shrubs was 42% of that found in desert vegetation, while NPP was only 20% of the total NPP estimated for comparable natural ecosystems. Furthermore, the overall estimates of C storage and NPP associated with urban trees in the CAP ecosystem were much lower (8-63%) than the other cities included in this analysis. We also found that C storage (175.25-388.94g/m(2)) and NPP (8.07-15.99gm(-2).yr(-1)) were dominated by trees in the urban residential land uses, while in the desert, shrubs were the primary source for pools (183.65g/m(2)) and fluxes (6.51gm(-2).yr(-1)). These results indicate a trade-off between shrubs and trees in arid ecosystems, with shrubs playing a major role in overall C storage and NPP in deserts and trees serving as the dominant C pool in cities. Our research supports current literature that calls for the development of spatially explicit and standardized methods for analyzing C dynamics associated with vegetation in urbanizing areas.",NA,2017
"Laura",1431,1,"Laurel",NA,"McPhearson","Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","McPhearson, Timon; Kremer, Peleg; Hamstead, Zoe A.","ECOSYSTEM SERVICES","As urbanization expands city planners and policymakers need to consider how ecological resources can be strategically developed and managed sustainably to meet the needs of urban populations. The ecosystem services (ES) approach provides a useful framework for assessing the status quo, setting goals, identifying benchmarks and prioritizing approaches to improving ecological functioning for urban sustainability and resilience. However, new tools are required for comprehensively evaluating urban ES for ecosystem management and to understand how local and regional trends and plans may affect ES provisioning. We develop an ES assessment methodology that can be used to assess multiple ES of urban green space and integrate them with social conditions in urban neighborhoods. Our approach considers social-ecological conditions and their spatial patterns across the urban landscape. Our analysis focuses on vacant land in New York City. Results suggest that a combined social-ecological approach to ES assessment yields new tools for monitoring and stacking ES. We find that clusters of vacant lots in areas with overlapping low ecological value (e.g. low concentration of green space) and high social need for ES (e.g. high population density) are primarily concentrated in three areas of the city - East Harlem, South Bronx and Central Brooklyn. (C) 2013 Elsevier B.V. All rights reserved.","SEP",2013
"Laura",853,0,"Julie","Effect of environmental drivers on edible mushroom ES's","Mengiste Taye","Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain","Mengiste Taye, Zelalem; Martinez-Pena, Fernando; Antonio Bonet, Jose; Martinez de Aragon, Juan; de-Miguel, Sergio","FUNGAL ECOLOGY","Integrating fungal-based ecosystem services into forest management planning and policy-making requires quantitative knowledge of the yields of fungal sporocarps and their environmental drivers. The aim of this study was to predict edible mushroom yield in Pinus pinaster forests of Central Spain, based on a 17-year data series. Two-stage mixed-effects models were used to examine the effect of predictors on mushroom occurrence and yield separately with the aim of providing further insight into the ecological system. Changes in seasonal precipitation represented the main weather-related driver affecting sporocarp emergence and production, since they were both positively influenced by late summer and early autumn precipitation. Soil acidity positively influenced Lactarius yield. Stand age and sandy soils showed a negative influence on mushroom production. The diversity of drivers became more apparent at the fungal species level. The models can be used for predicting the production of edible fungi under different meteorological and site conditions. (C) 2016 Elsevier Ltd and British Mycological Society. All rights reserved.","OCT",2016
"Laura",242,1,"Aislyn",NA,"Moges","Imbalance of Ecosystem Services of Wetlands and the Perception of the Local Community towards their Restoration and Management in Jimma Highlands, Southwestern Ethiopia","Moges, A.; Beyene, A.; Triest, L.; Ambelu, A.; Kelbessa, E.","WETLANDS","Wetlands provide vital services for the livelihoods of local peoples; however, the ecological integrity of wetlands in Ethiopia has not yet been studied. In this study, we investigated the main ecosystem services of wetlands among different land use types, incorporating local perception toward wetland management. Six wetlands were selected from forested, agricultural and urban areas in the Jimma highlands. A total of 332 local residents within a 5-km radius of each wetland were surveyed. An additional 34 development agents and district and zonal experts were interviewed. The provisioning and cultural services were found to surpass the regulatory and supporting services of wetlands in agricultural and urban land uses compared with wetlands located in the forest. Although most individuals positively viewed wetland regulation and supporting services, the majority of households (66%) were not interested in conserving wetlands because of small landholdings and the need to meet their livelihoods. Consequently, the vital regulatory and supporting services of impacted agricultural and urban wetlands are gradually becoming limited. Urgent action is, therefore, required to restore and protect these wetlands by promoting alternative livelihoods and improving the agricultural productivity of small landholders.","DEC",2018
"Laura",1437,0,"Laurel",NA,"Moretti","Linking traits between plants and invertebrate herbivores to track functional effects of land-use changes","Moretti, Marco; de Bello, Francesco; Ibanez, Sebastien; Fontana, Simone; Pezzatti, Gianni B.; Dziock, Frank; Rixen, Christian; Lavorel, Sandra","JOURNAL OF VEGETATION SCIENCE","Questions: Ecosystem functions and underlying services are strongly influenced by multitrophic relationships, with functional traits playing a central role in structuring them. Which traits and functional metrics mediate the impact of different types of land use on ecosystem function within and across trophic levels? \ Methods: We studied the functional relationships between plants and grasshoppers in sub-alpine grasslands under different management regimes in the Central French Alps. We applied the theoretical multitrophic response-effect framework described by (Journal of Vegetation Science, 24, this issue) to identify key traits linking plants and grasshoppers to biomass production. The linkages between selected plant and grasshopper traits were analysed using community-weighted mean traits (CWM) and functional diversity (FD; Rao's quadratic diversity). Results: Uni-and multivariate models provided evidence about the relative importance of trait linkages within and across trophic levels. We showed that management affected both plant and grasshopper traits and that the interaction between themwas linked to biomass production. While a number ofCWMtraits and FD were involved in the interaction, CWM of leaf dry matter content (LDMC) and grasshopper dry bodymass (GMass) chieflymediated the impact of management change on biomass production. Conclusions: Our study suggests that both trait values of the most abundant species and functional trait variation within and across trophic levels in combination may best explain the impact of land-use changes on ecosystem function. To improve ourmechanistic understanding across trophic levels, a better knowledge of response and effect traits remains a major goal, especially for animal ecologists, while a strong collaboration among disciplines is needed to bridge the existing gaps.","SEP",2013
"Laura",1455,0,"Laurel",NA,"Munoz","Contribution of woody habitat islands to the conservation of birds and their potential ecosystem services in an extensive Colombian rangeland","Munoz, Juan C.; Aerts, Raf; Thijs, Koen W.; Stevenson, Pablo R.; Muys, Bart; Sekercioglu, Cagan H.","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","In agricultural landscapes, patches of natural or semi-natural habitat are crucial for the survival of plant and animal populations, which in turn are essential to maintain ecosystem functioning. Species composition and diversity of trees and birds among woody habitat islands were compared in a Colombian rangeland to assess how habitat characteristics influence bird community composition, bird species traits and their potential ecosystem services. Bird and tree diversity was higher in gallery forest fragments compared to hedgerows and isolated tree islands within rangelands. Forest fragments shared over 50% of their bird and tree species with tree islands and hedgerows, yet communities differed markedly. Tree islands and hedgerows had relatively more endozoochorous and small-seeded tree species and hosted birds of forest, savanna and shrubland, while forest fragments had more synzoochorous and large-seeded tree species and primarily hosted forest birds. Hedges and tree islands contribute to the conservation of forest bird and tree biodiversity in rangeland, but gallery forests are essential for the conservation of less tolerant forest species. The savanna rangeland acts as an ecological filter between the gallery forests and the hedges and tree islands, which in turn facilitate the spillover of tolerant forest birds and their ecological functions, including tree seed dispersal, into the rangeland, and thus support regional forest conservation and restoration. (C) 2013 Elsevier B.V. All rights reserved.","43647",2013
"Laura",928,0,"Kathryn",NA,"Natarajan","Ecological assessment of a transitioned stormwater infiltration basin","Natarajan, Poornima; Davis, Allen P.","ECOLOGICAL ENGINEERING","Infiltration basins are stormwater control measures (SCMs) widely employed for urban stormwater management. A transitioned infiltration basin is a failed infiltration basin that has gradually transformed into a wetland- or wetpond-like practice. The transitioned basin was found to effectively control the storm runoff flows and volumes, and improve the discharge water quality, thereby reducing the downstream hydrologic and pollutant loads on most occasions. Qualitative assessment of the site showed presence of wetland and non-wetland vegetation, small animals, and some potential for cultural benefit. The ecological evaluation demonstrated that runoff management and habitat provision in a sub-urban setting enhance the overall functionality of this new type of SCM ecosystem. A functionality assessment guide was developed for assessing infiltration basins considered to have failed. The Level-1 assessment includes visual criteria such as hydrophytic vegetation, hydric soils, hydrologic regime modification, and design check. The rapid assessment plans developed in this study can be applied to determine the ecological and stormwater management functions and benefits of failed/transitioning/transitioned basins, and may be adapted for other similar SCMs. (C) 2016 Elsevier B.V. All rights reserved.","MAY",2016
"Laura",397,1,"Sierra","biotic homogenization","Price","Biotic homogenization of regional wetland plant communities within short time-scales in the presence of an aggressive invader","Price, Edward P. F.; Spyreas, Greg; Matthews, Jeffrey W.","JOURNAL OF ECOLOGY","Biotic homogenization (BH), a process by which -diversity erodes, represents a severe threat to biodiversity. Wetland plant communities may be especially susceptible to BH; however, this process has rarely been quantified and represents just one of many possible outcomes of compositional change. Likewise, few studies have used more than two timepoints to investigate BH as a dynamic temporal process. To address these issues, we quantified changes in -diversity amongst 48 herbaceous emergent wetlands across a landscape over four timepoints from 1997 to 2015. Pairwise occurrence- and abundance-based dissimilarity metrics were used to quantify -diversity. Nonmetric multidimensional scaling was used to map these changes in compositional similarity through time, and repeated measures ANOVA via randomization was used to test for a significant effect of time on -diversity. Results indicated that herbaceous emergent wetlands homogenized in Illinois over 15years due to the increased presence and abundance of Phalaris arundinacea and the decline of several other species. Temporal dynamics of -diversity differed between occurrence- and abundance-based analyses. Synthesis. Using both presence-absence and abundance data to investigate BH helped avoid underestimating the impact of BH on -diversity, and drew attention to different temporal dynamics in -diversity at these two resolutions of community structure. This study highlights challenges associated with investigating BH, such as problems documenting the process where homogenization is not occurring in every site in a region, or where sites are converging towards more than one homogenized state. Incorporating concepts like alternative stable states may be helpful in resolving these issues, and present a more realistic picture of ecological change.","MAY",2018
"Laura",1899,0,"Nick","trait based analysis to make predictions of ecosystem service delivery","Quetier","Plant-trait-based modeling assessment of ecosystem-service sensitivity to land-use change","Quetier, Fabien; Lavorel, Sandra; Thuiller, Wilfried; Davies, Ian","ECOLOGICAL APPLICATIONS","Evidence is accumulating that the continued provision of essential ecosystem services is vulnerable to land-use change. Yet, we lack a strong scientific basis for this vulnerability as the processes that drive ecosystem-service delivery often remain unclear. In this paper, we use plant traits to assess ecosystem-service sensitivity to land-use change in subalpine grasslands. We use a trait-based plant classification (plant functional types, PFTs) in a landscape modeling platform to model community dynamics under contrasting but internally consistent land-use change scenarios. We then use predictive models of relevant ecosystem attributes, based on quantitative plant traits, to make projections of ecosystem-service delivery. We show that plant traits and PFTs are effective predictors of relevant ecosystem attributes for a range of ecosystem services including provisioning (fodder), cultural (land stewardship), regulating (landslide and avalanche risk), and supporting services (plant diversity). By analyzing the relative effects of the physical environment and land use on relevant ecosystem attributes, we also show that these ecosystem services are most sensitive to changes in grassland management, supporting current agri-environmental policies aimed at maintaining mowing of subalpine grasslands in Europe.","DEC",2007
"Laura",298,0,"Aislyn",NA,"Rana","Staging stewards of agro-ecosystems in the ecosystem services framework","Rana, Kartika; Goyal, Neha; Sharma, Gyan Prakash","ECOSYSTEM SERVICES","Ecosystems provide services which are central to human well-being. However, they are undergoing rapid change due to human interferences. In times of globalization and cosmopolitan citizenship, boundaries (fringe) between rural and urban landscapes are blurring which make agro-ecosystems vulnerable. Critical understanding of societal transformation driving ecological change across different scales, especially fringe landscapes is necessary for operationalizing a holistic growth model in developing nations. Ecosystem services provided by agroecosystems and their value to stakeholders are often overlooked in the conservation and resource management actions in India. An evaluation framework was designed, considering stakeholders with direct and indirect access to services for agro-ecosystem management. Users' demand for ecosystem services and their environmental behavior was assessed, using a combination of ES valuation tools and methods. Results highlight that direct users are the potential landscape stewards of agro-ecosystems. Being custodians of the ecosystem, there is a need for engagement of direct users in the present management interventions to ensure sustainable social-ecological systems in future. The study puts forward that the application of landscape stewardship concept can contribute to sustainable management of ecosystems, while considering the nested multi-scale dynamics of social-ecological systems in developing nations.","OCT",2018
"Laura",868,1,"Julie","Uses some actual data and a lot of modelling to estimate effect of active restoration on C and N pools","Reynolds","Ecosystem services returned through seagrass restoration","Reynolds, Laura K.; Waycott, Michelle; McGlathery, Karen J.; Orth, Robert J.","RESTORATION ECOLOGY","Ecosystem restoration is often costly, but can be effective at increasing biodiversity and ecosystem services. We used a case studyreseeding seagrass to a coastal lagoonto demonstrate the value of enhanced ecosystem services as a result of restoration. We modeled the recovery of areal plant coverage in a system where seagrasses were lost due to disease and disturbance, and estimated the value of the returned functions of nitrogen removal and carbon sequestration. We estimated, as of 2010, that this restoration removes 170 ton of nitrogen per year via denitrificiation and sequesters carbon at a rate of 630 tons carbon per year in the sediment. Further, we estimated that natural recovery would take more than 100 years to reach the areal coverage achieved by restoration using seeds in just 10 years. Restoration enhanced this recovery, and the earlier establishment of plants results in a net gain of at least 4,100 ton of nitrogen removed from the system via denitrification and 15,000 ton of carbon sequestered in the sediment. These services have significant ecological and societal value.","SEP",2016
"Laura",976,0,"Kathryn",NA,"Riechers","Perceptions of cultural ecosystem services from urban green","Riechers, Maraja; Barkmann, Jan; Tscharntke, Teja","ECOSYSTEM SERVICES","Cultural ecosystem services are growing in importance and their substantial contribution to well-being is well recognized. Yet, significant conceptual and methodological gaps exist, especially for urban ecosystems. We analyzed perceptions of cultural ecosystem services in the urban context of Berlin, based on qualitative research methods. Using expert and problem-centered interviews, we show how cultural ecosystem services are understood and which focus areas were emphasized. We compared our inductive codes with the Millennium Ecosystem Assessment. While our findings show supporting evidence for the Millennium Ecosystem Assessment classification, some categories had to be substituted and others adjusted to local citizen understandings. The results reveal a variety of intricate cultural ecosystem service perceptions. Hence, selecting and emphasizing only a few services without prior studies could misinform decision-makers and lead to biased policy outcome. Regionally specific perceptions of cultural benefits from urban green are important information for planning processes. Cultural ecosystem services could be one way to achieve awareness of socio-ecological aspects, as our results show linkages between cultural ecosystem services and urban social sustainability. Using qualitative cultural ecosystem service research could foster public participation and increase the input of regionally specific perceptions. (C) 2015 Elsevier B.V. All rights reserved.","FEB",2016
