"Round2_reviewer1","Round2_reviewer2","Number","MeetsCriteria_matches","Round1_reviewer","Comments","FirstAuthor","Title","AuthorsFull","SourcePublication","Abstract","PublicationDate","PublicationYear"
"Kathryn","Travis",1622,1,"Grant","tsunami protection","Venkatachalam","Modelling ecological and other risk factors influencing the outcome of the 2004 tsunami in Sri Lanka","Venkatachalam, A. J.; Kaler, J.; Price, A. R. G.","ECOSPHERE","The 2004 Asian tsunami caused widespread devastation across the Indian Ocean. Damage from the waves was influenced by complex interplay of many factors. Using regression models incorporating different impact indicators (occurrence of inundation, inundation distance, and human deaths), we examined factors that significantly influenced tsunami damage in southern Sri Lanka. Land elevation (which is positively correlated with forest presence), sand dunes and coastal convexity (which deflects waves), were protective factors, in terms of whether the tsunami wave inundated within an arbitrary distance of 15 m inland. Water bodies, saltpans and built-up areas (e. g., roads, development) increased wave inundation distance, while beaches and sand dunes were ameliorative. Built-up areas also increased death toll. Bathymetry, a proxy for wave height and force, was the only significant factor in all three multivariable models. Coastal areas with a steeper seaward bathymetric slope gradient were less prone to inundation and human fatalities, which is consistent other tsunami research. The presence of coral reefs was highly correlated with bathymetric slope gradient, implying a potentially protective role by coral reefs. Many factors showing greatest protective effect against tsunami damage are geographical features that cannot easily be modified. However, some defence factors identified, such as sand dunes, could potentially be protected. Given the wide-ranging ecosystem services, unrelated to tsunami protection, ongoing loss/degradation of natural systems including mangroves (not a significant factor in the multivariable models), could be damaging. This might impede certain future coastal development options in post-tsunami Sri Lanka.","FEB",2012
"Kathryn","Travis",434,1,"Sierra",NA,"Walker","Designed habitat heterogeneity on green roofs increases seedling survival but not plant species diversity","Walker, Emily A.; Lundholm, Jeremy T.","JOURNAL OF APPLIED ECOLOGY","1. Urban areas benefit from the ecosystem services provided by low input green roofs. However, limited substrate depth on these green roofs creates challenging conditions for plant establishment and survival, leading to industry reliance on non-native succulents. 2. Through a green roof and glasshouse study, we assessed the impact of simple design modifications to the green roof surface, including redistribution of substrate and addition of logs and pebble piles, on both substrate temperature and moisture content. We added seeds of 26 native species and quantified seedling density, species richness and composition over a single growing season. Overall effects of microsite heterogeneity on species diversity were assessed using species accumulation curves. 3. The modifications altered substrate temperature and moisture. Deep substrate (10-12 cm) and the presence of surface features reduced the temperature by 14.6 degrees C and, while surface features had mixed effects on substrate moisture on the green roof, pebble piles slowed moisture loss during a 6-week drought in the glasshouse. 4. Following drought conditions, seedling density and species richness were greatest, relative to seeded controls, where substrate was deep on the green roof and where pebbles were present in glasshouse modules, despite high mortality overall. Design modifications did not result in differentiation of seedling communities among different microsite types. Species accumulation curves showed no difference in species richness between aggregates of modified vs. unaltered microsites. 5. Synthesis and applications. Redistribution of green roof substrate and the addition of logs and pebble piles altered microsite conditions and created habitat heterogeneity on a green roof. These design modifications represent a minimalist strategy to ameliorate growing conditions, improve seedling survival and decrease species loss on shallow substrate green roofs.","MAR",2018
"Kathryn","Nick",354,1,"Sierra",NA,"Weijerman","Evaluating management strategies to optimise coral reef ecosystem services","Weijerman, Mariska; Gove, Jamison M.; Williams, Ivor D.; Walsh, William J.; Minton, Dwayne; Polovina, Jeffrey J.","JOURNAL OF APPLIED ECOLOGY","1. Earlier declines in marine resources, combined with current fishing pressures and devastating coral mortality in 2015, have resulted in a degraded coral reef ecosystem state at Puako in West Hawai'i. Changes to resource management are needed to facilitate recovery of ecosystem functions and services. 2. We developed a customised ecosystem model to evaluate the performance of alternative management scenarios at Puako in the provisioning of ecosystem services to human users (marine tourists, recreational fishers) and enhancing the reef's ability to recover from pressures (resilience). 3. Outcomes of the continuation of current management plus five alternative management scenarios were compared under both high and low coral-bleaching related mortality over a 15-year time span. 4. Current management is not adequate to prevent further declines in marine resources. Fishing effort is already above the multispecies sustainable yield, and, at its current level, will likely lead to a shift to algal-dominated reefs and greater abundance of undesirable fish species. Scenarios banning all gears other than line fishing, or prohibiting take of herbivorous fishes, were most effective at enhancing reef structure and resilience, dive tourism, and the recreational fishery. Allowing only line fishing generated the most balanced trade-off between stakeholders, with positive gains in both ecosystem resilience and dive tourism, while only moderately decreasing fishery value within the area. 5. Synthesis and applications. Our customised ecosystem model projects the impacts of multiple, simultaneous pressures on a reef ecosystem. Trade-offs of alternative approaches identified by local managers were quantified based on indicators for different ecosystem services (e.g. ecosystem resilience, recreation, food). This approach informs managers of potential conflicts among stakeholders and provides guidance on approaches that better balance conservation objectives and stake-holders' interests. Our results indicate that a combination of reducing land-based pollution and allowing only line fishing generated the most balanced trade-off between stakeholders and will enhance reef recovery from the detrimental effects of coral bleaching events that are expected over the next 15 years.","JUL",2018
"Kathryn","Travis",191,0,"Aislyn",NA,"Yates","Enhancing bioassessment approaches: development of a river services assessment framework","Yates, Adam G.; Culp, Joseph M.; Armanini, David G.; Baird, Donald J.; Jardine, Timothy D.; Orlofske, Jessica M.","FRESHWATER SCIENCE","There has been a trend toward increasing anthropocentrism in definitions of river health through the explicit inclusion of societal valuation of ecosystem services provided by rivers. New frameworks and associated indicators of river health are therefore required to centralize ecosystem services within river assessment and management activities. Here, we adopt an anthropocentric conceptualization of rivers to focus on a river's ability to maintain ecological function and structure that support ecosystem services valued by society. We apply this approach to further existing conceptual models of river assessment by identifying how benthic indicators can be linked to valued ecosystem services in a river services assessment framework. This approach extends bioassessment from a focus on assessing departure from reference condition to also include the evaluation of rivers based on their delivery of ecosystem services. Indicators based on benthic processes and assemblages are widely used in river health assessments; thus, these are reviewed to identify those indicators most closely linked with the provision of river ecosystem services. Finally, we illustrate how our approach can be applied to management through contrasting watershed examples, including a highly modified agricultural region and relatively pristine Arctic watersheds. The proposed approach supports an explicit connection between valued ecosystem services and benthic indicators, providing more targeted assessment results for use in river management decision-making.","MAR",2019
"Laura","Tim",925,0,"Kathryn",NA,"Brooks","Global evidence of positive impacts of freshwater biodiversity on fishery yields","Brooks, Emma Grace Elizabeth; Holland, Robert Alan; Darwall, William Robert Thomas; Eigenbrod, Felix","GLOBAL ECOLOGY AND BIOGEOGRAPHY","AimAn often-invoked benefit of high biodiversity is the provision of ecosystem services. However, evidence for this is largely based on data from small-scale experimental studies of relationships between biodiversity and ecosystem function that may have little relevance to real-world systems. Here, large-scale biodiversity datasets are used to test the relationship between the yield of inland capture fisheries and species richness from 100 countries. LocationInland waters of Africa, Europe and parts of Asia. MethodsA multimodel inference approach was used to assess inland fishery yields at the country level against species richness, waterside human population, area, elevation and various climatic variables, to determine the relative importance of species richness to fisheries yields compared with other major large-scale drivers. Secondly, the mean decadal variation in fishery yields at the country level for 1981-2010 was regressed against species richness to assess if greater diversity reduces the variability in yields over time. ResultsDespite a widespread reliance on targeting just a few species of fish, freshwater fish species richness is highly correlated with yield (R-2=0.55) and remains an important and statistically significant predictor of yield once other macroecological drivers are controlled for. Freshwater richness also has a significant negative relationship with variability of yield over time in Africa (R-2=0.16) but no effect in Europe. Main conclusionsThe management of inland waters should incorporate the protection of freshwater biodiversity, particularly in countries with the highest-yielding inland fisheries as these also tend to have high freshwater biodiversity. As these results suggest a link between biodiversity and stable, high-yielding fisheries, an important win-win outcome may be possible for food security and conservation of freshwater ecosystems. However, findings also highlight the urgent need for more data to fully understand and monitor the contribution of biodiversity to inland fisheries globally.","MAY",2016
"Laura","Tim",222,1,"Aislyn","medicinal plant properties","Caballero-Serrano","Traditional ecological knowledge and medicinal plant diversity in Ecuadorian Amazon home gardens","Caballero-Serrano, Veronica; McLaren, Brian; Carlos Carrasco, Juan; Alday, Josu G.; Fiallos, Luis; Amigo, Javier; Onaindia, Miren","GLOBAL ECOLOGY AND CONSERVATION","Medicinal plants are an ecosystem service directly implicated in human well-being. In many rural communities, they constitute a main treatment for disease or a source of disease prevention. Here, we review traditional knowledge of medicinal plants, the benefits they provide when cultivated in home gardens, and the determinants of knowledge about their uses in a rural parish in Amazonian Ecuador, where two ethnic groups prevail: indigenous Shuar and settled mestizos. Among 138 garden owners interviewed in 11 communities, a broad knowledge of 104 pharmacological properties across 145 medicinal plant species is retained. Several species play a specific role for a particular culture; therefore, the importance ranking of medicinal plants is different between the two main cultures. Traditional knowledge of medicinal uses is also influenced by ethnicity as well as generational age of the gardeners. Knowledge seems to have been lost in people of younger generations, who cultivated fewer species and knew less about properties of medicinal plants. Although men cultivate more diverse gardens, the role for women in the conservation of agrobiodiversity in home gardens appears crucial, as they are identified as the main source for transmission of traditional knowledge about medicinal plants. Our study highlights the importance of integrated land use management that respects different social aspects (i.e., culture, gender, health and well-being) related to conservation of biodiversity and traditional knowledge in agroecosystems. (C) 2019 The Authors. Published by Elsevier B.V.","JAN",2019
"Laura","Tim",1395,1,"Laurel",NA,"Chaplin-Kramer","Detecting pest control services across spatial and temporal scales","Chaplin-Kramer, Rebecca; de Valpine, Perry; Mills, Nicholas J.; Kremen, Claire","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","Natural habitat may deliver ecosystem services to agriculture through the provision of natural enemies of agricultural pests. Natural or non-crop habitat has strongly positive effects on natural enemies in cropland, but the resulting impact on pests is not as well established. This study measured weekly natural enemy (syrphid fly larvae) and pest (cabbage aphid) abundances in Central California broccoli fields for three years. Abundance of syrphid fly larvae increased strongly with the proportion of natural habitat surrounding the farm. As the density of syrphid fly larvae increased, weekly aphid population growth rates slowed, such that aphid densities just prior to harvest were lowest in farms with natural habitat. These landscape-mediated impacts of syrphids on aphids were not evident when data were aggregated into annual averages, a common metric in research on pest control services. We suggest that higher temporal resolution of data for natural enemy and pest abundance can reveal top-down control that is otherwise masked by seasonal and interannual variation in environmental factors. (C) 2013 Elsevier B.V. All rights reserved.","43800",2013
"Laura","Nick",1039,0,"Kathryn",NA,"Deacon","From species to communities: the signature of recreational use on a tropical river ecosystem","Deacon, Amy E.; Shimadzu, Hideyasu; Dornelas, Maria; Ramnarine, Indar W.; Magurran, Anne E.","ECOLOGY AND EVOLUTION","Disturbance can impact natural communities in multiple ways. However, there has been a tendency to focus on single indicators of change when examining the effects of disturbance. This is problematic as classical diversity measures, such as Shannon and Simpson indices, do not always detect the effects of disturbance. Here, we instead take a multilevel, hierarchical approach, looking for signatures of disturbance in the capacity and diversity of the community, and also in allocation and demography at the population level. Using recreational use as an example of disturbance, and the freshwater streams of Trinidad as a model ecosystem, we repeatedly sampled the fish communities and physical parameters of eight pairs of recreational and nonrecreational sites every 3months over a 28-month period. We also chose the Trinidadian guppy (Poecilia reticulata) as the subject of our population-level analyses. Regression tree analysis, together with analysis of deviance, revealed that community capacity and community species richness were greater at sites with higher levels of recreational use. Interestingly, measures of community diversity that took into account the proportional abundance of each species were not significantly associated with recreational use. Neither did we find any direct association between recreational use and proportion of guppy biomass in the community. However, population-level differences were detected in the guppy: Sex ratio was significantly more female-biased at more disturbed sites. Our findings emphasize the importance of considering multiple levels when asking how disturbance impacts a community. We advocate the use of a multilevel approach when monitoring the effects of disturbance, and highlight gaps in our knowledge when it comes to interpreting these effects.","DEC",2015
"Laura","Nick",1613,1,"Grant","wild rice spatial dynamics","Drewes","Uncovering the spatial dynamics of wild rice lakes, harvesters and management across Great Lakes landscapes for shared regional conservation","Drewes, Annette D.; Silbernagel, Janet","ECOLOGICAL MODELLING","Sustainable conservation and management of valued resources and ecosystem services relies on understanding the dynamics of the socio-ecological system. In the case of wild rice, a cherished food resource of Northern Great Lakes landscapes, the dynamics involve (a) a changing distribution of wild rice lakes, (b) changing harvester population and demographics, and (c) different management overlays. Together these factors influence harvester choices and opportunities and create unexpected spatial dynamics between people and the lakes they harvest. In this paper we examine first, the regional distribution and characteristics of wild rice lakes through compilation of multi-agency data, geospatial analysis, license sales and harvest surveys. Second, we identify patterns of harvest in the region through six case study lakes and examine the decision-making models used to open lakes for harvest. Gathered together these various forms of knowledge and collected data sets inform our understanding of the social ecological systems involving wild rice (Zizania palustris). Watersheds with wild rice have declined by 32% since the early 1900s, and are now primarily limited to northern Minnesota and Wisconsin. Across case studies wild rice harvesters tend to gather wild rice close to where they live or learned to harvest and 50% have more than 20 years experience. Some wild rice lakes draw harvesters from greater distances and in higher numbers. Models for managing the harvest of wild rice range from 'gather when ripe' by state entities to a more hands-on posting by reservation committees specifying hours and days of harvest on a lake by lake basis. The social ecological system around wild rice is a complex mosaic of multiple management jurisdictions, culturally diverse people, and an ecological system that is not well understood and potentially declining in extent. Defining the context of harvest within the spatially connected landscape and across multiple management systems is a first step in developing a shared framework of governance for the sustainability of wild rice landscapes. (C) 2011 Elsevier B.V. All rights reserved.","43548",2012
"Laura","Nick",1050,1,"Travis",NA,"Elands","Policy interpretations and manifestation of biocultural diversity in urbanized Europe: conservation of lived biodiversity","Elands, Birgit H. M.; Wiersum, K. Freerk; Buijs, Arjen E.; Vierikko, Kati","BIODIVERSITY AND CONSERVATION","Biocultural diversity, which refers to the inextricable link between biodiversity and cultural diversity, has been predominantly associated with the traditional ways in which indigenous people in tropical countries interact with the natural environment. But it does not have to be restricted to these circumstances. Biocultural diversity may also be regarded as an interesting concept for understanding how people in industrialized and globalized societies deal with nature. This paper explores biocultural diversity in 20 European cities by considering (i) how biocultural diversity is interpreted in urban planning and governance, and (ii) what actual manifestations of biocultural diversity are present in these cities. Despite the fact that the concept of biocultural diversity was hardly recognized by city authorities, interviewees gave many examples of how biodiversity and cultural diversity are taken into account in (in) formal city policies. The research revealed two main manifestations of biocultural diversity within urban Europe: biocultural diversity grounded in ecological features, and cultural values as a basic foundation for biocultural diversity. Consequently, urban biocultural diversity was found to have two spatial levels: the city level and the site level. The former is the domain of governmental policy makers who discuss biocultural diversity in 'green space networks' in a rather static way. The latter is the domain where citizens participate in decisionmaking and the management of green spaces; it is here that cultural dynamics are most acknowledged.","DEC",2015
"Laura","Nick",44,0,"Claire",NA,"Gagic","Additive and interactive effects of pollination and biological pest control on crop yield","Gagic, Vesna; Marcora, Anna; Howie, Lynita","JOURNAL OF APPLIED ECOLOGY","Insect pollination and biological pest control simultaneously influence crop yield, but are often investigated individually. This can lead to under- or over-estimation of the importance of individual services when they interact to affect yield. Recent, limited evidence from field studies showed contrasting results with both additive and non-additive positive and negative effects. To disentangle the mechanisms underlying these responses, we conducted a greenhouse experiment and a field study. We tested the potential and realized contribution of insect pollination to cotton boll retention and yield under various pest pressures and biocontrol levels. We found both additive and interactive effects of insect pollination and biocontrol within a single crop system depending on the level of pest pressure. In the greenhouse experiment, pollination did not contribute to cotton boll retention and final yield at low pest pressure. At high pest abundances, boll retention and final yield were higher when pollinators were present. In the field study, pollination was sufficient to alter the negative effect of pests on boll retention. Thus, interactive effect between the two ecosystem services on boll retention was present at high pest pressure in the greenhouse and at natural levels of pest pressure in the field, but not at lower pest abundances in controlled conditions. Although cotton plants partly compensated for bolls shedding by increasing their weight in the greenhouse experiment, this effect was not detected in the field study, likely due to higher environmental variation. Similarly, interactive effect of pollination and biocontrol on the final yield was present only in the greenhouse study. Synthesis and applications. We conclude that the contrasting findings of additive versus non-additive effects between ecosystem services may be due to the levels of services and disservices tested and environmental variation. Further, this study shows that even when an ecosystem service does not appear to limit crop yield, it can make a substantial contribution to yield and act as insurance when the other service is reduced. For achieving food and fibre security, it is essential that future studies test interactive effects between these ecosystem services in different systems and environmental conditions.","NOV",2019
"Laura","Nick",1221,1,"Anna","Measures soil carbon, and weakly links to ES","Hanberry","Potential tree and soil carbon storage in a major historical floodplain forest with disrupted ecological function","Hanberry, Brice B.; Kabrick, John M.; He, Hong S.","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","Floodplain forests are extremely productive for agriculture and historical floodplain forests have been converted to prime agricultural land throughout the world, resulting in disruption of ecosystem functioning. Given that flooding may increase with climate change and reforestation will increase resiliency to climate change, we tested whether reforested floodplains also have great potential to store carbon and the effects of even modest increases in forested acreage on carbon storage. To calculate potential above-ground biomass in the Lower Mississippi River Alluvial Valley (LMAV) of the United States, we determined current and historical tree biomass used density estimates and diameter distributions from tree surveys and relationships between diameter and biomass from current forests. To calculate potential soil organic carbon if the landscape was forested, we used soil organic matter from soil surveys of the agricultural landscape, and multiplied the carbon by a factors of 1.25, 1.5, and 1.75 based on published reports of soil carbon increases due to afforestation. Our results showed that area-weighted mean biomass density (trees >= 12.7 cm in diameter) for historical forests was 300 Mg/ha, ranging from 228 Mg/ha to 332 Mg/ha by ecological subsection, based on the most conservative diameter distribution. Mean biomass density for current forests was 97 Mg/ha, ranging from 92 Mg/ha to 111 Mg/ha. Mean carbon density for agricultural soils was 96 Mg/ha, whereas combined tree and soil carbon densities varied from 169 Mg/ha to 317 Mg/ha; soil carbon accounted for 0.5-0.7 of total carbon density. Historical forested carbon storage in the Missouri LMAV was about 234 TgC, with the most conservative diameter distribution and assuming 80% forest coverage. Current forested carbon storage in the Missouri LMAV is about 2% of historical storage, at 5 TgC in 30,000 ha of forests, but may reach 23 TgC if forested extent almost triples, with the addition of 50,000 ha of marginal agricultural land, and carbon storage increases in trees and soil. The entire LMAV currently stores 97 TgC in forests and reasonable carbon storage for the entire LMAV may be about 335 TgC, based on increased carbon storage and reforestation of 600,000 ha of marginal agricultural land, which would double the current forested extent. Although 335 TgC storage for the LMAV is only about 1.5 times greater than historical carbon storage of the Missouri LMAV, doubling the forested extent will increase other ecosystem functions, including carbon storage, flood abatement, and reduction of fertilizer pollution in the Gulf of Mexico. (C) 2014 Geobotanisches Institut ETH, Stiftung Ruebel. Published by Elsevier GmbH. All rights reserved.",NA,2015
"Laura","Tim",1457,0,"Laurel",NA,"Hefting","Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations","Hefting, Mariet M.; van den Heuvel, Ronald N.; Verhoeven, Jos T. A.","ECOLOGICAL ENGINEERING","Riparian zones along streams and other small wetlands perform important ecosystem services in agricultural landscapes. They improve water quality by retaining nutrients and sediment from through-flowing water, sequester carbon and attenuate flood peaks at high discharge. At the same time, they have been shown to enhance biodiversity at the landscape as well as regional scale. However, there is concern about loss of biodiversity and enhanced greenhouse gas emissions where wetlands have become overloaded with nutrient-rich surface water or groundwater. This paper discusses conditions for the best performance of riparian zones and other small wetlands in agricultural landscapes in terms of nutrient and greenhouse gas retention and biodiversity. High nitrous oxide emissions have been identified in riparian zones used for N removal and could be a concern which would diminish their overall environmental benefit. However, it has been shown in riparian zones in the Rhine and Scheldt catchment that nitrous oxide emissions mainly occur when soil pH values are lower than 5. Such conditions occur mostly in stream headwater areas only where sandy sediments have a low buffering capacity, whereas higher-order streams and their riparian zones often have fine silty clay or loam sediments with higher pH values, supporting effective denitrification with low nitrous oxide emission. The question whether the nutrient attenuation service comes at the expense of biodiversity losses should be answered differently for existing, (semi-)natural wetlands and for new wetlands created in the agricultural landscape. Existing wetlands are quite vulnerable for nutrient loading, depending on their natural nutrient richness. Oligotrophic and mesotrophic wetlands such as bogs and fens are negatively affected by nutrient loadings > 4 g N m(-2) y(-1) and 0.5 g P m(-2) y(-1), which lead to loss of diversity and characteristic species. Wetlands in riparian zones are naturally more nutrient-rich and can tolerate much higher nutrient loadings without consequences for ecosystem health and diversity, their loading limits are 50 g N m(-2) y(-1) and 4 g P m(-2) y(-1). For nitrogen the relatively high limit is explained by significant denitrification activities in wetlands, transforming nitrate to mostly inert elemental nitrogen gas. There are also indications that only one of the major nutrients needs to be in short supply (i.e. below the limits indicated) in order to avoid major eutrophication problems. In agricultural areas where large numbers of wetlands have been created for N removal and biodiversity enhancement, the experience of this 'dual purpose' are generally positive, particularly in landscapes where not much of the original wetland resource remains. (C) 2012 Elsevier B.V. All rights reserved.","JUL",2013
"Laura","Nick",898,2,"Kathryn",NA,"Jiang","Ecosystem change assessment in the Three-river Headwater Region, China: Patterns, causes, and implications","Jiang, Chong; Zhang, Linbo","ECOLOGICAL ENGINEERING","The Three-River Headwater Region (TRHR) is the source of the Yangtze River, Yellow River, and Lancang River, which is significant to fresh water resources in China and Asia. The ecosystem in the TRHR has undergone great changes in recent decades owing to dramatic climate change and tremendous human pressure. This study focused on assessing the ecosystem change in the TRHR from 2005 to 2012, which was indicated by ecosystem pattern, quality, and service. Based on the actual observation records and widely used biophysical models including Revised Universal Soil Loss Equation (RUSLE), Revised Wind Erosion Equation (RWSQ), and Carnegie-Ames-Stanford Approach (CASA) models, this study assessed the ecosystem services including soil conservation, water conservation, carbon sequestration, and species conservation. The climate variability and ecological rehabilitation promoted ecological restoration, which was indicated by vegetation cover, productivity (carbon sequestration), streamflow, and habitat area increase. However, the increasing precipitation intensified water erosion by enhancing rainfall erosivity, and increasing temperature induced glacier melting and permafrost degradation, which posed a threat to the sustainable development of regional environment. The ecosystem change is the combined result of ecological rehabilitation and climate variability, the effectiveness of ecological conservation efforts is uneven, indicated by coexistence of restoration and degradation, and is likely a temporary improvement rather than fundamental change. The experience of ecological rehabilitation and ecosystem change in the TRHR exemplified the ecological conservation should take climate variability into account, and facilitate synergies on multiple ecosystem services in order to maximize human well-being and preserve its natural ecosystems. (C) 2016 Elsevier B.V. All rights reserved.","AUG",2016
"Laura","Nick",820,2,"Julie","Links abiotic drivers to ES's over time","Jiang","Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Jiang, Chong; Wang, Fei; Zhang, Haiyan; Dong, Xinling","ECOLOGICAL ENGINEERING","The Loess Plateau (LP) is one of the most fragile eco-regions in China, and is characterized by severe soil erosion and water shortage. The fragile environment poses a threat to ecological safety and sustainable development on the LP and neighboring areas. The ecosystem on the LP has undergone great changes in recent decades owing to dramatic climate change, ecological rehabilitation, and tremendous human pressure. This study was focused on quantifying and assessing the multiple ecosystem services from 2000 to 2012, based on actual observation records and widely used biophysical models. These included Universal Soil Loss Equation (USLE), Revised Wind Erosion Equation (RWSQ), Carnegie-Ames-Stanford Approach (CASA), and rainfall storage method. Furthermore, in this study, the roles of climate variability and an ecological restoration program on vegetation activity and ecosystem services were investigated, as well as the synergies between multiple ecosystem services. The slight increase in both precipitation and temperature during 2000-2012, in conjunction with ecological rehabilitation, induced a trend of increasing in vegetation cover and productivity. During 2000-2012, the overall soil retention function was slightly enhanced while the amount of hydrological regulation decreased. The biomass production (vegetation carbon sequestration) and food production increased sharply. The increasing precipitation intensified water erosion by enhancing rainfall erosivity, whereas the reduction in wind speed lessened wind erosion and thereby reduced the frequency and duration of sandstorm events. Vegetation restoration supported by climate variability and resulting from ecological projects also played positive roles in soil retention enhancement. The spatial correlation analyses indicated synergies between multiple regulating ecosystem services. There was also a synergy between food production and carbon sequestration in vegetation. The performance of ecological rehabilitation and changes in ecosystem services on the LP exemplified the need for ecological conservation to take climate variability into account, and to facilitate synergies involving multiple ecosystem services, to maximize human well-being and preserve natural ecosystems. (C) 2016 Elsevier B.V. All rights reserved.","DEC",2016
"Laura","Tim",343,1,"Sierra","Based on the abstract, invertebrate community was measured as proxy for degraded aquatic areas, but paper should be investigated to determine how strong that connection is.","Jyothi","Patterns of Vegetation Dynamics across Mild Disturbance Gradient in a Freshwater Wetland System in Southern India","Jyothi, P. V.; Sureshkumar, S.","WETLANDS","Ponnani Kole wetlands, the northward extension of Vembanad Kole Ramsar site in Kerala, Southern India, is facing environmental pressures due to increases in human population, changes in land use pattern, improper watershed management and urban developments. The current study describes the community assemblage pattern of macrophytes and their variations within and among areas affected by environmental disturbances in Ponnani Kole wetland system. The macrophyte community structures in the study site were characterized with reference to areas of saline intrusion, intense agricultural activities and sewage disposal. Sphaeranthus africanus and Colocasia esculenta were specific to sewage; Rotala indica, Hedyotis corymbosa, Limnophila heterophylla and Eriocaulon setaceum were specific to agriculture; while, Acanthus ilicifolius, and Mariscus dubius were specific to areas of saline intrusion in the study site. Mean diversity did not vary significantly among the different zones of disturbance with the exception of saline intruded areas. Taxonomically, similar species flourished well in all regions of the study except in the saline intrusion area. In undisturbed areas, considered as control, the occurrence of all macrophytes was observed in equal proportions with the exception of mangroves and suspended hydrophytes. However, in sewage disposal areas, the occurrence of 45 species was observed with unequal predominance of all taxa, viz. class, order and family of macrophytes. The implementation of decision supporting tools to aid strategy and policy makers explore land-use options and disturbance scenarios along with ecological tools assessing multiple ecosystem services will see Ponnani Kole wetland become established as a macrophyte dominated ecological regime which can be further developed as a conservation and educational site for tropical aquatic macrophytes.","AUG",2018
"Laura","Tim",1414,1,"Laurel",NA,"Kaartinen","Using citizen scientists to measure an ecosystem service nationwide","Kaartinen, Riikka; Hardwick, Bess; Roslin, Tomas","ECOLOGY","The decomposition of dung constitutes an ecosystem service of massive proportions. Previous studies addressing how it depends on individual invertebrate taxa have been focused on small spatial scales, neglecting the impact of large-scale factors like climate. Here, we use the concept of citizen science to quantify taxon-specific contributions to dung decomposition at the level of a nation. Young people across Finland manipulated the decomposer communities of cow pats, then measured changes in pat mass over the grazing season. In southern Finland most (90%) of the cattle dung hitting pastures decomposed in just two months, whereas 1100 km to the north the corresponding fraction was smaller (74%). Of the total invertebrate-caused decomposition (13% of dung pat mass, independent of latitude), large tunneling dor beetles in the genus Geotrupes account for 61%, hence removing dung twice as fast as do smaller dung-dwelling beetles and earthworms. Overall, this paper illustrates how ecologists may direct citizen scientists to implement massive ecological experiments. Compared to an approach based purely on professional scientists, we saved three-quarters of the costs. Ultimately, citizen science may offer a key tool for testing current ecological theories at relevant spatial scalesand for disseminating these theories in the process.","NOV",2013
"Laura","Tim",185,1,"Aislyn",NA,"Kayal","Predicting coral community recovery using multi-species population dynamics models","Kayal, Mohsen; Lenihan, Hunter S.; Brooks, Andrew J.; Holbrook, Sally J.; Schmitt, Russell J.; Kendall, Bruce E.","ECOLOGY LETTERS","Predicting whether, how, and to what degree communities recover from disturbance remain major challenges in ecology. To predict recovery of coral communities we applied field survey data of early recovery dynamics to a multi-species integral projection model that captured key demographic processes driving coral population trajectories, notably density-dependent larval recruitment. After testing model predictions against field observations, we updated the model to generate projections of future coral communities. Our results indicated that communities distributed across an island landscape followed different recovery trajectories but would reassemble to pre-disturbed levels of coral abundance, composition, and size, thus demonstrating persistence in the provision of reef habitat and other ecosystem services. Our study indicates that coral community dynamics are predictable when accounting for the interplay between species life-history, environmental conditions, and density-dependence. We provide a quantitative framework for evaluating the ecological processes underlying community trajectory and characteristics important to ecosystem functioning.","APR",2019
"Laura","Nick",439,0,"Sierra",NA,"Le Clec'h","From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Le Clec'h, Solen; Jegou, Nicolas; Decaens, Thibaud; Dufour, Simon; Grimaldi, Michel; Oszwald, Johan","ECOSYSTEMS","Quantifying and mapping ecosystem services (ES) is seen as one way to improve decision making and land management to better integrate environmental issues. This study aimed to characterize ES supply in deforestation context where an improvement of scientific knowledge should help develop more efficient environmental management. For three case studies in the Brazilian Amazon impacted by deforestation, seven indicators of potential ES supply were mapped at a spatial resolution of 30 x 30 m: biodiversity index (indicator of food web support); richness of pollinators (pollination); index of soil chemical quality (support to production); water available for plants (water regulation); soil carbon stocks (support to production and climate regulation); rate of water infiltration into the soil (soil erosion control); and vegetation carbon stocks (climate regulation). To map these indicators, in situ measurements of ES for 135 sampling points and remote sensing data were linked using regression methods. These methods were used to predict ES values and identify environmental factors that influence ES supply. The resulting maps help in understanding the influence of environmental factors on ES spatial distribution within the sites. The analyses illustrate the influence of land-use changes on ES supply and the role of context effects due to the heterogeneity of the biophysical environment, the temporality of deforestation and/or their diversified sociopolitical contexts. From a methodological viewpoint, the study highlights the importance of choices inherent in all cartographic practices and that need to be considered, especially in the context of rendering ES maps operational.","MAR",2018
